Fecha;Hora;"Gx Eólica
[MW]";"Gx. Geotérmica
[MW]";"Gx Hidráulica Pasada
[MW]";"Gx Hidráulica Embalse
[MW]";"Gx Solar
[MW]"
13-11-2020;13;229,1852865;0;318,1687674;3106,69884;2443,718675
13-11-2020;14;407,2381311;0;318,2277539;3148,38348;2551,861708
13-11-2020;15;551,700256;0;323,6249023;3181,18422;2548,353866
13-11-2020;16;663,4072576;0;328,3577659;3022,12122;2590,880987
13-11-2020;17;818,6651426;0;336,4782494;3063,82928;2525,040893
13-11-2020;18;1014,435619;0;337,8140717;3036,23858;2324,916726
13-11-2020;19;1139,009682;0;325,9010896;3204,89312;1662,43152
13-11-2020;20;1077,300531;0;325,8594875;3623,85454;422,115271
13-11-2020;21;1099,01645;0;330,8584884;3783,5193;3,459707146
13-11-2020;22;1080,574376;0;332,3132403;4032,72142;0
13-11-2020;23;987,5993317;0;329,444806;3950,149;0
13-11-2020;24;811,1147882;0;328,1245097;3773,0565;0
14-11-2020;1;790,8479852;0;336,4172743;3630,9195;0
14-11-2020;2;705,4888298;0;336,6803319;3619,608;0
14-11-2020;3;705,8105557;0;333,5702806;3711,531;0
14-11-2020;4;784,7374087;0;316,3617208;3478,5455;0
14-11-2020;5;864,6093291;0,3145;324,5473719;3380,4985;0
14-11-2020;6;862,9361465;0;324,8297606;3465,263;0
14-11-2020;7;861,8367859;0;325,1217906;3530,5135;20,17514419
14-11-2020;8;767,5599509;13,0741;326,6591389;3495,8225;512,1003075
14-11-2020;9;618,3230092;13,6657;322,1940412;3049,3545;1757,342884
14-11-2020;10;657,0007415;18,6828;319,1638065;2955,388;2351,997782
14-11-2020;11;803,3567999;26,113;320,0590327;2821,831;2649,290567
14-11-2020;12;828,8448136;25,5609;317,4556491;2788,6635;2833,871242
14-11-2020;13;977,1492428;24,6919;315,6190703;2626,1455;2947,695188
14-11-2020;14;1162,064717;24,1386;320,6346015;2512,9445;2954,541788
14-11-2020;15;1392,732415;23,8034;321,9282739;2341,386;2904,186377
14-11-2020;16;1418,883689;9,147;321,7827017;2314,048;2809,18588
14-11-2020;17;1447,791221;7,3367;323,5786491;2309,64;2637,173795
14-11-2020;18;1373,586346;7,4325;322,5803369;2500,4095;2366,789184
14-11-2020;19;1525,007787;9,4567;304,5808045;2701,087;1791,918657
14-11-2020;20;1763,718191;25,1888;305,378008;3317,603;476,5700032
14-11-2020;21;1605,306713;25,7133;309,7785345;3408,242;4,368073541
14-11-2020;22;1455,166283;26,1158;310,000093;3522,1795;0
14-11-2020;23;1435,023118;25,7166;304,4029171;3383,2335;0
14-11-2020;24;1308,99046;25,5452;304,1843803;3338,9175;0
15-11-2020;1;1097,384359;26,4637;317,352813;3326,75822;0
15-11-2020;2;984,6773366;26,8538;311,703294;3121,71508;0
15-11-2020;3;955,3841898;27,0254;309,4243867;3164,32208;0
15-11-2020;4;968,0052351;26,3024;309,366624;3154,96402;0
15-11-2020;5;947,4706387;26,9523;308,2636278;3083,24588;0
15-11-2020;6;846,5414319;27,1975;308,0002282;3130,47366;0
15-11-2020;7;778,9365723;27,3719;305,2430347;3185,73016;4,867714243
15-11-2020;8;688,7064655;26,6562;305,9552113;3215,48596;471,1565861
15-11-2020;9;624,3982584;25,4843;303,6898779;2698,8184;1569,611912
15-11-2020;10;488,2748057;25,02;299,5404832;2570,34758;2315,697005
15-11-2020;11;522,2389805;22,5679;296,609458;2649,56892;2525,448102
15-11-2020;12;569,7456933;13,2342;292,7760119;2502,29466;2837,910356
15-11-2020;13;629,5650669;9,3066;293,0034829;2472,3562;2932,669892
15-11-2020;14;627,1904012;11,7083;293,2011626;2612,78876;2961,260806
15-11-2020;15;641,2802517;21,6215;292,6696384;2565,6951;2936,121473
15-11-2020;16;690,4564213;24,1679;295,9868434;2413,39096;2884,018981
15-11-2020;17;791,3507956;24,4546;298,5224475;2338,12468;2750,412483
15-11-2020;18;782,1885242;25,2142;311,205817;2401,73924;2505,051745
15-11-2020;19;821,7216439;25,9613;300,1048285;2819,85714;1810,436631
15-11-2020;20;816,6268167;26,7077;301,0925409;3359,72034;484,2787284
15-11-2020;21;787,1155922;26,8134;303,2641985;3733,30394;4,934080773
15-11-2020;22;887,1009773;26,612;303,5150241;3752,05706;0
15-11-2020;23;904,2325534;27,456;299,6615869;3600,60198;0
15-11-2020;24;916,7676279;27,5554;297,9790505;3398,46144;0
16-11-2020;1;955,478172;31,9672;308,135904;3311,142;0
16-11-2020;2;942,3313012;31,3525;302,5035089;3403,17434;0
16-11-2020;3;1059,941633;32,0946;303,2013345;3336,08058;0
16-11-2020;4;1008,173628;32,1882;300,3999078;3261,82706;0
16-11-2020;5;929,4572573;32,2625;302,2870739;3130,98206;0
16-11-2020;6;818,5821999;31,2686;297,7218422;3058,53546;0
16-11-2020;7;800,1482961;31,3935;296,5452577;3329,29396;32,90040502
16-11-2020;8;759,0915688;32,066;294,0957057;3349,5166;553,9394523
16-11-2020;9;662,6669811;31,3684;293,2877071;3045,3079;1737,993861
16-11-2020;10;599,770588;18,7279;297,6739999;3117,67782;2446,334066
16-11-2020;11;624,9630968;14,2172;299,8354419;3055,42764;2744,957099
16-11-2020;12;663,8208289;14,9032;298,9323775;3046,44088;2845,730153
16-11-2020;13;750,2521228;14,849;294,1517659;3019,86824;2893,368054
16-11-2020;14;871,541383;14,7236;296,4656632;3005,02408;2913,545193
16-11-2020;15;999,8406681;14,6597;297,6093477;2977,99864;2887,649365
16-11-2020;16;974,9806248;15,5706;293,3479812;3002,73886;2821,244879
16-11-2020;17;1048,874808;16,0367;299,8808273;3063,54748;2712,037288
16-11-2020;18;1106,545986;16,3894;301,6922991;3184,37238;2473,977613
16-11-2020;19;1149,650036;18,194;292,9796677;3202,66996;1856,116506
16-11-2020;20;1062,191065;33,1915;303,3393654;3757,51444;510,2335127
16-11-2020;21;928,357619;33,1196;301,1618658;3914,91184;5,285762763
16-11-2020;22;861,9611513;32,5662;302,9414214;4033,35654;0
16-11-2020;23;822,7665232;32,6776;299,3865423;3799,64978;0
16-11-2020;24;714,6779773;33,9892;297,0999633;3563,20094;0
17-11-2020;1;702,7669142;34,6907;309,8039179;3458,03424;0
17-11-2020;2;646,9458493;34,9338;302,9827536;3655,52618;0
17-11-2020;3;679,5730451;35,0139;302,328632;3567,65584;0
17-11-2020;4;687,1056968;35,213;298,8312562;3533,96992;0
17-11-2020;5;655,7302638;35,4356;300,0180408;3533,56094;0
17-11-2020;6;640,0154125;35,2424;300,2493749;3561,67598;0
17-11-2020;7;596,9879909;34,8854;295,6841472;3538,37792;2,311544283
17-11-2020;8;572,5210118;34,2255;295,3519095;3383,3702;354,7379021
17-11-2020;9;465,8459719;32,8147;293,2653365;3430,12768;1307,826854
17-11-2020;10;363,0143022;31,5767;297,1692119;3458,332;1957,435637
17-11-2020;11;317,0987292;31,4511;298,0695192;3430,80046;2285,716889
17-11-2020;12;369,9779105;30,7244;291,65219;3240,75072;2436,799455
17-11-2020;13;381,492785;30,49;293,7340734;3109,44796;2593,800459
17-11-2020;14;346,3428057;30,1297;301,885897;3135,47886;2635,538056
17-11-2020;15;327,2424801;30,1237;301,2040493;3112,7645;2715,356279
17-11-2020;16;455,7536971;30,3039;305,5131381;3041,06536;2719,890884
17-11-2020;17;536,3309743;31,0304;317,4156582;3108,00008;2576,135525
17-11-2020;18;658,1368281;31,644;330,1400085;3108,03142;2318,955707
17-11-2020;19;812,5327148;31,821;309,309822;3234,4646;1723,833365
17-11-2020;20;844,7407738;32,5353;311,7730185;3739,20394;492,3317878
17-11-2020;21;668,0349576;33,4237;310,4652561;4101,06332;7,852002295
17-11-2020;22;570,377556;34,4221;310,9493139;4281,74536;0
17-11-2020;23;542,9824421;33,6231;311,6842805;4096,8166;0
17-11-2020;24;565,973024;33,3371;305,0835818;3700,75656;0
18-11-2020;1;577,568395;33,9585;320,0904984;3433,80366;0
18-11-2020;2;506,0216675;33,2965;313,5836402;3272,97302;0
18-11-2020;3;415,6724142;33,332;312,1541847;3417,28812;0
18-11-2020;4;412,823;34,0538;311,1519133;3315,19516;0
18-11-2020;5;325,379;35,748;308,7507917;3307,59454;0
18-11-2020;6;353,904;35,7279;308,3919763;3278,83096;0
18-11-2020;7;372,264;36,1361;308,7377089;3443,7537;4,835694098
18-11-2020;8;388,9578604;34,9314;310,9994671;3217,61616;566,1534382
18-11-2020;9;357,7040545;18,4156;308,9866994;2961,94036;1828,607653
18-11-2020;10;331,946;18,4782;307,9870398;3222,00906;2315,299767
18-11-2020;11;428,7641087;18,2923;307,2369232;3016,27492;2520,272041
18-11-2020;12;613,7537014;18,0106;308,6319495;2757,10594;2645,689323
18-11-2020;13;783,1017799;17,7708;306,1132228;2711,46754;2733,608571
18-11-2020;14;849,2086196;18,2445;307,0947901;2789,05046;2771,206864
18-11-2020;15;754,225347;19,8718;308,7787156;2812,00306;2837,400854
18-11-2020;16;881,9770176;21,5419;306,5199289;2911,15674;2857,50934
18-11-2020;17;909,4269807;21,8501;304,6759972;2902,2065;2750,929728
18-11-2020;18;951,6233191;22,4911;313,1016507;2855,18188;2528,057442
18-11-2020;19;1120,851213;22,8941;296,7148058;2939,40664;1911,087122
18-11-2020;20;1033,682325;24,5631;307,7679857;3622,6259;547,2452538
18-11-2020;21;852,8200537;31,0827;308,6127786;3976,16428;7,838730631
18-11-2020;22;713,5834931;35,8592;305,9641401;4108,31034;0
18-11-2020;23;551,3389316;34,8883;304,9930422;4030,89338;0
18-11-2020;24;279,32337;33,7743;289,2768667;4039,26732;0
19-11-2020;1;217,4859903;33,6312;311,6153958;3825,69082;0
19-11-2020;2;212,4393143;34,0025;309,6950626;3587,82218;0
19-11-2020;3;240,8749367;34,1118;309,5830875;3482,55116;0
19-11-2020;4;268,1715959;34,0479;308,9725218;3411,1901;0
19-11-2020;5;254,1421012;34,0558;306,7637668;3423,35842;0
19-11-2020;6;216,8419054;34,2397;308,3807774;3524,57972;0
19-11-2020;7;240,1919157;35,2366;307,5733435;3638,72982;4,04971772
19-11-2020;8;216,5080231;35,5731;303,787677;3396,3681;499,237236
19-11-2020;9;151,9809237;34,3739;292,4310698;3307,0584;1587,561024
19-11-2020;10;114,7518198;35,627;296,0930342;3221,3839;2147,268785
19-11-2020;11;97,93168498;36,0913;298,4830772;3164,8231;2399,261042
19-11-2020;12;132,1068167;35,7964;282,4742605;3054,2135;2657,141289
19-11-2020;13;217,3787995;35,01;284,0612388;2990,0131;2744,293537
19-11-2020;14;327,828897;34,4917;286,4502199;2953,2425;2793,331845
19-11-2020;15;410,3126379;34,2986;297,7167546;2848,2329;2798,246666
19-11-2020;16;523,2994178;34,2899;300,8823025;2868,2386;2786,289779
19-11-2020;17;699,6685741;34,8868;308,4361768;2906,9221;2683,499851
19-11-2020;18;801,1460931;35,353;320,3397249;2957,1754;2427,137405
19-11-2020;19;772,9453453;36,0587;298,8050054;3143,1252;1798,954627
19-11-2020;20;720,6022728;36,9963;303,2468888;3751,0143;506,5191153
19-11-2020;21;535,7295302;38,0667;303,8316454;4123,3164;6,762267385
19-11-2020;22;399,4525074;38,8936;310,3281603;4294,1696;0
19-11-2020;23;285,7742056;38,5974;311,498636;3977,4142;0
19-11-2020;24;188,9368439;38,8644;312,8311233;3535,3342;0
20-11-2020;1;222,0184391;39,7109;327,5740904;3476,9375;0
20-11-2020;2;241,1805977;40,6145;327,5751028;3344,42082;0
20-11-2020;3;270,2326747;39,5917;321,4082297;3254,25982;0
20-11-2020;4;341,6633955;37,7088;318,5642823;3228,57612;0
20-11-2020;5;320,2832686;37,9836;317,7918526;3284,71466;0
20-11-2020;6;291,9082103;37,0849;319,372549;3286,36208;0
20-11-2020;7;244,4169558;36,947;311,7753411;3313,29976;2,175142885
20-11-2020;8;257,4108542;36,3945;306,1997241;2942,12306;487,5760767
20-11-2020;9;242,0679;36,5113;301,1837157;3167,95186;1549,520969
20-11-2020;10;204,6958095;36,1858;297,3161745;3321,1368;2014,344257
20-11-2020;11;203,2987262;35,5057;294,00798;3315,12142;2225,800726
20-11-2020;12;315,8972898;35,8255;293,5763988;2940,67358;2470,956153
20-11-2020;13;428,4802426;35,5598;297,0860182;2912,82794;2649,299931
20-11-2020;14;573,4162637;35,4519;304,9383419;2819,0253;2793,835424
20-11-2020;15;684,7004822;35,72;305,220311;2775,52264;2837,019118
20-11-2020;16;812,5384213;35,5837;298,353881;2780,0574;2831,073224
20-11-2020;17;927,5654528;26,8126;298,9126603;2864,39118;2739,398087
20-11-2020;18;1001,062627;34,9014;301,2960781;2890,37144;2468,368686
20-11-2020;19;1026,628325;35,204;286,7198601;2853,44986;1891,916066
20-11-2020;20;1265,191512;36,0485;290,9061179;3096,3029;575,7004402
20-11-2020;21;1192,55441;38,8531;299,0175789;3474,70014;7,680014442
20-11-2020;22;1177,357195;39,0747;300,1442835;3730,36324;0
20-11-2020;23;1133,910047;39,4568;298,8974057;3571,3055;0
20-11-2020;24;1050,742441;39,3982;300,2111267;3334,1635;0
21-11-2020;1;1002,063064;40,0652;320,284356;3105,943;0
21-11-2020;2;911,5389312;40,6061;320,5169974;3016,0435;0
21-11-2020;3;766,5696369;41,6265;319,6295885;3040,316;0
21-11-2020;4;599,8918947;41,618;316,7354841;3177,716;0
21-11-2020;5;626,8760368;41,555;311,7471783;3114,935;0
21-11-2020;6;878,531004;41,4617;308,1497958;2942,795;0
21-11-2020;7;1000,802339;40,9418;301,23232;2952,742;6,246584211
21-11-2020;8;964,1325389;40,7282;298,3640639;2611,228;648,2099434
21-11-2020;9;883,2963533;39,1167;297,9081081;2343,0915;1774,711538
21-11-2020;10;774,5953667;37,0378;296,3656884;2384,1105;2576,709209
21-11-2020;11;980,6318419;35,667;289,4231611;2297,979;2796,324037
21-11-2020;12;1000,587303;20,2092;289,1771525;2472,46;2725,176581
21-11-2020;13;1031,981069;22,3573;294,0324872;2450,6475;2820,044547
21-11-2020;14;1008,923895;34,5365;294,0370782;2428,095;2957,450084
21-11-2020;15;978,0923465;33,511;294,2042203;2410,0975;2909,520119
21-11-2020;16;1008,908502;33,7548;294,7977389;2321,9425;2832,771548
21-11-2020;17;991,7147691;34,0847;296,990063;2272,0085;2741,007415
21-11-2020;18;1009,184688;34,6166;303,5575156;2378,606;2538,061218
21-11-2020;19;1217,523468;34,5882;289,3705525;2507,772;1939,569223
21-11-2020;20;1291,574695;35,8777;291,165869;2872,931;594,7874591
21-11-2020;21;1335,150085;37,176;291,8277771;3035,97;9,191862328
21-11-2020;22;1229,137022;37,7887;293,9128368;3266,647;0
21-11-2020;23;1259,350381;37,8588;294,3087087;2977,9695;0
21-11-2020;24;1228,422266;39,2028;292,6055105;2934,5885;0
22-11-2020;1;1105,846305;34,9736;310,0920245;3032,34892;0
22-11-2020;2;967,4140579;35,2229;307,9115931;2939,71346;0
22-11-2020;3;789,8610536;35,8534;312,8174128;2826,28306;0
22-11-2020;4;641,6573896;36,269;311,632639;2878,61584;0
22-11-2020;5;574,2114718;36,2269;309,8827011;2856,07324;0
22-11-2020;6;603,4837524;36,4301;309,7508993;2903,66806;0
22-11-2020;7;621,8002464;36,687;310,6958328;3059,25434;6,482125367
22-11-2020;8;542,543701;36,2444;308,4089081;2602,44928;634,8736975
22-11-2020;9;422,5119325;25,2941;306,0295457;2243,05824;1732,368322
22-11-2020;10;362,2721537;17,0041;300,2758908;2333,89756;2215,94889
22-11-2020;11;443,8820939;24,9597;293,4338981;2134,86248;2661,655052
22-11-2020;12;531,7243693;25,3009;293,7862886;2121,5977;2766,074483
22-11-2020;13;539,6172846;17,7711;294,5227055;2197,9209;2779,802503
22-11-2020;14;702,5251176;25,0701;294,4517832;2109,08332;2870,320461
22-11-2020;15;762,1956532;26,1458;301,8233325;2219,32578;2825,897925
22-11-2020;16;819,5494464;16,9405;302,1979559;2258,10132;2729,462565
22-11-2020;17;878,5530902;15,8972;305,6808033;2244,76568;2644,584487
22-11-2020;18;934,1953504;15,918;311,6337607;2298,04818;2427,412407
22-11-2020;19;1213,643667;19,4982;295,7372877;2370,2876;1882,344603
22-11-2020;20;1275,275954;30,9065;303,857375;2952,35656;571,4822069
22-11-2020;21;1077,083986;30,7745;306,3425567;3070,31736;9,854848562
22-11-2020;22;935,5131523;32,1828;310,1679144;3392,48284;0
22-11-2020;23;918,6005282;32,2057;303,1729797;3257,50636;0
22-11-2020;24;900,0499483;32,336;281,8773954;3069,4399;0
23-11-2020;1;758,0416977;37,133;312,6588398;3113,52704;0
23-11-2020;2;671,2499358;38,2016;303,4476808;3057,729;0
23-11-2020;3;611,0280192;37,9973;299,1868814;3060,8843;0
23-11-2020;4;566,815127;38,2422;293,9518264;2901,66396;0
23-11-2020;5;414,1347906;38,5475;298,9313036;2809,59878;0
23-11-2020;6;397,293291;39,0494;299,5454158;2768,544;0
23-11-2020;7;362,8043226;38,7811;297,2173867;2976,12908;22,89012841
23-11-2020;8;316,7819454;39,3446;292,2794346;2786,37576;640,8903274
23-11-2020;9;308,9049943;35,4618;290,0757419;2720,61072;1907,339686
23-11-2020;10;311,1185055;34,1831;289,4237201;2862,4875;2523,280393
23-11-2020;11;383,3351744;31,5697;287,9105761;2804,8794;2757,231543
23-11-2020;12;556,4348301;29,4445;288,1302537;2626,30562;2894,03862
23-11-2020;13;639,2419663;28,6517;281,2604047;2618,3189;2939,270472
23-11-2020;14;668,0216551;28,4645;283,1906186;2838,6791;2909,397894
23-11-2020;15;768,0638702;28,507;281,7915672;2853,44252;2838,221364
23-11-2020;16;882,8090015;28,4336;286,8868975;2883,70898;2766,559204
23-11-2020;17;1019,805578;29,5478;287,2937326;2819,19156;2611,414252
23-11-2020;18;1183,764841;29,9701;296,8613548;2571,22198;2397,69024
23-11-2020;19;1348,145284;31,3299;280,2820338;2497,5964;1753,53594
23-11-2020;20;1559,628282;34,4642;283,0607039;3007,4555;518,5465
23-11-2020;21;1620,96162;36,3949;282,668276;3337,98678;41,78117174
23-11-2020;22;1556,456183;37,3317;289,1455868;3582,97848;0
23-11-2020;23;1488,114294;37,032;291,820732;3423,59968;0
23-11-2020;24;1375,690224;36,6009;282,0729732;3409,21804;0
24-11-2020;1;1170,36268;36,6533;302,6331508;3644,56354;0
24-11-2020;2;1007,994883;35,944;295,6659932;3397,53652;0
24-11-2020;3;915,6320069;36,372;286,6739244;3239,8696;0
24-11-2020;4;722,5893042;36,2759;286,8569782;3366,14616;0
24-11-2020;5;688,9184614;37,0646;286,1935126;3338,67834;0
24-11-2020;6;647,0945411;37,1569;288,5918273;3360,60694;0,127726963
24-11-2020;7;570,2421528;36,6289;275,5759252;3472,48254;34,99291301
24-11-2020;8;535,4470645;37,1903;272,0995023;3183,68384;650,4864252
24-11-2020;9;469,963518;34,9052;275,4067932;2755,18048;1897,046815
24-11-2020;10;440,5893553;21,7925;281,3838277;2915,5847;2474,063163
24-11-2020;11;497,1566037;19,7238;277,1406107;2798,2561;2724,22546
24-11-2020;12;494,4254781;19,2202;279,7688211;2881,14176;2792,973291
24-11-2020;13;574,0358998;19,0046;277,8354362;2951,00698;2843,273968
24-11-2020;14;750,246048;21,9032;276,4775764;2829,57874;2876,910998
24-11-2020;15;899,9641912;31,2201;277,8314019;2960,83774;2751,86395
24-11-2020;16;1031,677321;31,5507;277,4228432;2938,1754;2624,286325
24-11-2020;17;1109,281105;23,8936;280,4608638;2893,18966;2540,73919
24-11-2020;18;1120,127075;24,836;285,9315535;2795,18064;2288,137483
24-11-2020;19;1187,637919;26,1262;271,5504233;2804,09346;1701,550412
24-11-2020;20;1421,848355;27,0833;271,273377;3314,65076;511,5359274
24-11-2020;21;1340,860114;26,8903;276,3652541;3613,58364;12,03314706
24-11-2020;22;1267,002878;27,7535;277,5778626;3866,92634;0
24-11-2020;23;1301,599917;28,9808;276,717184;3628,86856;0
24-11-2020;24;1337,162248;35,5038;276,4892294;3530,60442;0
25-11-2020;1;1353,719254;37,12;299,5287002;3485,31086;0
25-11-2020;2;1369,131411;37,4695;294,4893567;3347,73892;0
25-11-2020;3;1405,053049;37,3202;292,4144554;3245,38236;0
25-11-2020;4;1418,007742;37,7375;291,3420463;3162,82972;0
25-11-2020;5;1382,992013;38,3442;292,6330879;3144,8394;0
25-11-2020;6;1368,173759;38,6644;286,4333169;3211,54116;0
25-11-2020;7;1328,855316;38,0373;289,772738;3220,57598;15,33158233
25-11-2020;8;1308,723555;38,5455;295,4995411;2960,96852;617,2919996
25-11-2020;9;1127,460432;37,0686;299,6192345;2922,13408;1907,465225
25-11-2020;10;901,2857611;35,4209;294,352138;3062,54006;2514,74644
25-11-2020;11;755,481459;34,6449;292,158524;3075,30856;2780,277573
25-11-2020;12;781,4990328;33,0716;295,9620604;3051,58768;2912,584364
25-11-2020;13;813,7881516;32,6613;309,7064578;3015,0176;2957,4161
25-11-2020;14;874,4381511;32,0365;314,9538956;3063,7959;2942,350116
25-11-2020;15;1048,81603;31,9154;317,5117791;2965,1064;2909,046142
25-11-2020;16;1139,194949;32,3173;315,667639;2973,6809;2848,688973
25-11-2020;17;1279,950946;32,708;315,6901652;2967,73642;2763,764497
25-11-2020;18;1325,27801;33,2249;313,2857209;2981,79838;2541,555557
25-11-2020;19;1507,791769;33,818;295,6590493;3084,56788;1952,157447
25-11-2020;20;1688,891794;35,1195;295,0170677;3368,66234;633,9207794
25-11-2020;21;1608,431107;36,383;296,0421956;3611,8235;12,67306441
25-11-2020;22;1661,651293;35,6291;308,5468171;3583,07736;0
25-11-2020;23;1530,96109;36,917;308,0975914;3466,84534;0
25-11-2020;24;1234,38301;37,0727;304,7336442;3398,50326;0
26-11-2020;1;1127,319044;37,0906;310,8128607;3360,12826;0
26-11-2020;2;970,0525486;37,1029;303,2213326;3361,97146;0
26-11-2020;3;884,0335693;37,348;298,7694566;3313,64036;0
26-11-2020;4;679,9908197;37,9517;297,2198315;3465,28428;0
26-11-2020;5;667,1278613;37,6149;296,4428338;3370,7835;0
26-11-2020;6;836,6240487;38,3105;294,1584013;3232,20112;0
26-11-2020;7;1011,929977;38,0755;290,9320143;3281,88058;10,12140716
26-11-2020;8;892,1002377;36,9945;299,1237573;3274,6167;504,8780402
26-11-2020;9;646,7842137;36,1806;292,9183238;3129,20754;1674,550617
26-11-2020;10;467,9903946;35,4252;289,3125812;3112,13936;2397,767424
26-11-2020;11;468,0796623;34,5666;281,8351291;2966,49018;2755,032509
26-11-2020;12;569,1113813;32,7901;286,0989429;2993,1235;2922,297411
26-11-2020;13;801,363591;32,5065;283,3395949;2998,40996;2955,910222
26-11-2020;14;857,7411729;31,9659;282,5258355;3112,3747;2904,821354
26-11-2020;15;824,2276702;31,8231;278,711446;3199,68534;2869,606763
26-11-2020;16;766,8094632;32,2534;281,9434549;3113,97226;2829,773462
26-11-2020;17;712,7895828;32,3917;287,07143;3120,1302;2692,027132
26-11-2020;18;696,7119869;32,9682;298,0972719;3278,86026;2431,810043
26-11-2020;19;701,1044386;33,8778;299,7261864;3468,8582;1781,810583
26-11-2020;20;630,3928777;34,5941;306,5144045;3885,82976;585,5261168
26-11-2020;21;613,0359234;36,2058;316,0510134;4021,6876;14,15767192
26-11-2020;22;541,4952202;36,8862;316,8950894;4250,6094;0
26-11-2020;23;515,4628456;36,6269;317,2090401;4047,21264;0
26-11-2020;24;516,6266142;36,2324;319,388015;3618,3245;0
27-11-2020;1;543,0657762;36,8249;308,2618714;3521,7507;0
27-11-2020;2;599,4007049;36,7281;299,1074861;3362,30476;0
27-11-2020;3;601,3970249;37,2787;289,7754433;3410,4743;0
27-11-2020;4;591,9468197;37,2709;287,0707051;3481,88062;0
27-11-2020;5;662,2438607;38,1583;284,2941015;3365,71476;0
27-11-2020;6;804,9916156;38,7058;280,3221791;3320,32364;0
27-11-2020;7;758,0340892;30,4468;284,2408793;3508,59612;11,16104778
27-11-2020;8;591,0036309;16,9521;284,1680156;3514,46876;568,6648748
27-11-2020;9;490,8895056;33,206;287,1997466;3129,02158;1814,932175
27-11-2020;10;405,7393777;34,6487;292,4530992;3131,61876;2534,183336
27-11-2020;11;274,4188291;33,3804;292,585066;3287,66126;2775,359731
27-11-2020;12;251,4830585;33,3262;295,1839366;3183,20714;2912,408322
27-11-2020;13;311,9430681;33,0015;292,293513;3080,21832;2955,205589
27-11-2020;14;358,2748736;32,7792;293,6292675;2985,90344;2957,91166
27-11-2020;15;417,7228618;32,4581;294,7731614;2974,29496;2927,073104
27-11-2020;16;491,118769;32,5926;294,7784913;2950,42082;2872,403578
27-11-2020;17;578,1763733;32,6904;294,1005246;2950,03716;2741,303626
27-11-2020;18;820,4779149;33,3229;301,3919434;2783,92528;2537,06111
27-11-2020;19;1099,675998;33,861;285,1264314;2831,75912;1948,724019
27-11-2020;20;1206,14012;35,5279;287,1135935;3497,61028;644,6604398
27-11-2020;21;1209,131039;36,2334;290,4755216;3709,06782;15,22051474
27-11-2020;22;1086,427052;35,8889;301,1641907;3788,888;0
27-11-2020;23;917,4735571;36,1622;301,0498967;3649,16058;0
27-11-2020;24;856,3873747;34,9874;299,0137174;3652,04816;0
28-11-2020;1;731,5471021;30,4624;311,0058436;3777,44444;0
28-11-2020;2;627,5270211;30,2857;307,5034928;3843,4807;0
28-11-2020;3;616,6528349;30,363;302,6171048;3644,00926;0
28-11-2020;4;559,5496649;29,9703;303,344454;3605,40044;0
28-11-2020;5;505,4797653;30,0289;302,3932956;3520,5101;0
28-11-2020;6;450,6442887;29,9125;299,8504294;3679,28912;0
28-11-2020;7;397,2750063;29,4549;301,3915249;3690,88518;7,760722389
28-11-2020;8;333,8792183;29,8169;302,110163;3359,30824;629,3216931
28-11-2020;9;231,4694885;29,6658;303,5482578;3245,90086;1979,064387
28-11-2020;10;189,781632;29,4348;305,4392336;3185,14818;2544,115249
28-11-2020;11;227,114506;29,011;308,5978007;3219,96176;2776,349559
28-11-2020;12;319,0018046;28,3177;321,7952052;3298,41;2885,099849
28-11-2020;13;529,5465619;28,0397;327,0518506;3136,33022;2953,290612
28-11-2020;14;785,7214073;27,9644;327,0483754;2972,29322;2947,19364
28-11-2020;15;966,123571;27,628;336,273011;2793,86908;2889,246823
28-11-2020;16;1138,911764;28,1228;340,1424523;2629,94384;2843,987632
28-11-2020;17;1298,752532;28,0905;338,6247691;2514,70076;2743,765408
28-11-2020;18;1410,831005;28,8835;338,2465216;2670,35198;2509,873199
28-11-2020;19;1512,009031;28,9553;322,8847731;3024,18522;1988,049936
28-11-2020;20;1514,030468;30,8689;321,9645671;3604,68312;682,153024
28-11-2020;21;1448,151571;31,0865;325,8669253;3867,68526;16,91111272
28-11-2020;22;1382,9295;32,0693;334,4188558;3973,0378;0
28-11-2020;23;1345,464448;31,8609;335,2297584;3770,89858;0
28-11-2020;24;1344,083441;31,0985;334,955719;3673,94034;0
29-11-2020;1;1399,30254;35,171;348,6706554;3532,30736;0
29-11-2020;2;1255,798915;34,9954;341,2363538;3470,70404;0
29-11-2020;3;1228,229804;35,0872;337,8674013;3279,8926;0
29-11-2020;4;1123,24189;34,6666;336,6521393;3412,83764;0
29-11-2020;5;991,3076645;34,746;335,2482879;3542,51864;0
29-11-2020;6;869,9325288;34,6162;331,826154;3561,35806;0
29-11-2020;7;891,2886783;34,1388;329,8571019;3306,59328;25,23233095
29-11-2020;8;806,8827328;34,527;330,6507394;3054,17236;653,4916264
29-11-2020;9;721,9167536;34,3764;321,6752697;2551,30406;1823,221085
29-11-2020;10;694,7288691;34,1347;311,9503487;2773,9402;2256,592701
29-11-2020;11;726,6718189;33,6879;312,8866505;2858,14536;2486,627122
29-11-2020;12;828,1161823;32,9626;315,2297466;2785,47782;2727,550781
29-11-2020;13;1169,656883;32,7201;318,6047512;2459,6199;2899,644846
29-11-2020;14;1318,107374;32,6604;310,5045982;2530,50944;2793,389251
