Fecha;Hora;"Demanda
[MW]"
06-12-2020;17;8733
06-12-2020;18;8686
06-12-2020;19;8659
06-12-2020;20;8649
06-12-2020;21;8912
06-12-2020;22;9461
06-12-2020;23;9386
06-12-2020;24;8983
07-12-2020;1;8532
07-12-2020;2;8227
07-12-2020;3;7992
07-12-2020;4;7899
07-12-2020;5;7846
07-12-2020;6;7936
07-12-2020;7;8015
07-12-2020;8;8233
07-12-2020;9;8785
07-12-2020;10;9359
07-12-2020;11;9680
07-12-2020;12;9826
07-12-2020;13;9961
07-12-2020;14;10037
07-12-2020;15;10060
07-12-2020;16;10003
07-12-2020;17;9881
07-12-2020;18;9641
07-12-2020;19;9340
07-12-2020;20;9261
07-12-2020;21;9410
07-12-2020;22;9682
07-12-2020;23;9469
07-12-2020;24;9087
08-12-2020;1;8659
08-12-2020;2;8244
08-12-2020;3;7961
08-12-2020;4;7776
08-12-2020;5;7705
08-12-2020;6;7668
08-12-2020;7;7564
08-12-2020;8;7512
08-12-2020;9;7796
08-12-2020;10;8291
08-12-2020;11;8720
08-12-2020;12;8880
08-12-2020;13;9181
08-12-2020;14;9413
08-12-2020;15;9368
08-12-2020;16;9260
08-12-2020;17;9185
08-12-2020;18;9138
08-12-2020;19;9154
08-12-2020;20;9112
08-12-2020;21;9307
08-12-2020;22;9801
08-12-2020;23;9737
08-12-2020;24;9325
09-12-2020;1;8908
09-12-2020;2;8471
09-12-2020;3;8168
09-12-2020;4;8044
09-12-2020;5;8006
09-12-2020;6;8093
09-12-2020;7;8151
09-12-2020;8;8365
09-12-2020;9;8984
09-12-2020;10;9471
09-12-2020;11;9837
09-12-2020;12;10026
09-12-2020;13;10174
09-12-2020;14;10290
09-12-2020;15;10339
09-12-2020;16;10323
09-12-2020;17;10313
09-12-2020;18;10146
09-12-2020;19;9853
09-12-2020;20;9762
09-12-2020;21;9798
09-12-2020;22;10172
09-12-2020;23;9950
09-12-2020;24;9578
10-12-2020;1;9100
10-12-2020;2;8652
10-12-2020;3;8316
10-12-2020;4;8176
10-12-2020;5;8142
10-12-2020;6;8153
10-12-2020;7;8218
10-12-2020;8;8431
10-12-2020;9;9029
10-12-2020;10;9548
10-12-2020;11;9692
10-12-2020;12;9787
10-12-2020;13;9823
10-12-2020;14;9925
10-12-2020;15;9922
10-12-2020;16;9816
10-12-2020;17;9798
10-12-2020;18;9730
10-12-2020;19;9440
10-12-2020;20;9367
10-12-2020;21;9477
10-12-2020;22;9944
10-12-2020;23;9828
10-12-2020;24;9423
11-12-2020;1;8915
11-12-2020;2;8545
11-12-2020;3;8299
11-12-2020;4;8154
11-12-2020;5;8092
11-12-2020;6;8093
11-12-2020;7;8185
11-12-2020;8;8502
11-12-2020;9;9112
11-12-2020;10;9641
11-12-2020;11;9899
11-12-2020;12;10043
11-12-2020;13;10122
11-12-2020;14;10135
11-12-2020;15;10288
11-12-2020;16;10300
11-12-2020;17;10169
11-12-2020;18;9867
11-12-2020;19;9678
11-12-2020;20;9569
11-12-2020;21;9689
11-12-2020;22;10088
11-12-2020;23;9884
11-12-2020;24;9512
12-12-2020;1;9120
12-12-2020;2;8675
12-12-2020;3;8428
12-12-2020;4;8254
12-12-2020;5;8162
12-12-2020;6;8154
12-12-2020;7;8131
12-12-2020;8;8158
12-12-2020;9;8407
12-12-2020;10;8827
12-12-2020;11;9147
12-12-2020;12;9313
12-12-2020;13;9444
12-12-2020;14;9635
12-12-2020;15;9575
12-12-2020;16;9434
12-12-2020;17;9296
12-12-2020;18;9152
12-12-2020;19;9121
12-12-2020;20;9141
12-12-2020;21;9216
12-12-2020;22;9597
12-12-2020;23;9534
12-12-2020;24;9189
13-12-2020;1;8744
13-12-2020;2;8314
13-12-2020;3;8033
13-12-2020;4;7869
13-12-2020;5;7733
13-12-2020;6;7742
13-12-2020;7;7563
13-12-2020;8;7452
13-12-2020;9;7720
13-12-2020;10;8180
13-12-2020;11;8517
13-12-2020;12;8798
13-12-2020;13;8985
13-12-2020;14;9107
13-12-2020;15;9030
13-12-2020;16;8892
13-12-2020;17;8809
13-12-2020;18;8860
13-12-2020;19;8896
13-12-2020;20;9023
13-12-2020;21;9116
13-12-2020;22;9577
13-12-2020;23;9519
13-12-2020;24;9164
14-12-2020;1;8797
14-12-2020;2;8409
14-12-2020;3;8115
14-12-2020;4;8010
14-12-2020;5;8030
14-12-2020;6;8075
14-12-2020;7;8170
14-12-2020;8;8400
14-12-2020;9;9060
14-12-2020;10;9625
14-12-2020;11;9973
14-12-2020;12;10180
14-12-2020;13;10263
14-12-2020;14;10406
14-12-2020;15;10365
14-12-2020;16;10394
14-12-2020;17;10330
14-12-2020;18;10158
14-12-2020;19;9890
14-12-2020;20;9799
14-12-2020;21;9765
14-12-2020;22;10200
14-12-2020;23;10067
14-12-2020;24;9625
15-12-2020;1;9198
15-12-2020;2;8712
15-12-2020;3;8431
15-12-2020;4;8287
15-12-2020;5;8283
15-12-2020;6;8357
15-12-2020;7;8340
15-12-2020;8;8562
15-12-2020;9;9089
15-12-2020;10;9616
15-12-2020;11;9926
15-12-2020;12;10109
15-12-2020;13;10181
15-12-2020;14;10248
15-12-2020;15;10269
15-12-2020;16;10371
15-12-2020;17;10412
15-12-2020;18;10146
15-12-2020;19;9907
15-12-2020;20;9810
15-12-2020;21;9832
15-12-2020;22;10266
15-12-2020;23;10133
15-12-2020;24;9711
16-12-2020;1;9167
16-12-2020;2;8697
16-12-2020;3;8422
16-12-2020;4;8231
16-12-2020;5;8192
16-12-2020;6;8269
16-12-2020;7;8325
16-12-2020;8;8467
16-12-2020;9;9107
16-12-2020;10;9708
16-12-2020;11;9944
16-12-2020;12;10093
16-12-2020;13;10183
16-12-2020;14;10297
16-12-2020;15;10307
16-12-2020;16;10294
16-12-2020;17;10286
16-12-2020;18;10104
16-12-2020;19;9832
16-12-2020;20;9723
16-12-2020;21;9781
16-12-2020;22;10179
16-12-2020;23;10015
16-12-2020;24;9625
17-12-2020;1;9108
17-12-2020;2;8659
17-12-2020;3;8391
17-12-2020;4;8212
17-12-2020;5;8173
17-12-2020;6;8157
17-12-2020;7;8180
17-12-2020;8;8419
17-12-2020;9;9039
17-12-2020;10;9571
17-12-2020;11;9825
17-12-2020;12;10060
17-12-2020;13;10228
17-12-2020;14;10349
17-12-2020;15;10428
17-12-2020;16;10555
17-12-2020;17;10472
17-12-2020;18;10226
17-12-2020;19;9860
17-12-2020;20;9716
17-12-2020;21;9769
17-12-2020;22;10146
17-12-2020;23;10098
17-12-2020;24;9704
18-12-2020;1;9180
18-12-2020;2;8809
18-12-2020;3;8537
18-12-2020;4;8427
18-12-2020;5;8365
18-12-2020;6;8422
18-12-2020;7;8507
18-12-2020;8;8735
18-12-2020;9;9282
18-12-2020;10;9804
18-12-2020;11;9991
18-12-2020;12;9976
18-12-2020;13;9982
18-12-2020;14;10034
18-12-2020;15;10095
18-12-2020;16;10037
18-12-2020;17;9980
18-12-2020;18;9754
18-12-2020;19;9539
18-12-2020;20;9514
18-12-2020;21;9562
18-12-2020;22;9957
18-12-2020;23;9923
18-12-2020;24;9583
19-12-2020;1;9218
19-12-2020;2;8774
19-12-2020;3;8507
19-12-2020;4;8332
19-12-2020;5;8279
19-12-2020;6;8246
19-12-2020;7;8201
19-12-2020;8;8118
19-12-2020;9;8434
19-12-2020;10;8852
19-12-2020;11;9192
19-12-2020;12;9388
19-12-2020;13;9445
19-12-2020;14;9530
19-12-2020;15;9539
19-12-2020;16;9382
19-12-2020;17;9297
19-12-2020;18;9229
19-12-2020;19;9255
19-12-2020;20;9161
19-12-2020;21;9299
19-12-2020;22;9667
19-12-2020;23;9588
19-12-2020;24;9164
20-12-2020;1;8793
20-12-2020;2;8419
20-12-2020;3;8125
20-12-2020;4;8003
20-12-2020;5;7853
20-12-2020;6;7854
20-12-2020;7;7760
20-12-2020;8;7673
20-12-2020;9;7786
20-12-2020;10;8068
20-12-2020;11;8413
20-12-2020;12;8723
20-12-2020;13;8942
20-12-2020;14;9146
20-12-2020;15;9157
20-12-2020;16;9096
20-12-2020;17;9027
20-12-2020;18;8963
20-12-2020;19;8978
20-12-2020;20;9003
20-12-2020;21;9232
20-12-2020;22;9673
20-12-2020;23;9719
20-12-2020;24;9365
21-12-2020;1;8961
21-12-2020;2;8615
21-12-2020;3;8297
21-12-2020;4;8145
21-12-2020;5;8100
21-12-2020;6;8173
21-12-2020;7;8320
21-12-2020;8;8607
21-12-2020;9;9273
21-12-2020;10;9815
21-12-2020;11;10134
21-12-2020;12;10349
21-12-2020;13;10516
21-12-2020;14;10642
21-12-2020;15;10705
21-12-2020;16;10789
21-12-2020;17;10813
21-12-2020;18;10632
21-12-2020;19;10287
21-12-2020;20;10090
21-12-2020;21;10127
21-12-2020;22;10465
21-12-2020;23;10459
21-12-2020;24;10106
22-12-2020;1;9621
22-12-2020;2;9128
22-12-2020;3;8787
22-12-2020;4;8614
22-12-2020;5;8543
22-12-2020;6;8584
22-12-2020;7;8653
22-12-2020;8;8827
22-12-2020;9;9376
22-12-2020;10;9892
22-12-2020;11;10111
22-12-2020;12;10257
22-12-2020;13;10367
22-12-2020;14;10501
22-12-2020;15;10631
22-12-2020;16;10694
22-12-2020;17;10572
22-12-2020;18;10346
22-12-2020;19;10143
22-12-2020;20;9952
22-12-2020;21;9988
22-12-2020;22;10387
22-12-2020;23;10383
22-12-2020;24;9988
23-12-2020;1;9469
23-12-2020;2;8941
23-12-2020;3;8621
23-12-2020;4;8459
23-12-2020;5;8397
23-12-2020;6;8458
23-12-2020;7;8568
23-12-2020;8;8834
23-12-2020;9;9454
23-12-2020;10;9960
23-12-2020;11;10179
23-12-2020;12;10302
23-12-2020;13;10385
23-12-2020;14;10397
23-12-2020;15;10467
23-12-2020;16;10524
23-12-2020;17;10474
23-12-2020;18;10264
23-12-2020;19;10017
23-12-2020;20;9930
23-12-2020;21;9933
23-12-2020;22;10319
23-12-2020;23;10301
23-12-2020;24;10007
24-12-2020;1;9593
24-12-2020;2;9071
24-12-2020;3;8688
24-12-2020;4;8543
24-12-2020;5;8472
24-12-2020;6;8435
24-12-2020;7;8514
24-12-2020;8;8751
24-12-2020;9;9339
24-12-2020;10;9849
24-12-2020;11;10121
24-12-2020;12;10292
24-12-2020;13;10263
24-12-2020;14;10120
24-12-2020;15;10043
24-12-2020;16;9902
24-12-2020;17;9917
24-12-2020;18;9917
24-12-2020;19;9671
24-12-2020;20;9448
24-12-2020;21;9434
24-12-2020;22;9802
24-12-2020;23;9475
24-12-2020;24;9042
25-12-2020;1;8748
25-12-2020;2;8674
25-12-2020;3;8353
25-12-2020;4;8090
25-12-2020;5;7929
25-12-2020;6;7774
25-12-2020;7;7617
25-12-2020;8;7460
25-12-2020;9;7432
25-12-2020;10;7697
25-12-2020;11;8054
25-12-2020;12;8330
25-12-2020;13;8524
25-12-2020;14;8748
25-12-2020;15;8820
25-12-2020;16;8723
25-12-2020;17;8661
25-12-2020;18;8609
25-12-2020;19;8588
25-12-2020;20;8684
25-12-2020;21;8843
25-12-2020;22;9265
25-12-2020;23;9358
25-12-2020;24;9061
26-12-2020;1;8672
26-12-2020;2;8305
26-12-2020;3;8033
26-12-2020;4;7865
26-12-2020;5;7742
26-12-2020;6;7755
26-12-2020;7;7741
26-12-2020;8;7732
26-12-2020;9;8026
26-12-2020;10;8428
26-12-2020;11;8836
26-12-2020;12;9076
26-12-2020;13;9261
26-12-2020;14;9427
26-12-2020;15;9437
26-12-2020;16;9390
26-12-2020;17;9394
26-12-2020;18;9295
26-12-2020;19;9219
26-12-2020;20;9249
26-12-2020;21;9317
26-12-2020;22;9656
26-12-2020;23;9715
26-12-2020;24;9341
27-12-2020;1;8834
27-12-2020;2;8473
27-12-2020;3;8179
27-12-2020;4;7947
27-12-2020;5;7855
27-12-2020;6;7879
27-12-2020;7;7783
27-12-2020;8;7666
27-12-2020;9;7782
27-12-2020;10;8143
27-12-2020;11;8476
27-12-2020;12;8730
27-12-2020;13;8951
27-12-2020;14;9152
27-12-2020;15;9199
27-12-2020;16;9179
27-12-2020;17;9061
27-12-2020;18;9034
27-12-2020;19;9108
27-12-2020;20;9062
27-12-2020;21;9228
27-12-2020;22;9724
27-12-2020;23;9771
27-12-2020;24;9374
28-12-2020;1;8945
28-12-2020;2;8573
28-12-2020;3;8339
28-12-2020;4;8235
28-12-2020;5;8239
28-12-2020;6;8273
28-12-2020;7;8409
28-12-2020;8;8706
28-12-2020;9;9342
28-12-2020;10;9998
28-12-2020;11;10304
28-12-2020;12;10457
28-12-2020;13;10644
28-12-2020;14;10821
28-12-2020;15;10887
28-12-2020;16;10908
28-12-2020;17;10831
28-12-2020;18;10677
28-12-2020;19;10258
28-12-2020;20;10009
28-12-2020;21;10008
28-12-2020;22;10344
28-12-2020;23;10372
28-12-2020;24;9857
29-12-2020;1;9422
29-12-2020;2;8985
29-12-2020;3;8675
29-12-2020;4;8545
29-12-2020;5;8521
29-12-2020;6;8528
29-12-2020;7;8594
29-12-2020;8;8807
29-12-2020;9;9423
29-12-2020;10;10011
29-12-2020;11;10175
29-12-2020;12;10360
29-12-2020;13;10404
29-12-2020;14;10640
29-12-2020;15;10703
29-12-2020;16;10726
29-12-2020;17;10568
29-12-2020;18;10423
29-12-2020;19;10150
29-12-2020;20;9876
29-12-2020;21;9909
29-12-2020;22;10295
29-12-2020;23;10317
29-12-2020;24;9893
30-12-2020;1;9410
30-12-2020;2;8993
30-12-2020;3;8731
30-12-2020;4;8573
30-12-2020;5;8521
30-12-2020;6;8539
30-12-2020;7;8602
30-12-2020;8;8764
30-12-2020;9;9378
30-12-2020;10;9899
30-12-2020;11;10238
30-12-2020;12;10387
30-12-2020;13;10558
30-12-2020;14;10674
30-12-2020;15;10709
30-12-2020;16;10720
30-12-2020;17;10643
30-12-2020;18;10411
30-12-2020;19;10121
30-12-2020;20;9937
30-12-2020;21;9917
30-12-2020;22;10302
30-12-2020;23;10383
30-12-2020;24;10001
31-12-2020;1;9532
31-12-2020;2;9115
31-12-2020;3;8785
31-12-2020;4;8643
31-12-2020;5;8539
31-12-2020;6;8581
31-12-2020;7;8612
31-12-2020;8;8756
31-12-2020;9;9237
31-12-2020;10;9792
31-12-2020;11;10053
31-12-2020;12;10138
31-12-2020;13;10198
31-12-2020;14;10192
31-12-2020;15;9972
31-12-2020;16;9851
31-12-2020;17;9804
31-12-2020;18;9681
31-12-2020;19;9554
31-12-2020;20;9372
31-12-2020;21;9498
31-12-2020;22;9838
31-12-2020;23;9649
31-12-2020;24;9166
01-01-2021;1;8782
01-01-2021;2;8658
01-01-2021;3;8453
01-01-2021;4;8187
01-01-2021;5;7991
01-01-2021;6;7849
01-01-2021;7;7656
01-01-2021;8;7469
01-01-2021;9;7510
01-01-2021;10;7717
01-01-2021;11;7964
01-01-2021;12;8204
01-01-2021;13;8294
01-01-2021;14;8389
01-01-2021;15;8501
01-01-2021;16;8586
01-01-2021;17;8533
01-01-2021;18;8533
01-01-2021;19;8500
01-01-2021;20;8519
01-01-2021;21;8693
01-01-2021;22;9230
01-01-2021;23;9365
01-01-2021;24;9007
02-01-2021;1;8599
02-01-2021;2;8244
02-01-2021;3;7999
02-01-2021;4;7824
02-01-2021;5;7747
02-01-2021;6;7727
02-01-2021;7;7740
02-01-2021;8;7700
02-01-2021;9;7935
02-01-2021;10;8323
02-01-2021;11;8711
02-01-2021;12;8938
02-01-2021;13;9132
02-01-2021;14;9336
02-01-2021;15;9390
02-01-2021;16;9309
02-01-2021;17;9233
02-01-2021;18;9154
02-01-2021;19;9096
02-01-2021;20;9075
02-01-2021;21;9150
02-01-2021;22;9592
02-01-2021;23;9635
02-01-2021;24;9262
03-01-2021;1;8813
03-01-2021;2;8439
03-01-2021;3;8161
03-01-2021;4;7981
03-01-2021;5;7897
03-01-2021;6;7846
03-01-2021;7;7754
03-01-2021;8;7633
03-01-2021;9;7775
03-01-2021;10;8067
03-01-2021;11;8315
03-01-2021;12;8542
03-01-2021;13;8773
03-01-2021;14;8996
03-01-2021;15;9053
03-01-2021;16;9035
03-01-2021;17;8931
03-01-2021;18;8892
03-01-2021;19;8905
03-01-2021;20;8942
03-01-2021;21;9065
03-01-2021;22;9501
03-01-2021;23;9610
03-01-2021;24;9264
04-01-2021;1;8896
04-01-2021;2;8437
04-01-2021;3;8094
04-01-2021;4;7961
04-01-2021;5;7924
04-01-2021;6;8037
04-01-2021;7;8207
04-01-2021;8;8531
04-01-2021;9;9172
04-01-2021;10;9716
04-01-2021;11;10113
04-01-2021;12;10385
04-01-2021;13;10491
04-01-2021;14;10668
04-01-2021;15;10795
04-01-2021;16;10849
04-01-2021;17;10868
04-01-2021;18;10568
04-01-2021;19;10192
04-01-2021;20;9976
04-01-2021;21;9959
04-01-2021;22;10338
04-01-2021;23;10294
04-01-2021;24;9776
05-01-2021;1;9286
05-01-2021;2;8816
05-01-2021;3;8539
05-01-2021;4;8442
05-01-2021;5;8443
05-01-2021;6;8474
05-01-2021;7;8512
05-01-2021;8;8754
05-01-2021;9;9382
05-01-2021;10;9819
05-01-2021;11;10058
05-01-2021;12;10236
05-01-2021;13;10244
05-01-2021;14;10437
05-01-2021;15;10565
05-01-2021;16;10634
05-01-2021;17;10621
05-01-2021;18;10342
05-01-2021;19;9977
05-01-2021;20;9817
05-01-2021;21;9747
05-01-2021;22;10136
05-01-2021;23;10158
05-01-2021;24;9725
06-01-2021;1;9212
06-01-2021;2;8820
06-01-2021;3;8531
06-01-2021;4;8350
06-01-2021;5;8321
06-01-2021;6;8327
06-01-2021;7;8413
06-01-2021;8;8576
06-01-2021;9;9166
06-01-2021;10;9668
06-01-2021;11;9973
06-01-2021;12;10198
06-01-2021;13;10298
06-01-2021;14;10323
06-01-2021;15;10452
06-01-2021;16;10471
06-01-2021;17;10395
06-01-2021;18;10158
06-01-2021;19;9819
06-01-2021;20;9648
06-01-2021;21;9664
06-01-2021;22;10077
06-01-2021;23;9855
06-01-2021;24;9573
07-01-2021;1;9086
07-01-2021;2;8669
07-01-2021;3;8388
07-01-2021;4;8190
07-01-2021;5;8078
07-01-2021;6;8116
07-01-2021;7;8199
07-01-2021;8;8410
07-01-2021;9;9030
07-01-2021;10;9538
07-01-2021;11;9694
07-01-2021;12;9847
07-01-2021;13;9970
07-01-2021;14;10145
07-01-2021;15;10285
07-01-2021;16;10386
07-01-2021;17;10423
07-01-2021;18;10177
07-01-2021;19;9861
07-01-2021;20;9606
07-01-2021;21;9560
07-01-2021;22;9916
07-01-2021;23;9879
07-01-2021;24;9434
08-01-2021;1;9105
08-01-2021;2;8735
08-01-2021;3;8423
08-01-2021;4;8255
08-01-2021;5;8196
08-01-2021;6;8262
08-01-2021;7;8368
08-01-2021;8;8622
08-01-2021;9;9208
08-01-2021;10;9824
08-01-2021;11;9951
08-01-2021;12;10054
08-01-2021;13;10171
08-01-2021;14;10284
08-01-2021;15;10347
08-01-2021;16;10447
08-01-2021;17;10364
08-01-2021;18;10045
08-01-2021;19;9856
08-01-2021;20;9666
08-01-2021;21;9534
08-01-2021;22;9861
08-01-2021;23;9823
08-01-2021;24;9490
09-01-2021;1;9095
09-01-2021;2;8649
09-01-2021;3;8375
09-01-2021;4;8202
09-01-2021;5;8081
09-01-2021;6;7982
09-01-2021;7;7954
09-01-2021;8;7963
09-01-2021;9;8214
09-01-2021;10;8592
09-01-2021;11;8869
09-01-2021;12;9043
09-01-2021;13;9076
09-01-2021;14;9137
09-01-2021;15;9185
09-01-2021;16;9061
09-01-2021;17;8930
09-01-2021;18;8888
09-01-2021;19;8905
09-01-2021;20;8848
09-01-2021;21;8823
09-01-2021;22;9262
09-01-2021;23;9107
09-01-2021;24;8739
10-01-2021;1;8323
10-01-2021;2;7904
10-01-2021;3;7657
10-01-2021;4;7506
10-01-2021;5;7430
10-01-2021;6;7375
10-01-2021;7;7315
10-01-2021;8;7158
10-01-2021;9;7265
10-01-2021;10;7797
10-01-2021;11;8026
10-01-2021;12;8364
10-01-2021;13;8498
10-01-2021;14;8732
10-01-2021;15;8760
10-01-2021;16;8639
10-01-2021;17;8621
10-01-2021;18;8564
10-01-2021;19;8523
10-01-2021;20;8563
10-01-2021;21;8717
10-01-2021;22;9230
10-01-2021;23;9235
10-01-2021;24;8920
11-01-2021;1;8524
11-01-2021;2;8211
11-01-2021;3;7998
11-01-2021;4;7861
11-01-2021;5;7871
11-01-2021;6;7930
11-01-2021;7;8089
11-01-2021;8;8368
11-01-2021;9;9029
11-01-2021;10;9605
11-01-2021;11;9852
11-01-2021;12;9987
11-01-2021;13;10056
11-01-2021;14;10221
11-01-2021;15;10257
11-01-2021;16;10297
11-01-2021;17;10236
11-01-2021;18;10081
11-01-2021;19;9883
11-01-2021;20;9672
11-01-2021;21;9707
11-01-2021;22;10127
11-01-2021;23;10110
11-01-2021;24;9718
12-01-2021;1;9188
12-01-2021;2;8790
12-01-2021;3;8480
12-01-2021;4;8335
12-01-2021;5;8287
12-01-2021;6;8340
12-01-2021;7;8420
12-01-2021;8;8510
12-01-2021;9;9191
12-01-2021;10;9735
12-01-2021;11;9964
12-01-2021;12;10257
12-01-2021;13;10305
12-01-2021;14;10418
12-01-2021;15;10402
12-01-2021;16;10381
12-01-2021;17;10378
12-01-2021;18;10139
12-01-2021;19;9863
12-01-2021;20;9669
12-01-2021;21;9705
12-01-2021;22;10065
12-01-2021;23;10035
12-01-2021;24;9624
13-01-2021;1;9151
13-01-2021;2;8671
13-01-2021;3;8454
13-01-2021;4;8316
13-01-2021;5;8242
13-01-2021;6;8256
13-01-2021;7;8356
13-01-2021;8;8519
13-01-2021;9;9003
13-01-2021;10;9438
13-01-2021;11;9633
13-01-2021;12;9773
13-01-2021;13;9866
13-01-2021;14;10009
13-01-2021;15;10072
13-01-2021;16;10063
13-01-2021;17;9913
13-01-2021;18;9815
13-01-2021;19;9561
13-01-2021;20;9416
13-01-2021;21;9346
13-01-2021;22;9591
13-01-2021;23;9609
13-01-2021;24;9152
14-01-2021;1;8643
14-01-2021;2;8245
14-01-2021;3;7950
14-01-2021;4;7830
14-01-2021;5;7720
14-01-2021;6;7751
14-01-2021;7;7910
14-01-2021;8;8110
14-01-2021;9;8729
14-01-2021;10;9193
14-01-2021;11;9525
14-01-2021;12;9780
14-01-2021;13;9928
14-01-2021;14;9991
14-01-2021;15;10047
14-01-2021;16;10063
14-01-2021;17;10023
14-01-2021;18;9853
14-01-2021;19;9618
14-01-2021;20;9510
14-01-2021;21;9453
14-01-2021;22;9792
14-01-2021;23;9713
14-01-2021;24;9324
15-01-2021;1;8852
15-01-2021;2;8440
15-01-2021;3;8200
15-01-2021;4;8032
15-01-2021;5;7983
15-01-2021;6;8009
15-01-2021;7;8152
15-01-2021;8;8315
15-01-2021;9;8833
15-01-2021;10;9361
15-01-2021;11;9709
15-01-2021;12;9966
15-01-2021;13;10072
15-01-2021;14;10161
15-01-2021;15;10194
15-01-2021;16;10064
15-01-2021;17;9951
15-01-2021;18;9767
15-01-2021;19;9474
15-01-2021;20;9279
15-01-2021;21;9338
15-01-2021;22;9748
15-01-2021;23;9745
15-01-2021;24;9152
16-01-2021;1;8970
16-01-2021;2;8577
16-01-2021;3;8281
16-01-2021;4;8123
16-01-2021;5;8041
16-01-2021;6;7969
16-01-2021;7;7979
16-01-2021;8;7906
16-01-2021;9;8230
16-01-2021;10;8661
16-01-2021;11;8971
16-01-2021;12;9170
16-01-2021;13;9330
16-01-2021;14;9356
16-01-2021;15;9345
16-01-2021;16;9203
16-01-2021;17;9050
16-01-2021;18;9017
16-01-2021;19;8931
16-01-2021;20;8931
16-01-2021;21;8907
16-01-2021;22;9289
16-01-2021;23;9244
16-01-2021;24;8826
17-01-2021;1;8436
17-01-2021;2;8046
17-01-2021;3;7792
17-01-2021;4;7655
17-01-2021;5;7557
17-01-2021;6;7527
17-01-2021;7;7481
17-01-2021;8;7329
17-01-2021;9;7469
17-01-2021;10;7865
17-01-2021;11;8265
17-01-2021;12;8539
17-01-2021;13;8742
17-01-2021;14;8935
17-01-2021;15;8976
17-01-2021;16;8898
17-01-2021;17;8819
17-01-2021;18;8857
17-01-2021;19;8822
17-01-2021;20;8836
17-01-2021;21;8950
17-01-2021;22;9472
17-01-2021;23;9415
17-01-2021;24;9003
18-01-2021;1;8643
18-01-2021;2;8289
18-01-2021;3;8030
18-01-2021;4;7891
18-01-2021;5;7872
18-01-2021;6;7945
18-01-2021;7;8109
18-01-2021;8;8369
18-01-2021;9;9011
18-01-2021;10;9611
18-01-2021;11;10013
18-01-2021;12;10211
18-01-2021;13;10335
18-01-2021;14;10429
18-01-2021;15;10553
18-01-2021;16;10609
18-01-2021;17;10597
18-01-2021;18;10364
18-01-2021;19;10117
18-01-2021;20;9909
18-01-2021;21;9798
18-01-2021;22;10122
18-01-2021;23;10153
18-01-2021;24;9703
19-01-2021;1;9231
19-01-2021;2;8853
19-01-2021;3;8540
19-01-2021;4;8386
19-01-2021;5;8309
19-01-2021;6;8307
19-01-2021;7;8495
19-01-2021;8;8638
19-01-2021;9;9200
19-01-2021;10;9769
19-01-2021;11;10041
19-01-2021;12;10234
19-01-2021;13;10418
19-01-2021;14;10563
19-01-2021;15;10658
19-01-2021;16;10702
19-01-2021;17;10662
19-01-2021;18;10429
19-01-2021;19;10142
19-01-2021;20;9880
19-01-2021;21;9851
19-01-2021;22;10193
19-01-2021;23;10176
19-01-2021;24;9717
20-01-2021;1;9290
20-01-2021;2;8849
20-01-2021;3;8574
20-01-2021;4;8393
20-01-2021;5;8397
20-01-2021;6;8457
20-01-2021;7;8582
20-01-2021;8;8764
20-01-2021;9;9349
20-01-2021;10;9834
20-01-2021;11;10033
20-01-2021;12;10272
20-01-2021;13;10379
20-01-2021;14;10515
20-01-2021;15;10555
20-01-2021;16;10590
20-01-2021;17;10567
20-01-2021;18;10296
20-01-2021;19;10015
20-01-2021;20;9806
20-01-2021;21;9700
20-01-2021;22;10054
20-01-2021;23;9983
20-01-2021;24;9566
21-01-2021;1;8987
21-01-2021;2;8594
21-01-2021;3;8305
21-01-2021;4;8210
21-01-2021;5;8158
21-01-2021;6;8187
21-01-2021;7;8275
21-01-2021;8;8475
21-01-2021;9;9114
21-01-2021;10;9602
21-01-2021;11;9869
21-01-2021;12;9991
21-01-2021;13;10171
21-01-2021;14;10309
21-01-2021;15;10435
21-01-2021;16;10419
21-01-2021;17;10373
21-01-2021;18;10126
21-01-2021;19;9783
21-01-2021;20;9638
21-01-2021;21;9637
21-01-2021;22;9992
21-01-2021;23;9974
21-01-2021;24;9522
22-01-2021;1;9018
22-01-2021;2;8625
22-01-2021;3;8332
22-01-2021;4;8187
22-01-2021;5;8156
22-01-2021;6;8193
22-01-2021;7;8338
22-01-2021;8;8550
22-01-2021;9;9170
22-01-2021;10;9710
22-01-2021;11;9945
22-01-2021;12;10139
22-01-2021;13;10277
22-01-2021;14;10516
22-01-2021;15;10617
22-01-2021;16;10634
22-01-2021;17;10447
22-01-2021;18;10244
22-01-2021;19;10002
22-01-2021;20;9748
22-01-2021;21;9670
22-01-2021;22;10015
22-01-2021;23;9917
22-01-2021;24;9608
23-01-2021;1;9204
23-01-2021;2;8825
23-01-2021;3;8506
23-01-2021;4;8451
23-01-2021;5;8307
23-01-2021;6;8266
23-01-2021;7;8286
23-01-2021;8;8258
23-01-2021;9;8558
23-01-2021;10;8996
23-01-2021;11;9239
23-01-2021;12;9431
23-01-2021;13;9606
23-01-2021;14;9554
23-01-2021;15;9520
23-01-2021;16;9415
23-01-2021;17;9279
23-01-2021;18;9254
23-01-2021;19;9202
23-01-2021;20;9166
23-01-2021;21;9207
23-01-2021;22;9523
23-01-2021;23;9427
23-01-2021;24;9076
24-01-2021;1;8649
24-01-2021;2;8315
24-01-2021;3;7966
24-01-2021;4;7815
