Fecha;Hora;"Demanda
[MW]"
19-10-2020;5;7385
19-10-2020;6;7502
19-10-2020;7;7753
19-10-2020;8;8026
19-10-2020;9;8585
19-10-2020;10;9124
19-10-2020;11;9408
19-10-2020;12;9506
19-10-2020;13;9560
19-10-2020;14;9665
19-10-2020;15;9638
19-10-2020;16;9621
19-10-2020;17;9451
19-10-2020;18;9176
19-10-2020;19;8984
19-10-2020;20;9095
19-10-2020;21;9598
19-10-2020;22;9627
19-10-2020;23;9355
19-10-2020;24;8936
20-10-2020;1;8457
20-10-2020;2;8115
20-10-2020;3;7816
20-10-2020;4;7673
20-10-2020;5;7617
20-10-2020;6;7697
20-10-2020;7;7939
20-10-2020;8;8113
20-10-2020;9;8620
20-10-2020;10;9047
20-10-2020;11;9321
20-10-2020;12;9462
20-10-2020;13;9479
20-10-2020;14;9564
20-10-2020;15;9610
20-10-2020;16;9549
20-10-2020;17;9436
20-10-2020;18;9282
20-10-2020;19;9113
20-10-2020;20;9140
20-10-2020;21;9739
20-10-2020;22;9797
20-10-2020;23;9491
20-10-2020;24;9050
21-10-2020;1;8639
21-10-2020;2;8242
21-10-2020;3;7984
21-10-2020;4;7841
21-10-2020;5;7797
21-10-2020;6;7818
21-10-2020;7;8066
21-10-2020;8;8225
21-10-2020;9;8761
21-10-2020;10;9231
21-10-2020;11;9377
21-10-2020;12;9443
21-10-2020;13;9413
21-10-2020;14;9395
21-10-2020;15;9467
21-10-2020;16;9454
21-10-2020;17;9383
21-10-2020;18;9113
21-10-2020;19;8947
21-10-2020;20;9036
21-10-2020;21;9513
21-10-2020;22;9580
21-10-2020;23;9277
21-10-2020;24;8827
22-10-2020;1;8298
22-10-2020;2;8094
22-10-2020;3;7796
22-10-2020;4;7683
22-10-2020;5;7655
22-10-2020;6;7695
22-10-2020;7;7881
22-10-2020;8;8069
22-10-2020;9;8651
22-10-2020;10;9129
22-10-2020;11;9306
22-10-2020;12;9335
22-10-2020;13;9307
22-10-2020;14;9467
22-10-2020;15;9508
22-10-2020;16;9474
22-10-2020;17;9429
22-10-2020;18;9262
22-10-2020;19;9098
22-10-2020;20;9114
22-10-2020;21;9541
22-10-2020;22;9635
22-10-2020;23;9338
22-10-2020;24;8904
23-10-2020;1;8486
23-10-2020;2;8083
23-10-2020;3;7843
23-10-2020;4;7765
23-10-2020;5;7717
23-10-2020;6;7792
23-10-2020;7;8033
23-10-2020;8;8312
23-10-2020;9;8806
23-10-2020;10;9200
23-10-2020;11;9413
23-10-2020;12;9585
23-10-2020;13;9626
23-10-2020;14;9628
23-10-2020;15;9682
23-10-2020;16;9591
23-10-2020;17;9483
23-10-2020;18;9204
23-10-2020;19;9033
23-10-2020;20;9075
23-10-2020;21;9558
23-10-2020;22;9662
23-10-2020;23;9321
23-10-2020;24;8908
24-10-2020;1;8373
24-10-2020;2;8128
24-10-2020;3;7859
24-10-2020;4;7777
24-10-2020;5;7775
24-10-2020;6;7768
24-10-2020;7;7809
24-10-2020;8;7759
24-10-2020;9;8016
24-10-2020;10;8456
24-10-2020;11;8743
24-10-2020;12;8849
24-10-2020;13;8844
24-10-2020;14;8906
24-10-2020;15;8907
24-10-2020;16;8772
24-10-2020;17;8635
24-10-2020;18;8439
24-10-2020;19;8374
24-10-2020;20;8590
24-10-2020;21;9169
24-10-2020;22;9309
24-10-2020;23;8988
24-10-2020;24;8655
25-10-2020;1;8299
25-10-2020;2;7875
25-10-2020;3;7640
25-10-2020;4;7468
25-10-2020;5;7329
25-10-2020;6;7302
25-10-2020;7;7418
25-10-2020;8;7223
25-10-2020;9;7319
25-10-2020;10;7653
25-10-2020;11;7901
25-10-2020;12;8015
25-10-2020;13;8053
25-10-2020;14;8131
25-10-2020;15;8097
25-10-2020;16;8014
25-10-2020;17;7921
25-10-2020;18;7889
25-10-2020;19;8011
25-10-2020;20;8262
25-10-2020;21;8922
25-10-2020;22;9189
25-10-2020;23;8928
25-10-2020;24;8598
26-10-2020;1;8250
26-10-2020;2;7921
26-10-2020;3;7744
26-10-2020;4;7661
26-10-2020;5;7610
26-10-2020;6;7685
26-10-2020;7;7885
26-10-2020;8;8131
26-10-2020;9;8741
26-10-2020;10;9269
26-10-2020;11;9498
26-10-2020;12;9648
26-10-2020;13;9637
26-10-2020;14;9756
26-10-2020;15;9861
26-10-2020;16;9805
26-10-2020;17;9810
26-10-2020;18;9573
26-10-2020;19;9349
26-10-2020;20;9442
26-10-2020;21;9866
26-10-2020;22;9940
26-10-2020;23;9627
26-10-2020;24;9251
27-10-2020;1;8746
27-10-2020;2;8337
27-10-2020;3;8048
27-10-2020;4;7985
27-10-2020;5;7921
27-10-2020;6;7972
27-10-2020;7;8187
27-10-2020;8;8321
27-10-2020;9;8890
27-10-2020;10;9370
27-10-2020;11;9701
27-10-2020;12;9811
27-10-2020;13;9844
27-10-2020;14;9795
27-10-2020;15;9776
27-10-2020;16;9710
27-10-2020;17;9621
27-10-2020;18;9427
27-10-2020;19;9354
27-10-2020;20;9393
27-10-2020;21;9816
27-10-2020;22;9906
27-10-2020;23;9615
27-10-2020;24;9164
28-10-2020;1;8679
28-10-2020;2;8313
28-10-2020;3;8012
28-10-2020;4;7891
28-10-2020;5;7868
28-10-2020;6;7938
28-10-2020;7;8121
28-10-2020;8;8258
28-10-2020;9;8770
28-10-2020;10;9294
28-10-2020;11;9475
28-10-2020;12;9598
28-10-2020;13;9668
28-10-2020;14;9718
28-10-2020;15;9693
28-10-2020;16;9529
28-10-2020;17;9476
28-10-2020;18;9316
28-10-2020;19;9119
28-10-2020;20;9212
28-10-2020;21;9596
28-10-2020;22;9758
28-10-2020;23;9493
28-10-2020;24;9030
29-10-2020;1;8633
29-10-2020;2;8261
29-10-2020;3;8010
29-10-2020;4;7892
29-10-2020;5;7897
29-10-2020;6;7942
29-10-2020;7;8131
29-10-2020;8;8353
29-10-2020;9;8879
29-10-2020;10;9367
29-10-2020;11;9581
29-10-2020;12;9640
29-10-2020;13;9652
29-10-2020;14;9745
29-10-2020;15;9753
29-10-2020;16;9704
29-10-2020;17;9643
29-10-2020;18;9295
29-10-2020;19;9083
29-10-2020;20;9152
29-10-2020;21;9584
29-10-2020;22;9875
29-10-2020;23;9599
29-10-2020;24;9219
30-10-2020;1;8781
30-10-2020;2;8398
30-10-2020;3;8114
30-10-2020;4;8010
30-10-2020;5;7918
30-10-2020;6;7978
30-10-2020;7;8112
30-10-2020;8;8286
30-10-2020;9;8804
30-10-2020;10;9341
30-10-2020;11;9607
30-10-2020;12;9664
30-10-2020;13;9746
30-10-2020;14;9785
30-10-2020;15;9832
30-10-2020;16;9817
30-10-2020;17;9682
30-10-2020;18;9431
30-10-2020;19;9190
30-10-2020;20;9133
30-10-2020;21;9472
30-10-2020;22;9672
30-10-2020;23;9386
30-10-2020;24;9020
31-10-2020;1;8541
31-10-2020;2;8164
31-10-2020;3;7937
31-10-2020;4;7753
31-10-2020;5;7668
31-10-2020;6;7612
31-10-2020;7;7581
31-10-2020;8;7534
31-10-2020;9;7691
31-10-2020;10;8073
31-10-2020;11;8346
31-10-2020;12;8540
31-10-2020;13;8696
31-10-2020;14;8802
31-10-2020;15;8792
31-10-2020;16;8627
31-10-2020;17;8488
31-10-2020;18;8404
31-10-2020;19;8461
31-10-2020;20;8556
31-10-2020;21;8998
31-10-2020;22;9142
31-10-2020;23;8944
31-10-2020;24;8632
01-11-2020;1;8318
01-11-2020;2;7912
01-11-2020;3;7671
01-11-2020;4;7559
01-11-2020;5;7526
01-11-2020;6;7479
01-11-2020;7;7446
01-11-2020;8;7274
01-11-2020;9;7365
01-11-2020;10;7629
01-11-2020;11;7914
01-11-2020;12;8117
01-11-2020;13;8232
01-11-2020;14;8374
01-11-2020;15;8370
01-11-2020;16;8292
01-11-2020;17;8219
01-11-2020;18;8134
01-11-2020;19;8134
01-11-2020;20;8351
01-11-2020;21;8863
01-11-2020;22;9172
01-11-2020;23;8899
01-11-2020;24;8585
02-11-2020;1;8249
02-11-2020;2;7887
02-11-2020;3;7692
02-11-2020;4;7541
02-11-2020;5;7509
02-11-2020;6;7571
02-11-2020;7;7749
02-11-2020;8;7988
02-11-2020;9;8553
02-11-2020;10;9118
02-11-2020;11;9419
02-11-2020;12;9534
02-11-2020;13;9661
02-11-2020;14;9702
02-11-2020;15;9736
02-11-2020;16;9709
02-11-2020;17;9693
02-11-2020;18;9475
02-11-2020;19;9218
02-11-2020;20;9280
02-11-2020;21;9569
02-11-2020;22;9709
02-11-2020;23;9430
02-11-2020;24;9067
03-11-2020;1;8637
03-11-2020;2;8203
03-11-2020;3;7950
03-11-2020;4;7838
03-11-2020;5;7788
03-11-2020;6;7846
03-11-2020;7;8029
03-11-2020;8;8196
03-11-2020;9;8770
03-11-2020;10;9280
03-11-2020;11;9462
03-11-2020;12;9542
03-11-2020;13;9565
03-11-2020;14;9593
03-11-2020;15;9625
03-11-2020;16;9633
03-11-2020;17;9616
03-11-2020;18;9448
03-11-2020;19;9232
03-11-2020;20;9212
03-11-2020;21;9603
03-11-2020;22;9776
03-11-2020;23;9480
03-11-2020;24;9160
04-11-2020;1;8781
04-11-2020;2;8374
04-11-2020;3;8100
04-11-2020;4;7971
04-11-2020;5;7918
04-11-2020;6;7992
04-11-2020;7;8158
04-11-2020;8;8206
04-11-2020;9;8769
04-11-2020;10;9352
04-11-2020;11;9533
04-11-2020;12;9583
04-11-2020;13;9614
04-11-2020;14;9634
04-11-2020;15;9662
04-11-2020;16;9558
04-11-2020;17;9433
04-11-2020;18;9235
04-11-2020;19;9007
04-11-2020;20;9101
04-11-2020;21;9437
04-11-2020;22;9624
04-11-2020;23;9337
04-11-2020;24;8931
05-11-2020;1;8479
05-11-2020;2;8116
05-11-2020;3;7898
05-11-2020;4;7774
05-11-2020;5;7708
05-11-2020;6;7780
05-11-2020;7;8002
05-11-2020;8;8140
05-11-2020;9;8665
05-11-2020;10;9125
05-11-2020;11;9400
05-11-2020;12;9571
05-11-2020;13;9623
05-11-2020;14;9664
05-11-2020;15;9759
05-11-2020;16;9712
05-11-2020;17;9668
05-11-2020;18;9482
05-11-2020;19;9124
05-11-2020;20;9321
05-11-2020;21;9620
05-11-2020;22;9840
05-11-2020;23;9530
05-11-2020;24;9097
06-11-2020;1;8828
06-11-2020;2;8422
06-11-2020;3;8123
06-11-2020;4;7998
06-11-2020;5;7881
06-11-2020;6;7901
06-11-2020;7;8014
06-11-2020;8;8166
06-11-2020;9;8757
06-11-2020;10;9235
06-11-2020;11;9518
06-11-2020;12;9627
06-11-2020;13;9762
06-11-2020;14;9775
06-11-2020;15;9806
06-11-2020;16;9748
06-11-2020;17;9656
06-11-2020;18;9413
06-11-2020;19;9160
06-11-2020;20;9214
06-11-2020;21;9558
06-11-2020;22;9803
06-11-2020;23;9515
06-11-2020;24;9120
07-11-2020;1;8840
07-11-2020;2;8410
07-11-2020;3;8105
07-11-2020;4;7885
07-11-2020;5;7843
07-11-2020;6;7820
07-11-2020;7;7812
07-11-2020;8;7738
07-11-2020;9;8022
07-11-2020;10;8471
07-11-2020;11;8731
07-11-2020;12;8878
07-11-2020;13;9011
07-11-2020;14;9083
07-11-2020;15;9026
07-11-2020;16;8893
07-11-2020;17;8769
07-11-2020;18;8625
07-11-2020;19;8614
07-11-2020;20;8631
07-11-2020;21;8936
07-11-2020;22;9233
07-11-2020;23;9031
07-11-2020;24;8644
08-11-2020;1;8257
08-11-2020;2;7896
08-11-2020;3;7599
08-11-2020;4;7463
08-11-2020;5;7355
08-11-2020;6;7297
08-11-2020;7;7259
08-11-2020;8;7102
08-11-2020;9;7250
08-11-2020;10;7635
08-11-2020;11;8015
08-11-2020;12;8222
08-11-2020;13;8342
08-11-2020;14;8441
08-11-2020;15;8424
08-11-2020;16;8297
08-11-2020;17;8271
08-11-2020;18;8246
08-11-2020;19;8255
08-11-2020;20;8357
08-11-2020;21;8740
08-11-2020;22;9227
08-11-2020;23;9015
08-11-2020;24;8628
09-11-2020;1;8310
09-11-2020;2;7972
09-11-2020;3;7763
09-11-2020;4;7639
09-11-2020;5;7644
09-11-2020;6;7753
09-11-2020;7;8007
09-11-2020;8;8197
09-11-2020;9;8716
09-11-2020;10;9217
09-11-2020;11;9471
09-11-2020;12;9586
09-11-2020;13;9635
09-11-2020;14;9663
09-11-2020;15;9769
09-11-2020;16;9867
09-11-2020;17;9835
09-11-2020;18;9641
09-11-2020;19;9383
09-11-2020;20;9422
09-11-2020;21;9649
09-11-2020;22;9880
09-11-2020;23;9590
09-11-2020;24;9152
10-11-2020;1;8742
10-11-2020;2;8402
10-11-2020;3;8152
10-11-2020;4;8005
10-11-2020;5;7956
10-11-2020;6;7962
10-11-2020;7;8083
10-11-2020;8;8246
10-11-2020;9;8878
10-11-2020;10;9395
10-11-2020;11;9586
10-11-2020;12;9703
10-11-2020;13;9799
10-11-2020;14;9905
10-11-2020;15;9961
10-11-2020;16;9950
10-11-2020;17;9909
10-11-2020;18;9689
10-11-2020;19;9466
10-11-2020;20;9400
10-11-2020;21;9680
10-11-2020;22;9910
10-11-2020;23;9659
10-11-2020;24;9222
11-11-2020;1;8790
11-11-2020;2;8475
11-11-2020;3;8163
11-11-2020;4;8028
11-11-2020;5;7998
11-11-2020;6;8004
11-11-2020;7;8140
11-11-2020;8;8382
11-11-2020;9;8929
11-11-2020;10;9384
11-11-2020;11;9602
11-11-2020;12;9660
11-11-2020;13;9716
11-11-2020;14;9764
11-11-2020;15;9785
11-11-2020;16;9723
11-11-2020;17;9683
11-11-2020;18;9522
11-11-2020;19;9245
11-11-2020;20;9265
11-11-2020;21;9453
11-11-2020;22;9664
11-11-2020;23;9376
11-11-2020;24;8997
12-11-2020;1;8627
12-11-2020;2;8273
12-11-2020;3;8029
12-11-2020;4;7890
12-11-2020;5;7812
12-11-2020;6;7824
12-11-2020;7;7957
12-11-2020;8;8193
12-11-2020;9;8746
12-11-2020;10;9202
12-11-2020;11;9407
12-11-2020;12;9521
12-11-2020;13;9533
12-11-2020;14;9674
12-11-2020;15;9776
12-11-2020;16;9756
12-11-2020;17;9734
12-11-2020;18;9542
12-11-2020;19;9267
12-11-2020;20;9279
12-11-2020;21;9567
12-11-2020;22;9709
12-11-2020;23;9467
12-11-2020;24;9100
13-11-2020;1;8632
13-11-2020;2;8285
13-11-2020;3;7996
13-11-2020;4;7838
13-11-2020;5;7853
13-11-2020;6;7896
13-11-2020;7;8068
13-11-2020;8;8219
13-11-2020;9;8757
13-11-2020;10;9240
13-11-2020;11;9493
13-11-2020;12;9580
13-11-2020;13;9593
13-11-2020;14;9646
13-11-2020;15;9525
13-11-2020;16;9435
13-11-2020;17;9252
13-11-2020;18;9110
13-11-2020;19;8909
13-11-2020;20;8945
13-11-2020;21;9188
13-11-2020;22;9349
13-11-2020;23;9204
13-11-2020;24;8820
14-11-2020;1;8455
14-11-2020;2;8015
14-11-2020;3;7782
14-11-2020;4;7667
14-11-2020;5;7562
14-11-2020;6;7546
14-11-2020;7;7604
14-11-2020;8;7603
14-11-2020;9;7857
14-11-2020;10;8270
14-11-2020;11;8556
14-11-2020;12;8711
14-11-2020;13;8798
14-11-2020;14;8834
14-11-2020;15;8748
14-11-2020;16;8609
14-11-2020;17;8461
14-11-2020;18;8316
14-11-2020;19;8244
14-11-2020;20;8398
14-11-2020;21;8674
14-11-2020;22;9002
14-11-2020;23;8796
14-11-2020;24;8412
15-11-2020;1;8037
15-11-2020;2;7649
15-11-2020;3;7400
15-11-2020;4;7284
15-11-2020;5;7207
15-11-2020;6;7163
15-11-2020;7;7040
15-11-2020;8;6944
15-11-2020;9;7125
15-11-2020;10;7496
15-11-2020;11;7791
15-11-2020;12;7958
15-11-2020;13;8073
15-11-2020;14;8257
15-11-2020;15;8252
15-11-2020;16;8095
15-11-2020;17;8006
15-11-2020;18;7953
15-11-2020;19;7977
15-11-2020;20;7996
15-11-2020;21;8642
15-11-2020;22;9082
15-11-2020;23;8904
15-11-2020;24;8342
16-11-2020;1;7948
16-11-2020;2;7645
16-11-2020;3;7538
16-11-2020;4;7442
16-11-2020;5;7499
16-11-2020;6;7582
16-11-2020;7;7764
16-11-2020;8;8029
16-11-2020;9;8605
16-11-2020;10;9126
16-11-2020;11;9381
16-11-2020;12;9506
16-11-2020;13;9619
16-11-2020;14;9707
16-11-2020;15;9771
16-11-2020;16;9758
16-11-2020;17;9690
16-11-2020;18;9487
16-11-2020;19;9253
16-11-2020;20;9220
16-11-2020;21;9519
16-11-2020;22;9833
16-11-2020;23;9546
16-11-2020;24;9141
17-11-2020;1;8700
17-11-2020;2;8412
17-11-2020;3;8172
17-11-2020;4;8103
17-11-2020;5;8081
17-11-2020;6;8088
17-11-2020;7;8220
17-11-2020;8;8368
17-11-2020;9;8867
17-11-2020;10;9310
17-11-2020;11;9530
17-11-2020;12;9596
17-11-2020;13;9643
17-11-2020;14;9695
17-11-2020;15;9708
17-11-2020;16;9655
17-11-2020;17;9503
17-11-2020;18;9295
17-11-2020;19;9124
17-11-2020;20;9088
17-11-2020;21;9300
17-11-2020;22;9615
17-11-2020;23;9406
17-11-2020;24;8977
18-11-2020;1;8548
18-11-2020;2;8215
18-11-2020;3;8003
18-11-2020;4;7888
18-11-2020;5;7898
18-11-2020;6;7970
18-11-2020;7;8068
18-11-2020;8;8249
18-11-2020;9;8750
18-11-2020;10;9177
18-11-2020;11;9422
18-11-2020;12;9541
18-11-2020;13;9605
18-11-2020;14;9641
18-11-2020;15;9609
18-11-2020;16;9735
18-11-2020;17;9680
18-11-2020;18;9533
18-11-2020;19;9308
18-11-2020;20;9290
18-11-2020;21;9503
18-11-2020;22;9851
18-11-2020;23;9641
18-11-2020;24;9240
19-11-2020;1;8849
19-11-2020;2;8464
19-11-2020;3;8221
19-11-2020;4;8126
19-11-2020;5;8049
19-11-2020;6;8128
19-11-2020;7;8272
19-11-2020;8;8436
19-11-2020;9;9030
19-11-2020;10;9471
19-11-2020;11;9689
19-11-2020;12;9779
19-11-2020;13;9789
19-11-2020;14;9865
19-11-2020;15;9860
19-11-2020;16;9770
19-11-2020;17;9705
19-11-2020;18;9478
19-11-2020;19;9236
19-11-2020;20;9290
19-11-2020;21;9567
19-11-2020;22;9908
19-11-2020;23;9758
19-11-2020;24;9209
20-11-2020;1;8762
20-11-2020;2;8491
20-11-2020;3;8208
20-11-2020;4;8045
20-11-2020;5;8018
20-11-2020;6;8078
20-11-2020;7;8238
20-11-2020;8;8415
20-11-2020;9;9104
20-11-2020;10;9673
20-11-2020;11;9894
20-11-2020;12;10006
20-11-2020;13;9991
20-11-2020;14;10043
20-11-2020;15;9894
20-11-2020;16;9754
20-11-2020;17;9607
20-11-2020;18;9436
20-11-2020;19;9225
20-11-2020;20;9210
20-11-2020;21;9403
20-11-2020;22;9751
20-11-2020;23;9555
20-11-2020;24;9268
21-11-2020;1;8794
21-11-2020;2;8439
21-11-2020;3;8159
21-11-2020;4;7967
21-11-2020;5;7888
21-11-2020;6;7874
21-11-2020;7;7847
21-11-2020;8;7858
21-11-2020;9;8160
21-11-2020;10;8637
21-11-2020;11;8910
21-11-2020;12;9000
21-11-2020;13;9105
21-11-2020;14;9218
21-11-2020;15;9166
21-11-2020;16;8996
21-11-2020;17;8848
21-11-2020;18;8786
21-11-2020;19;8775
21-11-2020;20;8832
21-11-2020;21;9008
21-11-2020;22;9353
21-11-2020;23;9139
21-11-2020;24;8704
22-11-2020;1;8265
22-11-2020;2;7928
22-11-2020;3;7637
22-11-2020;4;7447
22-11-2020;5;7288
22-11-2020;6;7253
22-11-2020;7;7180
22-11-2020;8;7052
22-11-2020;9;7228
22-11-2020;10;7615
22-11-2020;11;7970
22-11-2020;12;8136
22-11-2020;13;8234
22-11-2020;14;8460
22-11-2020;15;8516
22-11-2020;16;8410
22-11-2020;17;8322
22-11-2020;18;8260
22-11-2020;19;8256
22-11-2020;20;8349
22-11-2020;21;8660
22-11-2020;22;9165
22-11-2020;23;8988
22-11-2020;24;8637
23-11-2020;1;8272
23-11-2020;2;7909
23-11-2020;3;7748
23-11-2020;4;7651
23-11-2020;5;7634
23-11-2020;6;7696
23-11-2020;7;7925
23-11-2020;8;8207
23-11-2020;9;8833
23-11-2020;10;9394
23-11-2020;11;9610
23-11-2020;12;9740
23-11-2020;13;9862
23-11-2020;14;9985
23-11-2020;15;10014
23-11-2020;16;9983
23-11-2020;17;9895
23-11-2020;18;9651
23-11-2020;19;9375
23-11-2020;20;9363
23-11-2020;21;9606
23-11-2020;22;9881
23-11-2020;23;9648
23-11-2020;24;9233
24-11-2020;1;8806
24-11-2020;2;8410
24-11-2020;3;8110
24-11-2020;4;8033
24-11-2020;5;8054
24-11-2020;6;8084
24-11-2020;7;8123
24-11-2020;8;8367
24-11-2020;9;8890
24-11-2020;10;9407
24-11-2020;11;9679
24-11-2020;12;9754
24-11-2020;13;9896
24-11-2020;14;9970
24-11-2020;15;10017
24-11-2020;16;9964
24-11-2020;17;9914
24-11-2020;18;9674
24-11-2020;19;9402
24-11-2020;20;9335
24-11-2020;21;9486
24-11-2020;22;9870
24-11-2020;23;9653
24-11-2020;24;9219
25-11-2020;1;8818
25-11-2020;2;8431
25-11-2020;3;8171
25-11-2020;4;8033
25-11-2020;5;7968
25-11-2020;6;8026
25-11-2020;7;8098
25-11-2020;8;8333
25-11-2020;9;8853
25-11-2020;10;9280
25-11-2020;11;9510
25-11-2020;12;9676
25-11-2020;13;9815
25-11-2020;14;9869
25-11-2020;15;9921
25-11-2020;16;9858
25-11-2020;17;9812
25-11-2020;18;9625
25-11-2020;19;9407
25-11-2020;20;9418
25-11-2020;21;9519
25-11-2020;22;9921
25-11-2020;23;9701
25-11-2020;24;9239
26-11-2020;1;8832
26-11-2020;2;8407
26-11-2020;3;8165
26-11-2020;4;8058
26-11-2020;5;8028
26-11-2020;6;8100
26-11-2020;7;8186
26-11-2020;8;8445
26-11-2020;9;9066
26-11-2020;10;9540
26-11-2020;11;9749
26-11-2020;12;9889
26-11-2020;13;10015
26-11-2020;14;10135
26-11-2020;15;10229
26-11-2020;16;10277
26-11-2020;17;10218
26-11-2020;18;9982
26-11-2020;19;9705
26-11-2020;20;9652
26-11-2020;21;9781
26-11-2020;22;10165
26-11-2020;23;9959
26-11-2020;24;9524
27-11-2020;1;9076
27-11-2020;2;8693
27-11-2020;3;8392
27-11-2020;4;8253
27-11-2020;5;8180
27-11-2020;6;8275
27-11-2020;7;8355
27-11-2020;8;8601
27-11-2020;9;9174
27-11-2020;10;9697
27-11-2020;11;9997
27-11-2020;12;10134
27-11-2020;13;10204
27-11-2020;14;10249
27-11-2020;15;10277
27-11-2020;16;10244
27-11-2020;17;10117
27-11-2020;18;9874
27-11-2020;19;9553
27-11-2020;20;9484
27-11-2020;21;9626
27-11-2020;22;9996
27-11-2020;23;9753
27-11-2020;24;9390
28-11-2020;1;8986
28-11-2020;2;8627
28-11-2020;3;8341
28-11-2020;4;8220
28-11-2020;5;8044
28-11-2020;6;8076
28-11-2020;7;8066
28-11-2020;8;8091
28-11-2020;9;8297
28-11-2020;10;8835
28-11-2020;11;9139
28-11-2020;12;9307
28-11-2020;13;9373
28-11-2020;14;9450
28-11-2020;15;9384
28-11-2020;16;9225
28-11-2020;17;9074
28-11-2020;18;8923
28-11-2020;19;8935
28-11-2020;20;8973
28-11-2020;21;9118
28-11-2020;22;9499
28-11-2020;23;9272
28-11-2020;24;8892
29-11-2020;1;8570
29-11-2020;2;8201
29-11-2020;3;7885
29-11-2020;4;7743
29-11-2020;5;7607
29-11-2020;6;7598
29-11-2020;7;7424
29-11-2020;8;7344
29-11-2020;9;7407
29-11-2020;10;7751
29-11-2020;11;8037
29-11-2020;12;8280
29-11-2020;13;8455
29-11-2020;14;8598
29-11-2020;15;8540
29-11-2020;16;8457
29-11-2020;17;8419
29-11-2020;18;8432
29-11-2020;19;8419
29-11-2020;20;8602
29-11-2020;21;8909
29-11-2020;22;9489
29-11-2020;23;9401
29-11-2020;24;8921
30-11-2020;1;8646
30-11-2020;2;8277
30-11-2020;3;8025
30-11-2020;4;7904
30-11-2020;5;7901
30-11-2020;6;7984
30-11-2020;7;8115
30-11-2020;8;8464
30-11-2020;9;8995
30-11-2020;10;9592
30-11-2020;11;9932
30-11-2020;12;10048
30-11-2020;13;10196
30-11-2020;14;10290
30-11-2020;15;10386
30-11-2020;16;10405
30-11-2020;17;10374
30-11-2020;18;10135
30-11-2020;19;9871
30-11-2020;20;9753
30-11-2020;21;9807
30-11-2020;22;10224
30-11-2020;23;10099
30-11-2020;24;9638
01-12-2020;1;9158
01-12-2020;2;8758
01-12-2020;3;8514
01-12-2020;4;8363
01-12-2020;5;8302
01-12-2020;6;8374
01-12-2020;7;8433
01-12-2020;8;8640
01-12-2020;9;9143
01-12-2020;10;9704
01-12-2020;11;9948
01-12-2020;12;10122
01-12-2020;13;10200
01-12-2020;14;10263
01-12-2020;15;10337
01-12-2020;16;10288
01-12-2020;17;10134
01-12-2020;18;9925
01-12-2020;19;9649
01-12-2020;20;9562
01-12-2020;21;9689
01-12-2020;22;10086
01-12-2020;23;9906
01-12-2020;24;9540
02-12-2020;1;9099
02-12-2020;2;8663
02-12-2020;3;8340
02-12-2020;4;8169
02-12-2020;5;8179
02-12-2020;6;8224
02-12-2020;7;8253
02-12-2020;8;8408
02-12-2020;9;8983
02-12-2020;10;9445
02-12-2020;11;9613
02-12-2020;12;9772
02-12-2020;13;9867
02-12-2020;14;9979
02-12-2020;15;10015
02-12-2020;16;10027
02-12-2020;17;9944
02-12-2020;18;9724
02-12-2020;19;9405
02-12-2020;20;9426
02-12-2020;21;9620
02-12-2020;22;10084
02-12-2020;23;9948
02-12-2020;24;9517
03-12-2020;1;9073
03-12-2020;2;8733
03-12-2020;3;8461
03-12-2020;4;8324
03-12-2020;5;8275
03-12-2020;6;8368
03-12-2020;7;8396
03-12-2020;8;8617
03-12-2020;9;9177
03-12-2020;10;9608
03-12-2020;11;9861
03-12-2020;12;10011
03-12-2020;13;10088
03-12-2020;14;10175
03-12-2020;15;10297
03-12-2020;16;10283
03-12-2020;17;10233
03-12-2020;18;10052
03-12-2020;19;9719
03-12-2020;20;9593
03-12-2020;21;9669
03-12-2020;22;10092
03-12-2020;23;9944
03-12-2020;24;9516
04-12-2020;1;9099
04-12-2020;2;8666
04-12-2020;3;8359
04-12-2020;4;8206
04-12-2020;5;8148
04-12-2020;6;8191
04-12-2020;7;8280
04-12-2020;8;8546
04-12-2020;9;9146
04-12-2020;10;9762
04-12-2020;11;9981
04-12-2020;12;10189
04-12-2020;13;10256
04-12-2020;14;10290
04-12-2020;15;10393
04-12-2020;16;10348
04-12-2020;17;10293
04-12-2020;18;10040
04-12-2020;19;9746
04-12-2020;20;9640
04-12-2020;21;9735
04-12-2020;22;10188
04-12-2020;23;10029
04-12-2020;24;9625
05-12-2020;1;9229
05-12-2020;2;8822
05-12-2020;3;8534
05-12-2020;4;8332
05-12-2020;5;8239
05-12-2020;6;8263
05-12-2020;7;8158
05-12-2020;8;8218
05-12-2020;9;8540
05-12-2020;10;9013
05-12-2020;11;9313
05-12-2020;12;9488
05-12-2020;13;9557
05-12-2020;14;9602
05-12-2020;15;9611
05-12-2020;16;9473
05-12-2020;17;9313
05-12-2020;18;9193
05-12-2020;19;9108
05-12-2020;20;9086
05-12-2020;21;9226
05-12-2020;22;9587
05-12-2020;23;9424
05-12-2020;24;9078
06-12-2020;1;8657
06-12-2020;2;8253
06-12-2020;3;7977
06-12-2020;4;7838
06-12-2020;5;7708
06-12-2020;6;7613
06-12-2020;7;7512
06-12-2020;8;7478
06-12-2020;9;7607
06-12-2020;10;7959
06-12-2020;11;8255
06-12-2020;12;8403
06-12-2020;13;8565
06-12-2020;14;8713
06-12-2020;15;8782
06-12-2020;16;8735
