Fecha;Hora;"Demanda
[MW]";Demanda Renovable [MW];Demanda No Renovable [MW]
01-09-2020;1;8745;2623,5;6121,5
01-09-2020;2;8263;2478,9;5784,1
01-09-2020;3;8000;2400;5600
01-09-2020;4;7880;2364;5516
01-09-2020;5;7832;2349,6;5482,4
01-09-2020;6;7872;2361,6;5510,4
01-09-2020;7;8103;2430,9;5672,1
01-09-2020;8;8287;2486,1;5800,9
01-09-2020;9;9022;2706,6;6315,4
01-09-2020;10;9631;2889,3;6741,7
01-09-2020;11;9881;2964,3;6916,7
01-09-2020;12;9973;2991,9;6981,1
01-09-2020;13;9933;2979,9;6953,1
01-09-2020;14;9912;2973,6;6938,4
01-09-2020;15;9838;2951,4;6886,6
01-09-2020;16;9695;2908,5;6786,5
01-09-2020;17;9532;2859,6;6672,4
01-09-2020;18;9358;2807,4;6550,6
01-09-2020;19;9801;2940,3;6860,7
01-09-2020;20;10299;3089,7;7209,3
01-09-2020;21;10150;3045;7105
01-09-2020;22;10038;3011,4;7026,6
01-09-2020;23;9667;2900,1;6766,9
01-09-2020;24;9178;2753,4;6424,6
02-09-2020;1;8675;2602,5;6072,5
02-09-2020;2;8231;2469,3;5761,7
02-09-2020;3;7961;2388,3;5572,7
02-09-2020;4;7810;2343;5467
02-09-2020;5;7758;2327,4;5430,6
02-09-2020;6;7808;2342,4;5465,6
02-09-2020;7;8010;2403;5607
02-09-2020;8;8167;2450,1;5716,9
02-09-2020;9;8635;2590,5;6044,5
02-09-2020;10;9108;2732,4;6375,6
02-09-2020;11;9265;2779,5;6485,5
02-09-2020;12;9264;2779,2;6484,8
02-09-2020;13;9173;2751,9;6421,1
02-09-2020;14;9181;2754,3;6426,7
02-09-2020;15;9115;2734,5;6380,5
02-09-2020;16;9003;2700,9;6302,1
02-09-2020;17;9001;2700,3;6300,7
02-09-2020;18;9029;2708,7;6320,3
02-09-2020;19;9490;2847;6643
02-09-2020;20;10041;3012,3;7028,7
02-09-2020;21;9927;2978,1;6948,9
02-09-2020;22;9829;2948,7;6880,3
02-09-2020;23;9546;2863,8;6682,2
02-09-2020;24;9128;2738,4;6389,6
03-09-2020;1;8635;2590,5;6044,5
03-09-2020;2;8116;2434,8;5681,2
03-09-2020;3;7860;2358;5502
03-09-2020;4;7789;2336,7;5452,3
03-09-2020;5;7763;2328,9;5434,1
03-09-2020;6;7782;2334,6;5447,4
03-09-2020;7;7975;2392,5;5582,5
03-09-2020;8;8128;2438,4;5689,6
03-09-2020;9;8583;2574,9;6008,1
03-09-2020;10;9074;2722,2;6351,8
03-09-2020;11;9301;2790,3;6510,7
03-09-2020;12;9314;2794,2;6519,8
03-09-2020;13;9300;2790;6510
03-09-2020;14;9283;2784,9;6498,1
03-09-2020;15;9211;2763,3;6447,7
03-09-2020;16;9053;2715,9;6337,1
03-09-2020;17;9041;2712,3;6328,7
03-09-2020;18;9007;2702,1;6304,9
03-09-2020;19;9434;2830,2;6603,8
03-09-2020;20;9975;2992,5;6982,5
03-09-2020;21;9894;2968,2;6925,8
03-09-2020;22;9788;2936,4;6851,6
03-09-2020;23;9408;2822,4;6585,6
03-09-2020;24;9042;2712,6;6329,4
04-09-2020;1;8577;2573,1;6003,9
04-09-2020;2;8191;2457,3;5733,7
04-09-2020;3;7912;2373,6;5538,4
04-09-2020;4;7753;2325,9;5427,1
04-09-2020;5;7648;2294,4;5353,6
04-09-2020;6;7721;2316,3;5404,7
04-09-2020;7;7980;2394;5586
04-09-2020;8;8159;2447,7;5711,3
04-09-2020;9;8628;2588,4;6039,6
04-09-2020;10;9243;2772,9;6470,1
04-09-2020;11;9294;2788,2;6505,8
04-09-2020;12;9291;2787,3;6503,7
04-09-2020;13;9365;2809,5;6555,5
04-09-2020;14;9316;2794,8;6521,2
04-09-2020;15;9136;2740,8;6395,2
04-09-2020;16;9068;2720,4;6347,6
04-09-2020;17;8932;2679,6;6252,4
04-09-2020;18;8887;2666,1;6220,9
04-09-2020;19;9346;2803,8;6542,2
04-09-2020;20;9914;2974,2;6939,8
04-09-2020;21;9857;2957,1;6899,9
04-09-2020;22;9761;2928,3;6832,7
04-09-2020;23;9497;2849,1;6647,9
04-09-2020;24;9165;2749,5;6415,5
05-09-2020;1;8716;2614,8;6101,2
05-09-2020;2;8256;2476,8;5779,2
05-09-2020;3;7947;2384,1;5562,9
05-09-2020;4;7761;2328,3;5432,7
05-09-2020;5;7710;2313;5397
05-09-2020;6;7676;2302,8;5373,2
05-09-2020;7;7744;2323,2;5420,8
05-09-2020;8;7537;2261,1;5275,9
05-09-2020;9;7654;2296,2;5357,8
05-09-2020;10;8183;2454,9;5728,1
05-09-2020;11;8529;2558,7;5970,3
05-09-2020;12;8632;2589,6;6042,4
05-09-2020;13;8586;2575,8;6010,2
05-09-2020;14;8627;2588,1;6038,9
05-09-2020;15;8493;2547,9;5945,1
05-09-2020;16;8321;2496,3;5824,7
05-09-2020;17;8255;2476,5;5778,5
05-09-2020;18;8387;2516,1;5870,9
05-09-2020;19;8873;2661,9;6211,1
05-09-2020;20;9445;2833,5;6611,5
05-09-2020;21;9347;2804,1;6542,9
05-09-2020;22;9238;2771,4;6466,6
05-09-2020;23;8967;2690,1;6276,9
05-09-2020;24;8567;2570,1;5996,9
06-09-2020;1;8346;2503,8;5842,2
06-09-2020;2;8125;2437,5;5687,5
06-09-2020;3;7675;2302,5;5372,5
06-09-2020;4;7391;2217,3;5173,7
06-09-2020;5;7248;2174,4;5073,6
06-09-2020;6;7154;2146,2;5007,8
06-09-2020;7;7166;2149,8;5016,2
06-09-2020;8;7149;2144,7;5004,3
06-09-2020;9;7220;2166;5054
06-09-2020;10;7330;2199;5131
06-09-2020;11;7600;2280;5320
06-09-2020;12;7811;2343,3;5467,7
06-09-2020;13;7928;2378,4;5549,6
06-09-2020;14;8098;2429,4;5668,6
06-09-2020;15;8000;2400;5600
06-09-2020;16;7963;2388,9;5574,1
06-09-2020;17;7823;2346,9;5476,1
06-09-2020;18;7709;2312,7;5396,3
06-09-2020;19;7907;2372,1;5534,9
06-09-2020;20;8650;2595;6055
06-09-2020;21;9361;2808,3;6552,7
06-09-2020;22;9278;2783,4;6494,6
06-09-2020;23;9093;2727,9;6365,1
06-09-2020;24;8753;2625,9;6127,1
07-09-2020;1;8382;2514,6;5867,4
07-09-2020;2;8016;2404,8;5611,2
07-09-2020;3;7664;2299,2;5364,8
07-09-2020;4;7543;2262,9;5280,1
07-09-2020;5;7498;2249,4;5248,6
07-09-2020;6;7631;2289,3;5341,7
07-09-2020;7;7848;2354,4;5493,6
07-09-2020;8;8264;2479,2;5784,8
07-09-2020;9;8719;2615,7;6103,3
07-09-2020;10;9237;2771,1;6465,9
07-09-2020;11;9425;2827,5;6597,5
07-09-2020;12;9533;2859,9;6673,1
07-09-2020;13;9567;2870,1;6696,9
07-09-2020;14;9466;2839,8;6626,2
07-09-2020;15;9359;2807,7;6551,3
07-09-2020;16;9271;2781,3;6489,7
07-09-2020;17;9195;2758,5;6436,5
07-09-2020;18;8980;2694;6286
07-09-2020;19;8881;2664,3;6216,7
07-09-2020;20;9344;2803,2;6540,8
07-09-2020;21;9847;2954,1;6892,9
07-09-2020;22;9790;2937;6853
07-09-2020;23;9469;2840,7;6628,3
07-09-2020;24;9073;2721,9;6351,1
08-09-2020;1;8668;2600,4;6067,6
08-09-2020;2;8262;2478,6;5783,4
08-09-2020;3;7963;2388,9;5574,1
08-09-2020;4;7839;2351,7;5487,3
08-09-2020;5;7775;2332,5;5442,5
08-09-2020;6;7794;2338,2;5455,8
08-09-2020;7;8040;2412;5628
08-09-2020;8;8450;2535;5915
08-09-2020;9;8943;2682,9;6260,1
08-09-2020;10;9344;2803,2;6540,8
08-09-2020;11;9654;2896,2;6757,8
08-09-2020;12;9705;2911,5;6793,5
08-09-2020;13;9770;2931;6839
08-09-2020;14;9834;2950,2;6883,8
08-09-2020;15;9865;2959,5;6905,5
08-09-2020;16;9807;2942,1;6864,9
08-09-2020;17;9720;2916;6804
08-09-2020;18;9412;2823,6;6588,4
08-09-2020;19;9314;2794,2;6519,8
08-09-2020;20;9793;2937,9;6855,1
08-09-2020;21;10113;3033,9;7079,1
08-09-2020;22;10019;3005,7;7013,3
08-09-2020;23;9672;2901,6;6770,4
08-09-2020;24;9260;2778;6482
09-09-2020;1;8779;2633,7;6145,3
09-09-2020;2;8283;2484,9;5798,1
09-09-2020;3;7906;2371,8;5534,2
09-09-2020;4;7754;2326,2;5427,8
09-09-2020;5;7691;2307,3;5383,7
09-09-2020;6;7758;2327,4;5430,6
09-09-2020;7;7991;2397,3;5593,7
09-09-2020;8;8403;2520,9;5882,1
09-09-2020;9;8813;2643,9;6169,1
09-09-2020;10;9178;2753,4;6424,6
09-09-2020;11;9245;2773,5;6471,5
09-09-2020;12;9225;2767,5;6457,5
09-09-2020;13;9264;2779,2;6484,8
09-09-2020;14;9262;2778,6;6483,4
09-09-2020;15;9201;2760,3;6440,7
09-09-2020;16;9102;2730,6;6371,4
09-09-2020;17;8989;2696,7;6292,3
09-09-2020;18;8661;2598,3;6062,7
09-09-2020;19;8522;2556,6;5965,4
09-09-2020;20;9033;2709,9;6323,1
09-09-2020;21;9632;2889,6;6742,4
09-09-2020;22;9615;2884,5;6730,5
09-09-2020;23;9362;2808,6;6553,4
09-09-2020;24;8961;2688,3;6272,7
10-09-2020;1;8547;2564,1;5982,9
10-09-2020;2;8121;2436,3;5684,7
10-09-2020;3;7795;2338,5;5456,5
10-09-2020;4;7641;2292,3;5348,7
10-09-2020;5;7593;2277,9;5315,1
10-09-2020;6;7675;2302,5;5372,5
10-09-2020;7;7908;2372,4;5535,6
10-09-2020;8;8300;2490;5810
10-09-2020;9;8766;2629,8;6136,2
10-09-2020;10;9220;2766;6454
10-09-2020;11;9306;2791,8;6514,2
10-09-2020;12;9299;2789,7;6509,3
10-09-2020;13;9294;2788,2;6505,8
10-09-2020;14;9283;2784,9;6498,1
10-09-2020;15;9240;2772;6468
10-09-2020;16;9127;2738,1;6388,9
10-09-2020;17;9037;2711,1;6325,9
10-09-2020;18;8724;2617,2;6106,8
10-09-2020;19;8613;2583,9;6029,1
10-09-2020;20;9113;2733,9;6379,1
10-09-2020;21;9537;2861,1;6675,9
10-09-2020;22;9574;2872,2;6701,8
10-09-2020;23;9353;2805,9;6547,1
10-09-2020;24;8987;2696,1;6290,9
11-09-2020;1;8580;2574;6006
11-09-2020;2;8221;2466,3;5754,7
11-09-2020;3;7976;2392,8;5583,2
11-09-2020;4;7802;2340,6;5461,4
11-09-2020;5;7820;2346;5474
11-09-2020;6;7832;2349,6;5482,4
11-09-2020;7;8075;2422,5;5652,5
11-09-2020;8;8393;2517,9;5875,1
11-09-2020;9;8759;2627,7;6131,3
11-09-2020;10;9131;2739,3;6391,7
11-09-2020;11;9240;2772;6468
11-09-2020;12;9303;2790,9;6512,1
11-09-2020;13;9184;2755,2;6428,8
11-09-2020;14;9151;2745,3;6405,7
11-09-2020;15;9090;2727;6363
11-09-2020;16;8973;2691,9;6281,1
11-09-2020;17;8761;2628,3;6132,7
11-09-2020;18;8487;2546,1;5940,9
11-09-2020;19;8407;2522,1;5884,9
11-09-2020;20;8905;2671,5;6233,5
11-09-2020;21;9563;2868,9;6694,1
11-09-2020;22;9523;2856,9;6666,1
11-09-2020;23;9353;2805,9;6547,1
11-09-2020;24;8977;2693,1;6283,9
12-09-2020;1;8569;2570,7;5998,3
12-09-2020;2;8161;2448,3;5712,7
12-09-2020;3;7868;2360,4;5507,6
12-09-2020;4;7649;2294,7;5354,3
12-09-2020;5;7572;2271,6;5300,4
12-09-2020;6;7571;2271,3;5299,7
12-09-2020;7;7610;2283;5327
12-09-2020;8;7691;2307,3;5383,7
12-09-2020;9;7827;2348,1;5478,9
12-09-2020;10;8113;2433,9;5679,1
12-09-2020;11;8342;2502,6;5839,4
12-09-2020;12;8483;2544,9;5938,1
12-09-2020;13;8473;2541,9;5931,1
12-09-2020;14;8491;2547,3;5943,7
12-09-2020;15;8469;2540,7;5928,3
12-09-2020;16;8355;2506,5;5848,5
12-09-2020;17;8204;2461,2;5742,8
12-09-2020;18;8051;2415,3;5635,7
12-09-2020;19;8148;2444,4;5703,6
12-09-2020;20;8606;2581,8;6024,2
12-09-2020;21;9156;2746,8;6409,2
12-09-2020;22;9034;2710,2;6323,8
12-09-2020;23;8781;2634,3;6146,7
12-09-2020;24;8559;2567,7;5991,3
13-09-2020;1;8204;2461,2;5742,8
13-09-2020;2;7799;2339,7;5459,3
13-09-2020;3;7537;2261,1;5275,9
13-09-2020;4;7338;2201,4;5136,6
13-09-2020;5;7244;2173,2;5070,8
13-09-2020;6;7213;2163,9;5049,1
13-09-2020;7;7217;2165,1;5051,9
13-09-2020;8;7238;2171,4;5066,6
13-09-2020;9;7190;2157;5033
13-09-2020;10;7449;2234,7;5214,3
13-09-2020;11;7744;2323,2;5420,8
13-09-2020;12;7918;2375,4;5542,6
13-09-2020;13;8020;2406;5614
13-09-2020;14;8135;2440,5;5694,5
13-09-2020;15;8123;2436,9;5686,1
13-09-2020;16;7981;2394,3;5586,7
13-09-2020;17;7850;2355;5495
13-09-2020;18;7687;2306,1;5380,9
13-09-2020;19;7764;2329,2;5434,8
13-09-2020;20;8358;2507,4;5850,6
13-09-2020;21;9128;2738,4;6389,6
13-09-2020;22;9167;2750,1;6416,9
13-09-2020;23;8928;2678,4;6249,6
13-09-2020;24;8526;2557,8;5968,2
14-09-2020;1;8115;2434,5;5680,5
14-09-2020;2;7757;2327,1;5429,9
14-09-2020;3;7565;2269,5;5295,5
14-09-2020;4;7449;2234,7;5214,3
14-09-2020;5;7448;2234,4;5213,6
14-09-2020;6;7493;2247,9;5245,1
14-09-2020;7;7774;2332,2;5441,8
14-09-2020;8;8165;2449,5;5715,5
14-09-2020;9;8654;2596,2;6057,8
14-09-2020;10;9110;2733;6377
14-09-2020;11;9216;2764,8;6451,2
14-09-2020;12;9305;2791,5;6513,5
14-09-2020;13;9264;2779,2;6484,8
14-09-2020;14;9322;2796,6;6525,4
14-09-2020;15;9283;2784,9;6498,1
14-09-2020;16;9146;2743,8;6402,2
14-09-2020;17;9129;2738,7;6390,3
14-09-2020;18;8880;2664;6216
14-09-2020;19;8670;2601;6069
14-09-2020;20;9082;2724,6;6357,4
14-09-2020;21;9635;2890,5;6744,5
14-09-2020;22;9540;2862;6678
14-09-2020;23;9354;2806,2;6547,8
14-09-2020;24;8924;2677,2;6246,8
15-09-2020;1;8542;2562,6;5979,4
15-09-2020;2;8138;2441,4;5696,6
15-09-2020;3;7888;2366,4;5521,6
15-09-2020;4;7777;2333,1;5443,9
15-09-2020;5;7762;2328,6;5433,4
15-09-2020;6;7839;2351,7;5487,3
15-09-2020;7;8079;2423,7;5655,3
15-09-2020;8;8374;2512,2;5861,8
15-09-2020;9;8765;2629,5;6135,5
15-09-2020;10;9136;2740,8;6395,2
15-09-2020;11;9257;2777,1;6479,9
15-09-2020;12;9395;2818,5;6576,5
15-09-2020;13;9355;2806,5;6548,5
15-09-2020;14;9320;2796;6524
15-09-2020;15;9348;2804,4;6543,6
15-09-2020;16;9191;2757,3;6433,7
15-09-2020;17;9052;2715,6;6336,4
15-09-2020;18;8799;2639,7;6159,3
15-09-2020;19;8809;2642,7;6166,3
15-09-2020;20;9354;2806,2;6547,8
15-09-2020;21;9833;2949,9;6883,1
15-09-2020;22;9775;2932,5;6842,5
15-09-2020;23;9496;2848,8;6647,2
15-09-2020;24;9138;2741,4;6396,6
16-09-2020;1;8621;2586,3;6034,7
16-09-2020;2;8178;2453,4;5724,6
16-09-2020;3;7892;2367,6;5524,4
16-09-2020;4;7756;2326,8;5429,2
16-09-2020;5;7675;2302,5;5372,5
16-09-2020;6;7711;2313,3;5397,7
16-09-2020;7;7888;2366,4;5521,6
16-09-2020;8;8214;2464,2;5749,8
16-09-2020;9;8656;2596,8;6059,2
16-09-2020;10;9009;2702,7;6306,3
16-09-2020;11;9178;2753,4;6424,6
16-09-2020;12;9160;2748;6412
16-09-2020;13;9145;2743,5;6401,5
16-09-2020;14;9116;2734,8;6381,2
16-09-2020;15;9065;2719,5;6345,5
16-09-2020;16;8949;2684,7;6264,3
16-09-2020;17;8846;2653,8;6192,2
16-09-2020;18;8615;2584,5;6030,5
16-09-2020;19;8578;2573,4;6004,6
16-09-2020;20;8999;2699,7;6299,3
16-09-2020;21;9628;2888,4;6739,6
16-09-2020;22;9604;2881,2;6722,8
16-09-2020;23;9394;2818,2;6575,8
16-09-2020;24;9110;2733;6377
17-09-2020;1;8706;2611,8;6094,2
17-09-2020;2;8198;2459,4;5738,6
17-09-2020;3;7965;2389,5;5575,5
17-09-2020;4;7801;2340,3;5460,7
17-09-2020;5;7753;2325,9;5427,1
17-09-2020;6;7813;2343,9;5469,1
17-09-2020;7;8015;2404,5;5610,5
17-09-2020;8;8258;2477,4;5780,6
17-09-2020;9;8674;2602,2;6071,8
17-09-2020;10;8976;2692,8;6283,2
17-09-2020;11;9105;2731,5;6373,5
17-09-2020;12;9042;2712,6;6329,4
17-09-2020;13;8964;2689,2;6274,8
17-09-2020;14;8853;2655,9;6197,1
17-09-2020;15;8702;2610,6;6091,4
17-09-2020;16;8565;2569,5;5995,5
17-09-2020;17;8384;2515,2;5868,8
17-09-2020;18;8238;2471,4;5766,6
17-09-2020;19;8189;2456,7;5732,3
17-09-2020;20;8587;2576,1;6010,9
17-09-2020;21;9114;2734,2;6379,8
17-09-2020;22;9063;2718,9;6344,1
17-09-2020;23;8845;2653,5;6191,5
17-09-2020;24;8572;2571,6;6000,4
18-09-2020;1;8179;2453,7;5725,3
18-09-2020;2;7812;2343,6;5468,4
18-09-2020;3;7608;2282,4;5325,6
18-09-2020;4;7394;2218,2;5175,8
18-09-2020;5;7311;2193,3;5117,7
18-09-2020;6;7268;2180,4;5087,6
18-09-2020;7;7299;2189,7;5109,3
18-09-2020;8;7257;2177,1;5079,9
18-09-2020;9;7179;2153,7;5025,3
18-09-2020;10;7481;2244,3;5236,7
18-09-2020;11;7691;2307,3;5383,7
18-09-2020;12;7832;2349,6;5482,4
18-09-2020;13;7953;2385,9;5567,1
18-09-2020;14;7976;2392,8;5583,2
18-09-2020;15;7851;2355,3;5495,7
18-09-2020;16;7674;2302,2;5371,8
18-09-2020;17;7550;2265;5285
18-09-2020;18;7453;2235,9;5217,1
18-09-2020;19;7614;2284,2;5329,8
18-09-2020;20;7909;2372,7;5536,3
18-09-2020;21;8539;2561,7;5977,3
18-09-2020;22;8676;2602,8;6073,2
18-09-2020;23;8474;2542,2;5931,8
18-09-2020;24;8217;2465,1;5751,9
19-09-2020;1;7919;2375,7;5543,3
19-09-2020;2;7627;2288,1;5338,9
19-09-2020;3;7365;2209,5;5155,5
19-09-2020;4;7256;2176,8;5079,2
19-09-2020;5;7196;2158,8;5037,2
19-09-2020;6;7145;2143,5;5001,5
19-09-2020;7;7130;2139;4991
19-09-2020;8;6994;2098,2;4895,8
19-09-2020;9;6837;2051,1;4785,9
19-09-2020;10;7135;2140,5;4994,5
19-09-2020;11;7571;2271,3;5299,7
19-09-2020;12;7787;2336,1;5450,9
19-09-2020;13;7899;2369,7;5529,3
19-09-2020;14;8001;2400,3;5600,7
19-09-2020;15;7915;2374,5;5540,5
19-09-2020;16;7723;2316,9;5406,1
19-09-2020;17;7636;2290,8;5345,2
19-09-2020;18;7572;2271,6;5300,4
19-09-2020;19;7658;2297,4;5360,6
19-09-2020;20;8059;2417,7;5641,3
19-09-2020;21;8775;2632,5;6142,5
19-09-2020;22;8808;2642,4;6165,6
19-09-2020;23;8560;2568;5992
19-09-2020;24;8258;2477,4;5780,6
20-09-2020;1;7841;2352,3;5488,7
20-09-2020;2;7622;2286,6;5335,4
20-09-2020;3;7361;2208,3;5152,7
20-09-2020;4;7249;2174,7;5074,3
20-09-2020;5;7188;2156,4;5031,6
20-09-2020;6;7127;2138,1;4988,9
20-09-2020;7;7140;2142;4998
20-09-2020;8;7140;2142;4998
20-09-2020;9;7121;2136,3;4984,7
20-09-2020;10;7386;2215,8;5170,2
20-09-2020;11;7656;2296,8;5359,2
20-09-2020;12;7874;2362,2;5511,8
20-09-2020;13;8037;2411,1;5625,9
20-09-2020;14;8170;2451;5719
20-09-2020;15;8163;2448,9;5714,1
20-09-2020;16;7991;2397,3;5593,7
20-09-2020;17;7804;2341,2;5462,8
20-09-2020;18;7740;2322;5418
20-09-2020;19;7916;2374,8;5541,2
20-09-2020;20;8309;2492,7;5816,3
20-09-2020;21;9040;2712;6328
20-09-2020;22;9099;2729,7;6369,3
20-09-2020;23;8829;2648,7;6180,3
20-09-2020;24;8472;2541,6;5930,4
21-09-2020;1;8098;2429,4;5668,6
21-09-2020;2;7773;2331,9;5441,1
21-09-2020;3;7561;2268,3;5292,7
21-09-2020;4;7423;2226,9;5196,1
21-09-2020;5;7403;2220,9;5182,1
21-09-2020;6;7491;2247,3;5243,7
21-09-2020;7;7748;2324,4;5423,6
21-09-2020;8;8135;2440,5;5694,5
21-09-2020;9;8593;2577,9;6015,1
21-09-2020;10;9084;2725,2;6358,8
21-09-2020;11;9305;2791,5;6513,5
21-09-2020;12;9372;2811,6;6560,4
21-09-2020;13;9367;2810,1;6556,9
21-09-2020;14;9454;2836,2;6617,8
21-09-2020;15;9437;2831,1;6605,9
21-09-2020;16;9342;2802,6;6539,4
21-09-2020;17;9294;2788,2;6505,8
21-09-2020;18;9007;2702,1;6304,9
21-09-2020;19;8868;2660,4;6207,6
21-09-2020;20;9197;2759,1;6437,9
21-09-2020;21;9733;2919,9;6813,1
21-09-2020;22;9653;2895,9;6757,1
21-09-2020;23;9384;2815,2;6568,8
21-09-2020;24;8943;2682,9;6260,1
22-09-2020;1;8496;2548,8;5947,2
22-09-2020;2;8159;2447,7;5711,3
22-09-2020;3;7921;2376,3;5544,7
22-09-2020;4;7837;2351,1;5485,9
22-09-2020;5;7796;2338,8;5457,2
22-09-2020;6;7814;2344,2;5469,8
22-09-2020;7;8014;2404,2;5609,8
22-09-2020;8;8274;2482,2;5791,8
22-09-2020;9;8697;2609,1;6087,9
22-09-2020;10;9118;2735,4;6382,6
22-09-2020;11;9236;2770,8;6465,2
22-09-2020;12;9274;2782,2;6491,8
22-09-2020;13;9330;2799;6531
22-09-2020;14;9415;2824,5;6590,5
22-09-2020;15;9373;2811,9;6561,1
22-09-2020;16;9221;2766,3;6454,7
22-09-2020;17;9059;2717,7;6341,3
22-09-2020;18;8792;2637,6;6154,4
22-09-2020;19;8649;2594,7;6054,3
22-09-2020;20;8946;2683,8;6262,2
22-09-2020;21;9602;2880,6;6721,4
22-09-2020;22;9478;2843,4;6634,6
22-09-2020;23;9240;2772;6468
22-09-2020;24;8859;2657,7;6201,3
23-09-2020;1;8502;2550,6;5951,4
23-09-2020;2;8099;2429,7;5669,3
23-09-2020;3;7868;2360,4;5507,6
23-09-2020;4;7771;2331,3;5439,7
23-09-2020;5;7685;2305,5;5379,5
23-09-2020;6;7771;2331,3;5439,7
23-09-2020;7;7897;2369,1;5527,9
23-09-2020;8;8026;2407,8;5618,2
23-09-2020;9;8437;2531,1;5905,9
23-09-2020;10;8856;2656,8;6199,2
23-09-2020;11;8996;2698,8;6297,2
23-09-2020;12;9094;2728,2;6365,8
23-09-2020;13;9192;2757,6;6434,4
23-09-2020;14;9221;2766,3;6454,7
23-09-2020;15;9193;2757,9;6435,1
23-09-2020;16;9116;2734,8;6381,2
23-09-2020;17;8991;2697,3;6293,7
23-09-2020;18;8785;2635,5;6149,5
23-09-2020;19;8652;2595,6;6056,4
23-09-2020;20;8974;2692,2;6281,8
23-09-2020;21;9460;2838;6622
23-09-2020;22;9395;2818,5;6576,5
23-09-2020;23;8982;2694,6;6287,4
23-09-2020;24;8643;2592,9;6050,1
24-09-2020;1;8334;2500,2;5833,8
24-09-2020;2;7997;2399,1;5597,9
24-09-2020;3;7717;2315,1;5401,9
24-09-2020;4;7620;2286;5334
24-09-2020;5;7560;2268;5292
24-09-2020;6;7579;2273,7;5305,3
24-09-2020;7;7804;2341,2;5462,8
24-09-2020;8;8106;2431,8;5674,2
24-09-2020;9;8634;2590,2;6043,8
24-09-2020;10;9059;2717,7;6341,3
24-09-2020;11;9234;2770,2;6463,8
24-09-2020;12;9344;2803,2;6540,8
24-09-2020;13;9405;2821,5;6583,5
24-09-2020;14;9485;2845,5;6639,5
24-09-2020;15;9488;2846,4;6641,6
24-09-2020;16;9377;2813,1;6563,9
24-09-2020;17;9247;2774,1;6472,9
24-09-2020;18;8886;2665,8;6220,2
24-09-2020;19;8648;2594,4;6053,6
24-09-2020;20;9016;2704,8;6311,2
24-09-2020;21;9686;2905,8;6780,2
24-09-2020;22;9620;2886;6734
24-09-2020;23;9360;2808;6552
24-09-2020;24;8942;2682,6;6259,4
25-09-2020;1;8606;2581,8;6024,2
25-09-2020;2;8245;2473,5;5771,5
25-09-2020;3;8011;2403,3;5607,7
25-09-2020;4;7821;2346,3;5474,7
25-09-2020;5;7819;2345,7;5473,3
25-09-2020;6;7878;2363,4;5514,6
25-09-2020;7;8095;2428,5;5666,5
25-09-2020;8;8417;2525,1;5891,9
25-09-2020;9;8933;2679,9;6253,1
25-09-2020;10;9398;2819,4;6578,6
25-09-2020;11;9676;2902,8;6773,2
25-09-2020;12;9877;2963,1;6913,9
25-09-2020;13;9927;2978,1;6948,9
25-09-2020;14;9949;2984,7;6964,3
25-09-2020;15;9919;2975,7;6943,3
25-09-2020;16;9778;2933,4;6844,6
25-09-2020;17;9667;2900,1;6766,9
25-09-2020;18;9380;2814;6566
25-09-2020;19;9073;2721,9;6351,1
25-09-2020;20;9358;2807,4;6550,6
25-09-2020;21;9822;2946,6;6875,4
25-09-2020;22;9644;2893,2;6750,8
25-09-2020;23;9218;2765,4;6452,6
25-09-2020;24;8868;2660,4;6207,6
26-09-2020;1;8663;2598,9;6064,1
26-09-2020;2;8251;2475,3;5775,7
26-09-2020;3;7995;2398,5;5596,5
26-09-2020;4;7809;2342,7;5466,3
26-09-2020;5;7761;2328,3;5432,7
26-09-2020;6;7694;2308,2;5385,8
26-09-2020;7;7841;2352,3;5488,7
26-09-2020;8;7891;2367,3;5523,7
26-09-2020;9;8068;2420,4;5647,6
26-09-2020;10;8450;2535;5915
26-09-2020;11;8660;2598;6062
26-09-2020;12;8789;2636,7;6152,3
26-09-2020;13;8812;2643,6;6168,4
26-09-2020;14;8792;2637,6;6154,4
26-09-2020;15;8710;2613;6097
26-09-2020;16;8570;2571;5999
26-09-2020;17;8468;2540,4;5927,6
26-09-2020;18;8298;2489,4;5808,6
26-09-2020;19;8222;2466,6;5755,4
26-09-2020;20;8553;2565,9;5987,1
26-09-2020;21;9228;2768,4;6459,6
26-09-2020;22;9164;2749,2;6414,8
26-09-2020;23;8913;2673,9;6239,1
26-09-2020;24;8537;2561,1;5975,9
27-09-2020;1;8050;2415;5635
27-09-2020;2;7603;2280,9;5322,1
27-09-2020;3;7369;2210,7;5158,3
27-09-2020;4;7201;2160,3;5040,7
27-09-2020;5;7216;2164,8;5051,2
27-09-2020;6;7210;2163;5047
27-09-2020;7;7203;2160,9;5042,1
27-09-2020;8;7179;2153,7;5025,3
27-09-2020;9;7186;2155,8;5030,2
27-09-2020;10;7468;2240,4;5227,6
27-09-2020;11;7732;2319,6;5412,4
27-09-2020;12;7949;2384,7;5564,3
27-09-2020;13;8073;2421,9;5651,1
27-09-2020;14;8223;2466,9;5756,1
27-09-2020;15;8192;2457,6;5734,4
27-09-2020;16;8002;2400,6;5601,4
27-09-2020;17;7934;2380,2;5553,8
27-09-2020;18;7890;2367;5523
27-09-2020;19;7984;2395,2;5588,8
27-09-2020;20;8370;2511;5859
27-09-2020;21;9085;2725,5;6359,5
27-09-2020;22;9130;2739;6391
