Fecha;Hora;"Demanda
[MW]";Demanda Renovable [MW];Demanda No Renovable [MW]
07-03-2021;1;9036;2710,8;6325,2
07-03-2021;2;8683;2604,9;6078,1
07-03-2021;3;8427;2528,1;5898,9
07-03-2021;4;8308;2492,4;5815,6
07-03-2021;5;8258;2477,4;5780,6
07-03-2021;6;8220;2466;5754
07-03-2021;7;8179;2453,7;5725,3
07-03-2021;8;8127;2438,1;5688,9
07-03-2021;9;8200;2460;5740
07-03-2021;10;8498;2549,4;5948,6
07-03-2021;11;8649;2594,7;6054,3
07-03-2021;12;8905;2671,5;6233,5
07-03-2021;13;9172;2751,6;6420,4
07-03-2021;14;9384;2815,2;6568,8
07-03-2021;15;9460;2838;6622
07-03-2021;16;9407;2822,1;6584,9
07-03-2021;17;9282;2784,6;6497,4
07-03-2021;18;9195;2758,5;6436,5
07-03-2021;19;9123;2736,9;6386,1
07-03-2021;20;9255;2776,5;6478,5
07-03-2021;21;9753;2925,9;6827,1
07-03-2021;22;10099;3029,7;7069,3
07-03-2021;23;9786;2935,8;6850,2
07-03-2021;24;9418;2825,4;6592,6
08-03-2021;1;9034;2710,2;6323,8
08-03-2021;2;8655;2596,5;6058,5
08-03-2021;3;8478;2543,4;5934,6
08-03-2021;4;8349;2504,7;5844,3
08-03-2021;5;8302;2490,6;5811,4
08-03-2021;6;8402;2520,6;5881,4
08-03-2021;7;8637;2591,1;6045,9
08-03-2021;8;9149;2744,7;6404,3
08-03-2021;9;9764;2929,2;6834,8
08-03-2021;10;10283;3084,9;7198,1
08-03-2021;11;10597;3179,1;7417,9
08-03-2021;12;10795;3238,5;7556,5
08-03-2021;13;10923;3276,9;7646,1
08-03-2021;14;10960;3288;7672
08-03-2021;15;11066;3319,8;7746,2
08-03-2021;16;11114;3334,2;7779,8
08-03-2021;17;11031;3309,3;7721,7
08-03-2021;18;10851;3255,3;7595,7
08-03-2021;19;10419;3125,7;7293,3
08-03-2021;20;10270;3081;7189
08-03-2021;21;10567;3170,1;7396,9
08-03-2021;22;10749;3224,7;7524,3
08-03-2021;23;10458;3137,4;7320,6
08-03-2021;24;9928;2978,4;6949,6
09-03-2021;1;9434;2830,2;6603,8
09-03-2021;2;9037;2711,1;6325,9
09-03-2021;3;8771;2631,3;6139,7
09-03-2021;4;8636;2590,8;6045,2
09-03-2021;5;8619;2585,7;6033,3
09-03-2021;6;8678;2603,4;6074,6
09-03-2021;7;8887;2666,1;6220,9
09-03-2021;8;9221;2766,3;6454,7
09-03-2021;9;9828;2948,4;6879,6
09-03-2021;10;10284;3085,2;7198,8
09-03-2021;11;10429;3128,7;7300,3
09-03-2021;12;10498;3149,4;7348,6
09-03-2021;13;10512;3153,6;7358,4
09-03-2021;14;10718;3215,4;7502,6
09-03-2021;15;10866;3259,8;7606,2
09-03-2021;16;10949;3284,7;7664,3
09-03-2021;17;10861;3258,3;7602,7
09-03-2021;18;10624;3187,2;7436,8
09-03-2021;19;10158;3047,4;7110,6
09-03-2021;20;9975;2992,5;6982,5
09-03-2021;21;10289;3086,7;7202,3
09-03-2021;22;10385;3115,5;7269,5
09-03-2021;23;10128;3038,4;7089,6
09-03-2021;24;9664;2899,2;6764,8
10-03-2021;1;9146;2743,8;6402,2
10-03-2021;2;8807;2642,1;6164,9
10-03-2021;3;8580;2574;6006
10-03-2021;4;8423;2526,9;5896,1
10-03-2021;5;8392;2517,6;5874,4
10-03-2021;6;8436;2530,8;5905,2
10-03-2021;7;8687;2606,1;6080,9
10-03-2021;8;8996;2698,8;6297,2
10-03-2021;9;9478;2843,4;6634,6
10-03-2021;10;9953;2985,9;6967,1
10-03-2021;11;10174;3052,2;7121,8
10-03-2021;12;10279;3083,7;7195,3
10-03-2021;13;10345;3103,5;7241,5
10-03-2021;14;10498;3149,4;7348,6
10-03-2021;15;10468;3140,4;7327,6
10-03-2021;16;10414;3124,2;7289,8
10-03-2021;17;10350;3105;7245
10-03-2021;18;10066;3019,8;7046,2
10-03-2021;19;9727;2918,1;6808,9
10-03-2021;20;9652;2895,6;6756,4
10-03-2021;21;10037;3011,1;7025,9
10-03-2021;22;10094;3028,2;7065,8
10-03-2021;23;9891;2967,3;6923,7
10-03-2021;24;9524;2857,2;6666,8
11-03-2021;1;8986;2695,8;6290,2
11-03-2021;2;8636;2590,8;6045,2
11-03-2021;3;8390;2517;5873
11-03-2021;4;8269;2480,7;5788,3
11-03-2021;5;8259;2477,7;5781,3
11-03-2021;6;8270;2481;5789
11-03-2021;7;8519;2555,7;5963,3
11-03-2021;8;8956;2686,8;6269,2
11-03-2021;9;9581;2874,3;6706,7
11-03-2021;10;9882;2964,6;6917,4
11-03-2021;11;10039;3011,7;7027,3
11-03-2021;12;10076;3022,8;7053,2
11-03-2021;13;10222;3066,6;7155,4
11-03-2021;14;10302;3090,6;7211,4
11-03-2021;15;10357;3107,1;7249,9
11-03-2021;16;10353;3105,9;7247,1
11-03-2021;17;10407;3122,1;7284,9
11-03-2021;18;10095;3028,5;7066,5
11-03-2021;19;9871;2961,3;6909,7
11-03-2021;20;9879;2963,7;6915,3
11-03-2021;21;10210;3063;7147
11-03-2021;22;10338;3101,4;7236,6
11-03-2021;23;10015;3004,5;7010,5
11-03-2021;24;9534;2860,2;6673,8
12-03-2021;1;9142;2742,6;6399,4
12-03-2021;2;8776;2632,8;6143,2
12-03-2021;3;8524;2557,2;5966,8
12-03-2021;4;8403;2520,9;5882,1
12-03-2021;5;8369;2510,7;5858,3
12-03-2021;6;8398;2519,4;5878,6
12-03-2021;7;8664;2599,2;6064,8
12-03-2021;8;9071;2721,3;6349,7
12-03-2021;9;9640;2892;6748
12-03-2021;10;10104;3031,2;7072,8
12-03-2021;11;10330;3099;7231
12-03-2021;12;10467;3140,1;7326,9
12-03-2021;13;10566;3169,8;7396,2
12-03-2021;14;10646;3193,8;7452,2
12-03-2021;15;10612;3183,6;7428,4
12-03-2021;16;10608;3182,4;7425,6
12-03-2021;17;10507;3152,1;7354,9
12-03-2021;18;10158;3047,4;7110,6
12-03-2021;19;9915;2974,5;6940,5
12-03-2021;20;9800;2940;6860
12-03-2021;21;10052;3015,6;7036,4
12-03-2021;22;10162;3048,6;7113,4
12-03-2021;23;9898;2969,4;6928,6
12-03-2021;24;9520;2856;6664
13-03-2021;1;9132;2739,6;6392,4
13-03-2021;2;8786;2635,8;6150,2
13-03-2021;3;8491;2547,3;5943,7
13-03-2021;4;8359;2507,7;5851,3
13-03-2021;5;8240;2472;5768
13-03-2021;6;8212;2463,6;5748,4
13-03-2021;7;8292;2487,6;5804,4
13-03-2021;8;8339;2501,7;5837,3
13-03-2021;9;8545;2563,5;5981,5
13-03-2021;10;9056;2716,8;6339,2
13-03-2021;11;9457;2837,1;6619,9
13-03-2021;12;9664;2899,2;6764,8
13-03-2021;13;9828;2948,4;6879,6
13-03-2021;14;9914;2974,2;6939,8
13-03-2021;15;9849;2954,7;6894,3
13-03-2021;16;9680;2904;6776
13-03-2021;17;9579;2873,7;6705,3
13-03-2021;18;9491;2847,3;6643,7
13-03-2021;19;9391;2817,3;6573,7
13-03-2021;20;9298;2789,4;6508,6
13-03-2021;21;9665;2899,5;6765,5
13-03-2021;22;9747;2924,1;6822,9
13-03-2021;23;9408;2822,4;6585,6
13-03-2021;24;9029;2708,7;6320,3
14-03-2021;1;8665;2599,5;6065,5
14-03-2021;2;8336;2500,8;5835,2
14-03-2021;3;8106;2431,8;5674,2
14-03-2021;4;7932;2379,6;5552,4
14-03-2021;5;7862;2358,6;5503,4
14-03-2021;6;7792;2337,6;5454,4
14-03-2021;7;7794;2338,2;5455,8
14-03-2021;8;7711;2313,3;5397,7
14-03-2021;9;7746;2323,8;5422,2
14-03-2021;10;8080;2424;5656
14-03-2021;11;8395;2518,5;5876,5
14-03-2021;12;8676;2602,8;6073,2
14-03-2021;13;8913;2673,9;6239,1
14-03-2021;14;9164;2749,2;6414,8
14-03-2021;15;9108;2732,4;6375,6
14-03-2021;16;9031;2709,3;6321,7
14-03-2021;17;9001;2700,3;6300,7
14-03-2021;18;8884;2665,2;6218,8
14-03-2021;19;8884;2665,2;6218,8
14-03-2021;20;9007;2702,1;6304,9
14-03-2021;21;9524;2857,2;6666,8
14-03-2021;22;9579;2873,7;6705,3
14-03-2021;23;9354;2806,2;6547,8
14-03-2021;24;8838;2651,4;6186,6
15-03-2021;1;8584;2575,2;6008,8
15-03-2021;2;8322;2496,6;5825,4
15-03-2021;3;8109;2432,7;5676,3
15-03-2021;4;7939;2381,7;5557,3
15-03-2021;5;7916;2374,8;5541,2
15-03-2021;6;8029;2408,7;5620,3
15-03-2021;7;8321;2496,3;5824,7
15-03-2021;8;8802;2640,6;6161,4
15-03-2021;9;9456;2836,8;6619,2
15-03-2021;10;9964;2989,2;6974,8
15-03-2021;11;10231;3069,3;7161,7
15-03-2021;12;10253;3075,9;7177,1
15-03-2021;13;9904;2971,2;6932,8
15-03-2021;14;9855;2956,5;6898,5
15-03-2021;15;9884;2965,2;6918,8
15-03-2021;16;9912;2973,6;6938,4
15-03-2021;17;9910;2973;6937
15-03-2021;18;9768;2930,4;6837,6
15-03-2021;19;9527;2858,1;6668,9
15-03-2021;20;9601;2880,3;6720,7
15-03-2021;21;9962;2988,6;6973,4
15-03-2021;22;9948;2984,4;6963,6
15-03-2021;23;9654;2896,2;6757,8
15-03-2021;24;9233;2769,9;6463,1
16-03-2021;1;8834;2650,2;6183,8
16-03-2021;2;8492;2547,6;5944,4
16-03-2021;3;8306;2491,8;5814,2
16-03-2021;4;8201;2460,3;5740,7
16-03-2021;5;8202;2460,6;5741,4
16-03-2021;6;8234;2470,2;5763,8
16-03-2021;7;8502;2550,6;5951,4
16-03-2021;8;8971;2691,3;6279,7
16-03-2021;9;9482;2844,6;6637,4
16-03-2021;10;9897;2969,1;6927,9
16-03-2021;11;9998;2999,4;6998,6
16-03-2021;12;10012;3003,6;7008,4
16-03-2021;13;10001;3000,3;7000,7
16-03-2021;14;10087;3026,1;7060,9
16-03-2021;15;10058;3017,4;7040,6
16-03-2021;16;10035;3010,5;7024,5
16-03-2021;17;9980;2994;6986
16-03-2021;18;9850;2955;6895
16-03-2021;19;9708;2912,4;6795,6
16-03-2021;20;9640;2892;6748
16-03-2021;21;10043;3012,9;7030,1
16-03-2021;22;10052;3015,6;7036,4
16-03-2021;23;9781;2934,3;6846,7
16-03-2021;24;9295;2788,5;6506,5
17-03-2021;1;8874;2662,2;6211,8
17-03-2021;2;8562;2568,6;5993,4
17-03-2021;3;8398;2519,4;5878,6
17-03-2021;4;8289;2486,7;5802,3
17-03-2021;5;8231;2469,3;5761,7
17-03-2021;6;8292;2487,6;5804,4
17-03-2021;7;8497;2549,1;5947,9
17-03-2021;8;8901;2670,3;6230,7
17-03-2021;9;9362;2808,6;6553,4
17-03-2021;10;9698;2909,4;6788,6
17-03-2021;11;9807;2942,1;6864,9
17-03-2021;12;9875;2962,5;6912,5
17-03-2021;13;9854;2956,2;6897,8
17-03-2021;14;9829;2948,7;6880,3
17-03-2021;15;9916;2974,8;6941,2
17-03-2021;16;9904;2971,2;6932,8
17-03-2021;17;9831;2949,3;6881,7
17-03-2021;18;9696;2908,8;6787,2
17-03-2021;19;9381;2814,3;6566,7
17-03-2021;20;9479;2843,7;6635,3
17-03-2021;21;9962;2988,6;6973,4
17-03-2021;22;9879;2963,7;6915,3
17-03-2021;23;9620;2886;6734
17-03-2021;24;9252;2775,6;6476,4
18-03-2021;1;8729;2618,7;6110,3
18-03-2021;2;8356;2506,8;5849,2
18-03-2021;3;8156;2446,8;5709,2
18-03-2021;4;8020;2406;5614
18-03-2021;5;8070;2421;5649
18-03-2021;6;8150;2445;5705
18-03-2021;7;8475;2542,5;5932,5
18-03-2021;8;8861;2658,3;6202,7
18-03-2021;9;9301;2790,3;6510,7
18-03-2021;10;9925;2977,5;6947,5
18-03-2021;11;10061;3018,3;7042,7
18-03-2021;12;10280;3084;7196
18-03-2021;13;10260;3078;7182
18-03-2021;14;10281;3084,3;7196,7
18-03-2021;15;10236;3070,8;7165,2
18-03-2021;16;10129;3038,7;7090,3
18-03-2021;17;10096;3028,8;7067,2
18-03-2021;18;9823;2946,9;6876,1
18-03-2021;19;9627;2888,1;6738,9
18-03-2021;20;9580;2874;6706
18-03-2021;21;9950;2985;6965
18-03-2021;22;9991;2997,3;6993,7
18-03-2021;23;9632;2889,6;6742,4
18-03-2021;24;9232;2769,6;6462,4
19-03-2021;1;8874;2662,2;6211,8
19-03-2021;2;8561;2568,3;5992,7
19-03-2021;3;8328;2498,4;5829,6
19-03-2021;4;8199;2459,7;5739,3
19-03-2021;5;8186;2455,8;5730,2
19-03-2021;6;8257;2477,1;5779,9
19-03-2021;7;8531;2559,3;5971,7
19-03-2021;8;8940;2682;6258
19-03-2021;9;9571;2871,3;6699,7
19-03-2021;10;10010;3003;7007
19-03-2021;11;10176;3052,8;7123,2
19-03-2021;12;10163;3048,9;7114,1
19-03-2021;13;10126;3037,8;7088,2
19-03-2021;14;10194;3058,2;7135,8
19-03-2021;15;10278;3083,4;7194,6
19-03-2021;16;10184;3055,2;7128,8
19-03-2021;17;10092;3027,6;7064,4
19-03-2021;18;9899;2969,7;6929,3
19-03-2021;19;9621;2886,3;6734,7
19-03-2021;20;9609;2882,7;6726,3
19-03-2021;21;9973;2991,9;6981,1
19-03-2021;22;9959;2987,7;6971,3
19-03-2021;23;9683;2904,9;6778,1
19-03-2021;24;9335;2800,5;6534,5
20-03-2021;1;9032;2709,6;6322,4
20-03-2021;2;8640;2592;6048
20-03-2021;3;8404;2521,2;5882,8
20-03-2021;4;8215;2464,5;5750,5
20-03-2021;5;8135;2440,5;5694,5
20-03-2021;6;8116;2434,8;5681,2
20-03-2021;7;8150;2445;5705
20-03-2021;8;8311;2493,3;5817,7
20-03-2021;9;8476;2542,8;5933,2
20-03-2021;10;8844;2653,2;6190,8
20-03-2021;11;9076;2722,8;6353,2
20-03-2021;12;9201;2760,3;6440,7
20-03-2021;13;9379;2813,7;6565,3
20-03-2021;14;9494;2848,2;6645,8
20-03-2021;15;9454;2836,2;6617,8
20-03-2021;16;9226;2767,8;6458,2
20-03-2021;17;9142;2742,6;6399,4
20-03-2021;18;9016;2704,8;6311,2
20-03-2021;19;9000;2700;6300
20-03-2021;20;9020;2706;6314
20-03-2021;21;9476;2842,8;6633,2
20-03-2021;22;9560;2868;6692
20-03-2021;23;9256;2776,8;6479,2
20-03-2021;24;8805;2641,5;6163,5
21-03-2021;1;8438;2531,4;5906,6
21-03-2021;2;8061;2418,3;5642,7
21-03-2021;3;7817;2345,1;5471,9
21-03-2021;4;7677;2303,1;5373,9
21-03-2021;5;7620;2286;5334
21-03-2021;6;7595;2278,5;5316,5
21-03-2021;7;7646;2293,8;5352,2
21-03-2021;8;7657;2297,1;5359,9
21-03-2021;9;7647;2294,1;5352,9
21-03-2021;10;7992;2397,6;5594,4
21-03-2021;11;8270;2481;5789
21-03-2021;12;8540;2562;5978
21-03-2021;13;8748;2624,4;6123,6
21-03-2021;14;8982;2694,6;6287,4
21-03-2021;15;8936;2680,8;6255,2
21-03-2021;16;8767;2630,1;6136,9
21-03-2021;17;8684;2605,2;6078,8
21-03-2021;18;8645;2593,5;6051,5
21-03-2021;19;8713;2613,9;6099,1
21-03-2021;20;8861;2658,3;6202,7
21-03-2021;21;9475;2842,5;6632,5
21-03-2021;22;9540;2862;6678
21-03-2021;23;9272;2781,6;6490,4
21-03-2021;24;8847;2654,1;6192,9
22-03-2021;1;8488;2546,4;5941,6
22-03-2021;2;8191;2457,3;5733,7
22-03-2021;3;7991;2397,3;5593,7
22-03-2021;4;7867;2360,1;5506,9
22-03-2021;5;7848;2354,4;5493,6
22-03-2021;6;7985;2395,5;5589,5
22-03-2021;7;8327;2498,1;5828,9
22-03-2021;8;8794;2638,2;6155,8
22-03-2021;9;9352;2805,6;6546,4
22-03-2021;10;9879;2963,7;6915,3
22-03-2021;11;10133;3039,9;7093,1
22-03-2021;12;10280;3084;7196
22-03-2021;13;10270;3081;7189
22-03-2021;14;10305;3091,5;7213,5
22-03-2021;15;10394;3118,2;7275,8
22-03-2021;16;10360;3108;7252
22-03-2021;17;10273;3081,9;7191,1
22-03-2021;18;10095;3028,5;7066,5
22-03-2021;19;9832;2949,6;6882,4
22-03-2021;20;9921;2976,3;6944,7
22-03-2021;21;10356;3106,8;7249,2
22-03-2021;22;10225;3067,5;7157,5
22-03-2021;23;9838;2951,4;6886,6
22-03-2021;24;9396;2818,8;6577,2
23-03-2021;1;8804;2641,2;6162,8
23-03-2021;2;8539;2561,7;5977,3
23-03-2021;3;8356;2506,8;5849,2
23-03-2021;4;8253;2475,9;5777,1
23-03-2021;5;8323;2496,9;5826,1
23-03-2021;6;8377;2513,1;5863,9
23-03-2021;7;8575;2572,5;6002,5
23-03-2021;8;8999;2699,7;6299,3
23-03-2021;9;9576;2872,8;6703,2
23-03-2021;10;9918;2975,4;6942,6
23-03-2021;11;9985;2995,5;6989,5
23-03-2021;12;10119;3035,7;7083,3
23-03-2021;13;10108;3032,4;7075,6
23-03-2021;14;10158;3047,4;7110,6
23-03-2021;15;10191;3057,3;7133,7
23-03-2021;16;10109;3032,7;7076,3
23-03-2021;17;10076;3022,8;7053,2
23-03-2021;18;9907;2972,1;6934,9
23-03-2021;19;9634;2890,2;6743,8
23-03-2021;20;9701;2910,3;6790,7
23-03-2021;21;10233;3069,9;7163,1
23-03-2021;22;10098;3029,4;7068,6
23-03-2021;23;9779;2933,7;6845,3
23-03-2021;24;9345;2803,5;6541,5
24-03-2021;1;8998;2699,4;6298,6
24-03-2021;2;8629;2588,7;6040,3
24-03-2021;3;8449;2534,7;5914,3
24-03-2021;4;8362;2508,6;5853,4
24-03-2021;5;8335;2500,5;5834,5
24-03-2021;6;8381;2514,3;5866,7
24-03-2021;7;8599;2579,7;6019,3
24-03-2021;8;9081;2724,3;6356,7
24-03-2021;9;9587;2876,1;6710,9
24-03-2021;10;9845;2953,5;6891,5
24-03-2021;11;9891;2967,3;6923,7
24-03-2021;12;9935;2980,5;6954,5
24-03-2021;13;9844;2953,2;6890,8
24-03-2021;14;10041;3012,3;7028,7
24-03-2021;15;10052;3015,6;7036,4
24-03-2021;16;10047;3014,1;7032,9
24-03-2021;17;10041;3012,3;7028,7
24-03-2021;18;9758;2927,4;6830,6
24-03-2021;19;9479;2843,7;6635,3
24-03-2021;20;9643;2892,9;6750,1
24-03-2021;21;10092;3027,6;7064,4
24-03-2021;22;10003;3000,9;7002,1
24-03-2021;23;9641;2892,3;6748,7
24-03-2021;24;9232;2769,6;6462,4
25-03-2021;1;8808;2642,4;6165,6
25-03-2021;2;8436;2530,8;5905,2
25-03-2021;3;8290;2487;5803
25-03-2021;4;8233;2469,9;5763,1
25-03-2021;5;8188;2456,4;5731,6
25-03-2021;6;8233;2469,9;5763,1
25-03-2021;7;8448;2534,4;5913,6
25-03-2021;8;8898;2669,4;6228,6
25-03-2021;9;9448;2834,4;6613,6
25-03-2021;10;10000;3000;7000
25-03-2021;11;10160;3048;7112
25-03-2021;12;10122;3036,6;7085,4
25-03-2021;13;10130;3039;7091
25-03-2021;14;10141;3042,3;7098,7
25-03-2021;15;10090;3027;7063
25-03-2021;16;10029;3008,7;7020,3
25-03-2021;17;9909;2972,7;6936,3
25-03-2021;18;9694;2908,2;6785,8
25-03-2021;19;9580;2874;6706
25-03-2021;20;9774;2932,2;6841,8
25-03-2021;21;10150;3045;7105
25-03-2021;22;10044;3013,2;7030,8
25-03-2021;23;9846;2953,8;6892,2
25-03-2021;24;9473;2841,9;6631,1
26-03-2021;1;9075;2722,5;6352,5
26-03-2021;2;8734;2620,2;6113,8
26-03-2021;3;8499;2549,7;5949,3
26-03-2021;4;8356;2506,8;5849,2
26-03-2021;5;8397;2519,1;5877,9
26-03-2021;6;8423;2526,9;5896,1
26-03-2021;7;8576;2572,8;6003,2
26-03-2021;8;8960;2688;6272
26-03-2021;9;9482;2844,6;6637,4
26-03-2021;10;9876;2962,8;6913,2
26-03-2021;11;9992;2997,6;6994,4
26-03-2021;12;10043;3012,9;7030,1
26-03-2021;13;9968;2990,4;6977,6
26-03-2021;14;10024;3007,2;7016,8
26-03-2021;15;10041;3012,3;7028,7
26-03-2021;16;9932;2979,6;6952,4
26-03-2021;17;9821;2946,3;6874,7
26-03-2021;18;9541;2862,3;6678,7
26-03-2021;19;9466;2839,8;6626,2
26-03-2021;20;9678;2903,4;6774,6
26-03-2021;21;10224;3067,2;7156,8
26-03-2021;22;10091;3027,3;7063,7
26-03-2021;23;9813;2943,9;6869,1
26-03-2021;24;9479;2843,7;6635,3
27-03-2021;1;9106;2731,8;6374,2
27-03-2021;2;8724;2617,2;6106,8
27-03-2021;3;8467;2540,1;5926,9
27-03-2021;4;8314;2494,2;5819,8
27-03-2021;5;8201;2460,3;5740,7
27-03-2021;6;8205;2461,5;5743,5
27-03-2021;7;8247;2474,1;5772,9
27-03-2021;8;8287;2486,1;5800,9
27-03-2021;9;8473;2541,9;5931,1
27-03-2021;10;8786;2635,8;6150,2
27-03-2021;11;8936;2680,8;6255,2
27-03-2021;12;9113;2733,9;6379,1
27-03-2021;13;9385;2815,5;6569,5
27-03-2021;14;9559;2867,7;6691,3
27-03-2021;15;9602;2880,6;6721,4
27-03-2021;16;9368;2810,4;6557,6
27-03-2021;17;9258;2777,4;6480,6
27-03-2021;18;9065;2719,5;6345,5
27-03-2021;19;9007;2702,1;6304,9
27-03-2021;20;9274;2782,2;6491,8
27-03-2021;21;9788;2936,4;6851,6
27-03-2021;22;9725;2917,5;6807,5
27-03-2021;23;9297;2789,1;6507,9
27-03-2021;24;8974;2692,2;6281,8
28-03-2021;1;8590;2577;6013
28-03-2021;2;8228;2468,4;5759,6
28-03-2021;3;7952;2385,6;5566,4
28-03-2021;4;7830;2349;5481
28-03-2021;5;7727;2318,1;5408,9
28-03-2021;6;7673;2301,9;5371,1
28-03-2021;7;7652;2295,6;5356,4
28-03-2021;8;7663;2298,9;5364,1
28-03-2021;9;7589;2276,7;5312,3
28-03-2021;10;7852;2355,6;5496,4
28-03-2021;11;8108;2432,4;5675,6
28-03-2021;12;8459;2537,7;5921,3
28-03-2021;13;8731;2619,3;6111,7
28-03-2021;14;8985;2695,5;6289,5
28-03-2021;15;8965;2689,5;6275,5
28-03-2021;16;8831;2649,3;6181,7
28-03-2021;17;8742;2622,6;6119,4
28-03-2021;18;8695;2608,5;6086,5
28-03-2021;19;8728;2618,4;6109,6
28-03-2021;20;9012;2703,6;6308,4
28-03-2021;21;8605;2581,5;6023,5
28-03-2021;22;8996;2698,8;6297,2
28-03-2021;23;8896;2668,8;6227,2
28-03-2021;24;8570;2571;5999
29-03-2021;1;8251;2475,3;5775,7
29-03-2021;2;8027;2408,1;5618,9
29-03-2021;3;7878;2363,4;5514,6
29-03-2021;4;7810;2343;5467
29-03-2021;5;7832;2349,6;5482,4
29-03-2021;6;7974;2392,2;5581,8
29-03-2021;7;8364;2509,2;5854,8
29-03-2021;8;8728;2618,4;6109,6
29-03-2021;9;9356;2806,8;6549,2
29-03-2021;10;9983;2994,9;6988,1
29-03-2021;11;10210;3063;7147
29-03-2021;12;10157;3047,1;7109,9
29-03-2021;13;10142;3042,6;7099,4
29-03-2021;14;10265;3079,5;7185,5
29-03-2021;15;10296;3088,8;7207,2
29-03-2021;16;10164;3049,2;7114,8
29-03-2021;17;10123;3036,9;7086,1
29-03-2021;18;9881;2964,3;6916,7
29-03-2021;19;9628;2888,4;6739,6
29-03-2021;20;9796;2938,8;6857,2
29-03-2021;21;10275;3082,5;7192,5
29-03-2021;22;10118;3035,4;7082,6
29-03-2021;23;9822;2946,6;6875,4
29-03-2021;24;9405;2821,5;6583,5
30-03-2021;1;8963;2688,9;6274,1
30-03-2021;2;8642;2592,6;6049,4
30-03-2021;3;8404;2521,2;5882,8
30-03-2021;4;8316;2494,8;5821,2
30-03-2021;5;8281;2484,3;5796,7
30-03-2021;6;8369;2510,7;5858,3
30-03-2021;7;8593;2577,9;6015,1
30-03-2021;8;8995;2698,5;6296,5
30-03-2021;9;9603;2880,9;6722,1
30-03-2021;10;10006;3001,8;7004,2
30-03-2021;11;10135;3040,5;7094,5
30-03-2021;12;10227;3068,1;7158,9
30-03-2021;13;10225;3067,5;7157,5
30-03-2021;14;10235;3070,5;7164,5
30-03-2021;15;10248;3074,4;7173,6
30-03-2021;16;10109;3032,7;7076,3
30-03-2021;17;10066;3019,8;7046,2
30-03-2021;18;9866;2959,8;6906,2
30-03-2021;19;9767;2930,1;6836,9
30-03-2021;20;9887;2966,1;6920,9
30-03-2021;21;10339;3101,7;7237,3
30-03-2021;22;10111;3033,3;7077,7
30-03-2021;23;9761;2928,3;6832,7
30-03-2021;24;9377;2813,1;6563,9
31-03-2021;1;8964;2689,2;6274,8
31-03-2021;2;8707;2612,1;6094,9
31-03-2021;3;8470;2541;5929
31-03-2021;4;8280;2484;5796
31-03-2021;5;8221;2466,3;5754,7
31-03-2021;6;8287;2486,1;5800,9
31-03-2021;7;8582;2574,6;6007,4
31-03-2021;8;8893;2667,9;6225,1
31-03-2021;9;9463;2838,9;6624,1
31-03-2021;10;9907;2972,1;6934,9
31-03-2021;11;10066;3019,8;7046,2
31-03-2021;12;10024;3007,2;7016,8
31-03-2021;13;10120;3036;7084
31-03-2021;14;10173;3051,9;7121,1
31-03-2021;15;10066;3019,8;7046,2
31-03-2021;16;10023;3006,9;7016,1
31-03-2021;17;9810;2943;6867
31-03-2021;18;9661;2898,3;6762,7
31-03-2021;19;9426;2827,8;6598,2
31-03-2021;20;9565;2869,5;6695,5
31-03-2021;21;10047;3014,1;7032,9
31-03-2021;22;9929;2978,7;6950,3
31-03-2021;23;9438;2831,4;6606,6
31-03-2021;24;9122;2736,6;6385,4
01-04-2021;1;8470;2541;5929
01-04-2021;2;8111;2433,3;5677,7
01-04-2021;3;7958;2387,4;5570,6
01-04-2021;4;7871;2361,3;5509,7
01-04-2021;5;7928;2378,4;5549,6
01-04-2021;6;8040;2412;5628
01-04-2021;7;8283;2484,9;5798,1
01-04-2021;8;8651;2595,3;6055,7
01-04-2021;9;9263;2778,9;6484,1
01-04-2021;10;9768;2930,4;6837,6
01-04-2021;11;9780;2934;6846
01-04-2021;12;9818;2945,4;6872,6
01-04-2021;13;9873;2961,9;6911,1
01-04-2021;14;9877;2963,1;6913,9
01-04-2021;15;9510;2853;6657
01-04-2021;16;9604;2881,2;6722,8
01-04-2021;17;9385;2815,5;6569,5
01-04-2021;18;9104;2731,2;6372,8
01-04-2021;19;8879;2663,7;6215,3
01-04-2021;20;9102;2730,6;6371,4
01-04-2021;21;9640;2892;6748
01-04-2021;22;9503;2850,9;6652,1
01-04-2021;23;9150;2745;6405
01-04-2021;24;8814;2644,2;6169,8
02-04-2021;1;8482;2544,6;5937,4
02-04-2021;2;8131;2439,3;5691,7
02-04-2021;3;7914;2374,2;5539,8
02-04-2021;4;7761;2328,3;5432,7
02-04-2021;5;7704;2311,2;5392,8
02-04-2021;6;7626;2287,8;5338,2
02-04-2021;7;7591;2277,3;5313,7
02-04-2021;8;7595;2278,5;5316,5
02-04-2021;9;7673;2301,9;5371,1
02-04-2021;10;7881;2364,3;5516,7
02-04-2021;11;8264;2479,2;5784,8
02-04-2021;12;8475;2542,5;5932,5
02-04-2021;13;8604;2581,2;6022,8
02-04-2021;14;8766;2629,8;6136,2
02-04-2021;15;8786;2635,8;6150,2
02-04-2021;16;8609;2582,7;6026,3
02-04-2021;17;8513;2553,9;5959,1
02-04-2021;18;8355;2506,5;5848,5
02-04-2021;19;8347;2504,1;5842,9
02-04-2021;20;8716;2614,8;6101,2
02-04-2021;21;9358;2807,4;6550,6
02-04-2021;22;9161;2748,3;6412,7
