Fecha;Hora;"Gx Eólica
[MW]";"Gx. Geotérmica
[MW]";"Gx Hidráulica Pasada
[MW]";"Gx Hidráulica Embalse
[MW]";"Gx Solar
[MW]";Fecha;Hora;"Demanda
[MW]";Demanda Renovable [MW];Demanda No Renovable [MW];Produccion total;Condicion;Energia faltante [MW];Demanda No Renovable real [MW];Energia vertida
10-02-2021;18;598,2993144;30,0313;208,3869773;2428,967;2580,574622;10-02-2021;18;10024;3007,177947;7016,748543;5846,259214;FALSO;;7016,748543;-2839,081267
10-02-2021;19;683,6094949;30,7642;206,9188389;2187,816;2104,930048;10-02-2021;19;9868;2960,508864;6907,854017;5214,038582;FALSO;;6907,854017;-2253,529718
10-02-2021;20;645,7478806;31,1494;210,9150775;2475,143;893,1709957;10-02-2021;20;9703;2910,998436;6792,329684;4256,126354;FALSO;;6792,329684;-1345,127918
10-02-2021;21;461,6018918;31,9749;211,6052916;2541,4365;46,7527761;10-02-2021;21;9781;2934,183457;6846,428066;3293,37136;FALSO;;6846,428066;-359,1879026
10-02-2021;22;483,3305078;32,2388;215,1672884;2644,2705;0;10-02-2021;22;10086;3025,721748;7060,017411;3375,007096;FALSO;;7060,017411;-349,2853484
10-02-2021;23;342,8194895;32,8271;219,9633759;2613,8025;0;10-02-2021;23;9912;2973,618304;6938,442709;3209,412465;FALSO;;6938,442709;-235,7941615
10-02-2021;24;201,8196197;32,6822;220,8647574;2649,642;0;10-02-2021;24;9553;2865,972733;6687,26971;3105,008577;FALSO;;6687,26971;-239,0358442
11-02-2021;1;190,495281;32,7287;229,3071461;2726,9775;0;11-02-2021;1;9070;2721,031174;6349,072738;3179,508627;FALSO;;6349,072738;-458,4774535
11-02-2021;2;167,5303386;32,7086;228,50482;2477,215;0;11-02-2021;2;8708;2612,366056;6095,520797;2905,958759;FALSO;;6095,520797;-293,5927027
11-02-2021;3;130,5978852;33,2257;226,8059101;2322,5155;0;11-02-2021;3;8455;2536,638164;5918,822383;2713,144995;FALSO;;5918,822383;-176,5068313
11-02-2021;4;137,2848004;33,096;223,4679069;2216,1895;0;11-02-2021;4;8278;2483,492121;5794,814948;2610,038207;FALSO;;5794,814948;-126,5460865
11-02-2021;5;162,8050146;33,4419;222,5640201;2149,947;0;11-02-2021;5;8223;2466,828277;5755,932647;2568,757935;FALSO;;5755,932647;-101,9296574
11-02-2021;6;154,3540257;33,7902;223,7438601;2202,1415;0;11-02-2021;6;8308;2492,527665;5815,897885;2614,029586;FALSO;;5815,897885;-121,5019208
11-02-2021;7;162,0881706;34,0013;211,4510702;2160,9755;0;11-02-2021;7;8424;2527,053995;5896,459321;2568,516041;FALSO;;5896,459321;-41,46204591
11-02-2021;8;185,6701499;34,2275;212,9851198;2154,5705;60,43187408;11-02-2021;8;8668;2600,310102;6067,390238;2647,885144;FALSO;;6067,390238;-47,57504179
11-02-2021;9;197,8542659;33,7584;213,3576977;1948,8495;894,5597265;11-02-2021;9;9219;2765,738133;6453,388978;3288,37959;FALSO;;6453,388978;-522,6414567
11-02-2021;10;175,5669236;32,7542;210,1442889;1818,906;1876,677635;11-02-2021;10;9625;2887,434621;6737,347449;4114,049048;FALSO;;6737,347449;-1226,614427
11-02-2021;11;168,5851386;32,0638;219,9946309;1855,3995;2368,191039;11-02-2021;11;9848;2954,469868;6893,763026;4644,234109;FALSO;;6893,763026;-1689,76424
11-02-2021;12;130,8663415;30,7992;223,7261268;1885,0885;2589,660533;11-02-2021;12;9994;2998,256938;6995,932855;4860,140701;FALSO;;6995,932855;-1861,883763
11-02-2021;13;145,397033;30,689;222,0052969;1841,297;2714,166505;11-02-2021;13;10092;3027,474234;7064,106547;4953,554835;FALSO;;7064,106547;-1926,080601
11-02-2021;14;202,9544278;30,5835;221,1341042;1628,0625;2771,823752;11-02-2021;14;10143;3042,914508;7100,133852;4854,558284;FALSO;;7100,133852;-1811,643776
11-02-2021;15;311,6721784;30,291;222,8193701;1750,7765;2779,157207;11-02-2021;15;10211;3063,219482;7147,512125;5094,716256;FALSO;;7147,512125;-2031,496773
11-02-2021;16;431,4383148;30,4178;217,0269061;1704,955;2744,342327;11-02-2021;16;10242;3072,534566;7169,247321;5128,180348;FALSO;;7169,247321;-2055,645782
11-02-2021;17;587,8758075;30,7394;223,5741845;1515,9125;2642,019352;11-02-2021;17;10100;3029,94191;7069,864456;5000,121244;FALSO;;7069,864456;-1970,179334
11-02-2021;18;727,3640356;31,0661;208,7686641;1468,3925;2483,782531;11-02-2021;18;9926;2977,7111;6947,992567;4919,373831;FALSO;;6947,992567;-1941,66273
11-02-2021;19;827,818814;31,8812;204,3188845;1447,266;2031,812653;11-02-2021;19;9619;2885,682684;6733,259596;4543,097552;FALSO;;6733,259596;-1657,414868
11-02-2021;20;1011,05129;33,2645;210,0065396;1809,1665;814,0830835;11-02-2021;20;9390;2817,06711;6573,156589;3877,571913;FALSO;;6573,156589;-1060,504804
11-02-2021;21;1017,363461;36,3068;220,8069963;2232,683;25,7219345;11-02-2021;21;9476;2842,798067;6633,19549;3532,882192;FALSO;;6633,19549;-690,0841249
11-02-2021;22;998,295478;36,4582;224,3631621;2518,8855;0;11-02-2021;22;9907;2972,113698;6934,931961;3778,00234;FALSO;;6934,931961;-805,8886425
11-02-2021;23;785,4181268;36,715;222,3429707;2688,172;0;11-02-2021;23;9748;2924,473325;6823,771093;3732,648098;FALSO;;6823,771093;-808,1747721
11-02-2021;24;606,5075324;36,4155;218,3910465;2651,9875;0;11-02-2021;24;9317;2795,050083;6521,783527;3513,301579;FALSO;;6521,783527;-718,2514957
12-02-2021;1;543,0658424;36,3;219,2083321;2422,0555;0;12-02-2021;1;8899;2669,668668;6229,226893;3220,629675;FALSO;;6229,226893;-550,9610063
12-02-2021;2;477,2609372;36,6547;223,9586518;2253,483;0;12-02-2021;2;8493;2548,001403;5945,336607;2991,357289;FALSO;;5945,336607;-443,3558861
12-02-2021;3;514,745532;36,8423;224,2659487;2218,749;0;12-02-2021;3;8236;2470,717047;5765,006443;2994,602781;FALSO;;5765,006443;-523,8857339
12-02-2021;4;506,0435093;36,9757;221,9554061;2142,8665;0;12-02-2021;4;8089;2426,605782;5662,080159;2907,841115;FALSO;;5662,080159;-481,2353329
12-02-2021;5;457,1063368;36,5728;221,654503;2209,165;0;12-02-2021;5;7961;2388,415654;5572,969859;2924,49864;FALSO;;5572,969859;-536,0829858
12-02-2021;6;469,701559;36,7403;224,8120048;2231,721;0;12-02-2021;6;8017;2405,187656;5612,10453;2962,974864;FALSO;;5612,10453;-557,7872081
12-02-2021;7;438,7963007;37,2115;216,1453255;2107,15;0,110959901;12-02-2021;7;8243;2472,815919;5769,903811;2799,414086;FALSO;;5769,903811;-326,5981672
12-02-2021;8;369,7545966;37,4802;213,457609;2145,025;38,04413062;12-02-2021;8;8483;2544,816058;5937,904136;2803,761536;FALSO;;5937,904136;-258,945478
12-02-2021;9;299,2202372;36,7118;212,5959576;1949,671;890,6014767;12-02-2021;9;8944;2683,209967;6260,823257;3388,800472;FALSO;;6260,823257;-705,590504
12-02-2021;10;223,5751577;35,8992;207,0083328;1800,079;2032,085157;12-02-2021;10;9411;2823,288134;6587,672313;4298,646848;FALSO;;6587,672313;-1475,358713
12-02-2021;11;170,6407576;33,004;209,8022397;1740,3035;2498,872749;12-02-2021;11;9642;2892,605401;6749,412603;4652,623246;FALSO;;6749,412603;-1760,017845
12-02-2021;12;161,2948446;32,9065;214,2315794;1724,071;2709,777307;12-02-2021;12;9723;2917,047093;6806,443218;4842,281231;FALSO;;6806,443218;-1925,234138
12-02-2021;13;201,3092173;34,0857;211,9602552;1704,1975;2852,690593;12-02-2021;13;9815;2944,497445;6870,494038;5004,243266;FALSO;;6870,494038;-2059,745821
12-02-2021;14;278,7374141;33,4676;215,3064671;1587,1355;2896,459887;12-02-2021;14;9940;2982,149827;6958,349595;5011,106868;FALSO;;6958,349595;-2028,957042
12-02-2021;15;321,7204269;33,1814;219,0546983;1626,641;2870,881445;12-02-2021;15;10005;3001,365275;7003,185642;5071,47897;FALSO;;7003,185642;-2070,113695
12-02-2021;16;363,287734;33,1663;217,0450392;1835,2895;2793,639025;12-02-2021;16;10093;3027,888357;7065,072834;5242,427598;FALSO;;7065,072834;-2214,539241
12-02-2021;17;451,1753172;33,5375;218,6176886;1718,481;2717,479489;12-02-2021;17;9995;2998,581702;6996,690637;5139,290995;FALSO;;6996,690637;-2140,709293
12-02-2021;18;593,5258229;34,8505;201,4695;1582,679;2570,259671;12-02-2021;18;9800;2939,960218;6859,907176;4982,784494;FALSO;;6859,907176;-2042,824275
12-02-2021;19;680,6505663;34,7418;203,2838019;1645,905;2111,506557;12-02-2021;19;9473;2842,000132;6631,333642;4676,087725;FALSO;;6631,333642;-1834,087593
12-02-2021;20;745,7503148;35,8472;202,2432313;1970,3435;907,9873671;12-02-2021;20;9399;2819,730314;6579,370732;3862,171613;FALSO;;6579,370732;-1042,441299
12-02-2021;21;842,4593915;37,3303;211,4799404;2218,671;37,81133549;12-02-2021;21;9368;2810,3903;6557,577367;3347,751967;FALSO;;6557,577367;-537,3616673
12-02-2021;22;740,5226106;38,6039;215,7621102;2499,8085;0;12-02-2021;22;9791;2937,292345;6853,682138;3494,697121;FALSO;;6853,682138;-557,404776
12-02-2021;23;566,8699428;38,6583;213,2514297;2572,478;0;12-02-2021;23;9597;2879,083445;6717,861373;3391,257673;FALSO;;6717,861373;-512,174227
12-02-2021;24;481,5786784;38,6565;212,9418586;2544,9035;0;12-02-2021;24;9316;2794,902272;6521,438635;3278,080537;FALSO;;6521,438635;-483,1782649
13-02-2021;1;480,783641;38,6655;219,8501256;2211,3405;0;13-02-2021;1;9002;2700,642249;6301,498582;2950,639767;FALSO;;6301,498582;-249,9975172
13-02-2021;2;431,8658976;38,7385;213,908098;2103,4005;0;13-02-2021;2;8718;2615,349607;6102,482416;2787,912996;FALSO;;6102,482416;-172,5633889
13-02-2021;3;401,4094643;39,427;217,1594044;2077,011;0;13-02-2021;3;8438;2531,263065;5906,280484;2735,006869;FALSO;;5906,280484;-203,7438042
13-02-2021;4;417,1324041;38,5905;216,7175284;2214,7835;0;13-02-2021;4;8242;2472,592924;5769,383489;2887,223933;FALSO;;5769,383489;-414,6310088
13-02-2021;5;407,7253395;39,5795;216,5523121;2338,878;0;13-02-2021;5;8201;2460,218837;5740,510621;3002,735152;FALSO;;5740,510621;-542,5163141
13-02-2021;6;433,2941591;40,4378;216,8906128;2062,953;0;13-02-2021;6;8208;2462,506103;5745,847574;2753,575572;FALSO;;5745,847574;-291,0694685
13-02-2021;7;475,2131796;40,4854;212,0470018;1872,925;0;13-02-2021;7;8205;2461,431415;5743,339969;2600,670581;FALSO;;5743,339969;-139,2391661
13-02-2021;8;511,6913576;40,4711;210,9007092;1904,189;33,60246682;13-02-2021;8;8163;2448,751421;5713,753315;2700,854634;FALSO;;5713,753315;-252,1032127
13-02-2021;9;435,9866956;39,8015;206,2279929;1738,685;814,2059164;13-02-2021;9;8387;2516,062902;5870,813439;3234,907105;FALSO;;5870,813439;-718,8442026
13-02-2021;10;294,5368067;37,065;207,2231748;1626,275;1849,98615;13-02-2021;10;8786;2635,840816;6150,295236;4015,086132;FALSO;;6150,295236;-1379,245316
13-02-2021;11;186,2717491;35,4859;211,7553356;1492,096;2325,564789;13-02-2021;11;9135;2740,476157;6394,444366;4251,173774;FALSO;;6394,444366;-1510,697617
13-02-2021;12;153,1642687;34,3968;216,3734963;1455,865;2546,626152;13-02-2021;12;9242;2772,455796;6469,063523;4406,425717;FALSO;;6469,063523;-1633,969921
13-02-2021;13;175,7558382;33,906;216,171259;1343,43;2618,2244;13-02-2021;13;9255;2776,564643;6478,650834;4387,487497;FALSO;;6478,650834;-1610,922854
13-02-2021;14;190,8691548;33,785;216,2695397;1329,05;2734,839586;13-02-2021;14;9273;2781,806248;6490,881246;4504,813281;FALSO;;6490,881246;-1723,007032
13-02-2021;15;248,8471354;33,6965;218,5401871;1329,873;2747,487832;13-02-2021;15;9284;2785,142287;6498,665336;4578,444655;FALSO;;6498,665336;-1793,302368
13-02-2021;16;410,3768622;33,9998;217,0291261;1296,8035;2720,56881;13-02-2021;16;9166;2749,914534;6416,467247;4678,778098;FALSO;;6416,467247;-1928,863564
13-02-2021;17;581,8252514;34,138;215,4326691;1279,691;2684,385467;13-02-2021;17;9024;2707,083239;6316,527557;4795,472388;FALSO;;6316,527557;-2088,389149
13-02-2021;18;746,3012399;35,4399;196,6821229;1260;2548,094142;13-02-2021;18;9006;2701,823454;6304,254726;4786,517405;FALSO;;6304,254726;-2084,693951
13-02-2021;19;1069,74239;37,77;198,6016175;1343,2405;2187,743072;13-02-2021;19;8998;2699,277424;6298,313988;4837,09758;FALSO;;6298,313988;-2137,820156
13-02-2021;20;1304,402258;38,2533;206,3224291;1719,6265;900,7315432;13-02-2021;20;8961;2688,352657;6272,822866;4169,33603;FALSO;;6272,822866;-1480,983374
13-02-2021;21;1357,459189;37,7943;211,6703269;2117,5385;30,15597108;13-02-2021;21;9074;2722,077248;6351,513578;3754,618287;FALSO;;6351,513578;-1032,541039
13-02-2021;22;1349,401956;39,6687;203,9897561;2172,934;0;13-02-2021;22;9441;2832,234001;6608,546002;3765,994412;FALSO;;6608,546002;-933,7604111
13-02-2021;23;1214,492306;40,0853;193,9989694;2161,3005;0;13-02-2021;23;9265;2779,639018;6485,824376;3609,877075;FALSO;;6485,824376;-830,2380572
13-02-2021;24;1283,511109;40,0604;197,5723827;1938,156;0;13-02-2021;24;8943;2682,92385;6260,155651;3459,299892;FALSO;;6260,155651;-776,3760413
14-02-2021;1;1062,628843;40,1933;217,8322733;2038,3455;0;14-02-2021;1;8486;2545,859043;5940,337767;3358,999916;FALSO;;5940,337767;-813,1408733
14-02-2021;2;845,3189202;40,625;216,6452962;2027,522;0;14-02-2021;2;8124;2437,116572;5686,605335;3130,111216;FALSO;;5686,605335;-692,9946444
14-02-2021;3;810,4437598;40,0345;214,4585837;1779,259;0;14-02-2021;3;7849;2354,777858;5494,481669;2844,195844;FALSO;;5494,481669;-489,4179854
14-02-2021;4;792,4664576;40,304;214,7053065;1637,3295;0;14-02-2021;4;7661;2298,225046;5362,525107;2684,805264;FALSO;;5362,525107;-386,5802184
14-02-2021;5;720,9253548;38,9928;214,96924;1587,7435;0;14-02-2021;5;7522;2256,621273;5265,449637;2562,630895;FALSO;;5265,449637;-306,0096218
14-02-2021;6;642,43714;38,6319;215,7087577;1617,459;0;14-02-2021;6;7450;2234,973089;5214,937207;2514,236798;FALSO;;5214,937207;-279,2637088
14-02-2021;7;671,8870554;39,6503;212,7366161;1767,016;0;14-02-2021;7;7425;2227,584971;5197,698265;2691,289972;FALSO;;5197,698265;-463,7050009
14-02-2021;8;716,3620764;38,8823;203,6556875;1583,419;32,27478268;14-02-2021;8;7264;2179,256387;5084,931569;2574,593847;FALSO;;5084,931569;-395,3374601
14-02-2021;9;689,4770786;38,208;207,3953688;1263,998;779,50932;14-02-2021;9;7348;2204,481653;5143,790524;2978,587767;FALSO;;5143,790524;-774,1061144
14-02-2021;10;614,2668852;37,2714;207,1737015;1247,8005;1868,090493;14-02-2021;10;7657;2297,084759;5359,864437;3974,60298;FALSO;;5359,864437;-1677,518221
14-02-2021;11;547,0378849;35,9171;212,07377;1316,7355;2435,905291;14-02-2021;11;7986;2395,850476;5590,317778;4547,669546;FALSO;;5590,317778;-2151,819069
14-02-2021;12;533,3056773;35,5459;212,6541493;1294,608;2671,042743;14-02-2021;12;8182;2454,619235;5727,444883;4747,15647;FALSO;;5727,444883;-2292,537234
14-02-2021;13;652,1657895;34,9213;202,1543468;1267,852;2829,355479;14-02-2021;13;8326;2497,82566;5828,259873;4986,448915;FALSO;;5828,259873;-2488,623255
14-02-2021;14;791,4688137;34,412;207,8205507;1273,4165;2915,157688;14-02-2021;14;8502;2550,66498;5951,55162;5222,275552;FALSO;;5951,55162;-2671,610572
14-02-2021;15;906,4811098;34,6403;218,9951294;1276,1045;2957,193515;14-02-2021;15;8533;2559,943757;5973,2021;5393,414554;FALSO;;5973,2021;-2833,470797
14-02-2021;16;899,0966969;34,441;218,374528;1299,5095;2989,278944;14-02-2021;16;8450;2535,110393;5915,257583;5440,700669;FALSO;;5915,257583;-2905,590276
14-02-2021;17;942,1011457;33,4785;220,2214884;1291,9055;2943,519111;14-02-2021;17;8414;2524,108624;5889,586788;5431,225745;FALSO;;5889,586788;-2907,117122
14-02-2021;18;1071,930338;35,4202;204,8722078;1269,2415;2750,658406;14-02-2021;18;8439;2531,821067;5907,58249;5332,122652;FALSO;;5907,58249;-2800,301585
14-02-2021;19;1279,563341;35,9655;205,2787488;1319,7375;2279,913809;14-02-2021;19;8417;2525,135446;5891,982706;5120,458899;FALSO;;5891,982706;-2595,323453
14-02-2021;20;1208,321736;36,2775;206,8060922;1520,216;941,241167;14-02-2021;20;8468;2540,457802;5927,734872;3912,862495;FALSO;;5927,734872;-1372,404693
14-02-2021;21;1202,634245;38,0182;212,8055173;1717,9125;30,76277212;14-02-2021;21;8671;2601,389216;6069,908171;3202,133234;FALSO;;6069,908171;-600,7440183
14-02-2021;22;1011,835067;39,0985;191,3007247;2076,048;0;14-02-2021;22;9134;2740,332708;6394,109651;3318,282292;FALSO;;6394,109651;-577,949584
14-02-2021;23;828,3395326;40,1722;197,6297257;2241,771;0;14-02-2021;23;8975;2692,557074;6282,633172;3307,912458;FALSO;;6282,633172;-615,3553846
14-02-2021;24;717,5110609;40,0939;197,855822;2200,9185;0;14-02-2021;24;8576;2572,793644;6003,185169;3156,379283;FALSO;;6003,185169;-583,5856391
15-02-2021;1;693,6512003;40,024;208,871018;1938,432;0;15-02-2021;1;8248;2474,435548;5773,682945;2880,978218;FALSO;;5773,682945;-406,5426702
15-02-2021;2;597,3680662;31,2132;215,8408218;1657,7065;0;15-02-2021;2;7888;2366,290012;5521,343361;2502,128588;FALSO;;5521,343361;-135,8385763
15-02-2021;3;623,1455691;19,9492;215,6320862;1479,2555;0;15-02-2021;3;7657;2296,964166;5359,583053;2337,982355;FALSO;;5359,583053;-41,01818957
15-02-2021;4;602,6688762;26,5323;214,3519895;1467,7805;0;15-02-2021;4;7555;2266,553208;5288,624153;2311,333666;FALSO;;5288,624153;-44,78045735
15-02-2021;5;558,2037371;41,0347;213,6015673;1462,205;0;15-02-2021;5;7528;2258,258472;5269,269767;2275,045004;FALSO;;5269,269767;-16,78653266
15-02-2021;6;542,8206167;41,1902;215,1652461;1519,1285;0;15-02-2021;6;7643;2292,925669;5350,159895;2318,304563;FALSO;;5350,159895;-25,37889367
15-02-2021;7;526,2585716;40,5582;212,5059866;1503,2975;0,794620807;15-02-2021;7;7859;2357,800512;5501,534528;2283,414879;VERDADERO;74,38563282;5575,92016;
15-02-2021;8;490,9822904;40,8627;196,307575;1515,3075;63,38240907;15-02-2021;8;8165;2449,601225;5715,736192;2306,842474;VERDADERO;142,7587508;5858,494943;
15-02-2021;9;337,4070945;40,7584;195,8045515;1419,8615;979,9516293;15-02-2021;9;8799;2639,672622;6159,236118;2973,783175;FALSO;;6159,236118;-334,1105534
15-02-2021;10;201,2118919;39,4918;191,4204068;1370,464;2082,062814;15-02-2021;10;9300;2789,910551;6509,791285;3884,650913;FALSO;;6509,791285;-1094,740362
15-02-2021;11;165,2741672;37,5717;193,2001637;1356,996;2441,768116;15-02-2021;11;9592;2877,629058;6714,467802;4194,810147;FALSO;;6714,467802;-1317,181089
15-02-2021;12;155,8613718;37,275;192,0170887;1344,2045;2657,885713;15-02-2021;12;9813;2943,751713;6868,753998;4387,243674;FALSO;;6868,753998;-1443,49196
15-02-2021;13;199,6268221;36,7852;198,5000832;1305,816;2827,916007;15-02-2021;13;9853;2955,812951;6896,896885;4568,644112;FALSO;;6896,896885;-1612,831162
15-02-2021;14;266,0031135;36,577;199,7021224;1318,291;2878,359653;15-02-2021;14;9962;2988,692728;6973,616365;4698,932889;FALSO;;6973,616365;-1710,240161
15-02-2021;15;322,3948113;35,9777;199,1806509;1316,9605;2867,279999;15-02-2021;15;10104;3031,106558;7072,581968;4741,793661;FALSO;;7072,581968;-1710,687103
15-02-2021;16;372,5843967;36,3719;199,5559832;1327,5535;2872,752462;15-02-2021;16;10150;3045,13831;7105,322724;4808,818242;FALSO;;7105,322724;-1763,679932
15-02-2021;17;451,8088633;36,1351;197,5043241;1314,174;2833,392853;15-02-2021;17;10115;3034,63867;7080,823564;4833,01514;FALSO;;7080,823564;-1798,37647
15-02-2021;18;548,919339;36,3652;185,6391479;1286,2295;2668,855742;15-02-2021;18;9960;2988,063617;6972,148441;4726,008929;FALSO;;6972,148441;-1737,945312
15-02-2021;19;618,8359429;38,26;185,3592404;1341,565;2198,342579;15-02-2021;19;9635;2890,465994;6744,420654;4382,362762;FALSO;;6744,420654;-1491,896768
15-02-2021;20;719,16615;39,4932;185,7136575;2076,799;851,6910319;15-02-2021;20;9529;2858,842967;6670,633589;3872,863039;FALSO;;6670,633589;-1014,020073
15-02-2021;21;701,889812;40,3792;188,9648209;2622,898;26,06821493;15-02-2021;21;9767;2930,218029;6837,175402;3580,200048;FALSO;;6837,175402;-649,9820186
15-02-2021;22;655,2722002;41,5095;193,5879226;2840,7485;0;15-02-2021;22;10140;3042,028259;7098,065937;3731,118123;FALSO;;7098,065937;-689,089864
15-02-2021;23;602,1287449;42,7064;201,5403777;2690,5005;0;15-02-2021;23;9928;2978,27278;6949,303152;3536,876023;FALSO;;6949,303152;-558,603243
15-02-2021;24;494,8036758;42,7394;201,940818;2641,4935;0;15-02-2021;24;9460;2837,976479;6621,945117;3380,977394;FALSO;;6621,945117;-543,0009149
16-02-2021;1;431,9093795;42,6816;207,4007854;2106,173;0;16-02-2021;1;9045;2713,404289;6331,276673;2788,164765;FALSO;;6331,276673;-74,76047632
16-02-2021;2;340,8287754;42,8647;206,9742101;1944,5435;0;16-02-2021;2;8636;2590,73577;6045,050131;2535,211186;VERDADERO;55,52458493;6100,574716;
16-02-2021;3;424,4652839;42,7995;201,1336091;1759,0485;0;16-02-2021;3;8352;2505,713911;5846,665792;2427,446893;VERDADERO;78,26701769;5924,932809;
16-02-2021;4;437,8821363;42,5785;200,2749238;1780,7345;0;16-02-2021;4;8177;2453,168498;5724,059829;2461,47006;FALSO;;5724,059829;-8,301562134
16-02-2021;5;432,1400275;42,3565;201,029498;1718,5395;0;16-02-2021;5;8158;2447,291059;5710,345805;2394,065526;VERDADERO;53,22553395;5763,571339;
16-02-2021;6;429,846009;41,539;196,9412654;1737,96;0;16-02-2021;6;8269;2480,827355;5788,597162;2406,286274;VERDADERO;74,5410809;5863,138243;
16-02-2021;7;369,3560585;41,401;196,2088614;1717,2015;0;16-02-2021;7;8386;2515,671941;5869,901195;2324,16742;VERDADERO;191,5045209;6061,405716;
16-02-2021;8;333,9202168;41,196;190,7110467;1884,368;50,81834279;16-02-2021;8;8580;2573,952789;6005,88984;2501,013606;VERDADERO;72,93918229;6078,829022;
16-02-2021;9;304,8050635;40,6005;189,9927138;1897,31;943,1486754;16-02-2021;9;9031;2709,326392;6321,761582;3375,856953;FALSO;;6321,761582;-666,5305602
16-02-2021;10;182,0392195;40,084;189,2921422;1781,696;1952,444738;16-02-2021;10;9423;2826,956291;6596,231346;4145,5561;FALSO;;6596,231346;-1318,599808
16-02-2021;11;129,2012562;39,6245;189,8664132;1859,8305;2282,764071;16-02-2021;11;9660;2897,970302;6761,930704;4501,28674;FALSO;;6761,930704;-1603,316439
16-02-2021;12;141,5461686;39,436;188,8513914;1703,123;2539,866907;16-02-2021;12;9771;2931,343819;6839,802244;4612,823467;FALSO;;6839,802244;-1681,479648
16-02-2021;13;226,7151813;38,6405;197,0749186;1569,6685;2649,603725;16-02-2021;13;9819;2945,801176;6873,536077;4681,702825;FALSO;;6873,536077;-1735,901649
16-02-2021;14;317,6217811;38,159;196,9888596;1549,7415;2709,186488;16-02-2021;14;9928;2978,38375;6949,562083;4811,697629;FALSO;;6949,562083;-1833,313879
16-02-2021;15;423,690252;38,2825;198,8236815;1501,433;2716,808027;16-02-2021;15;10009;3002,585484;7006,032795;4879,037461;FALSO;;7006,032795;-1876,451977
16-02-2021;16;535,788701;38,218;198,6037183;1406,168;2704,947319;16-02-2021;16;9997;2999,136928;6997,986164;4883,725738;FALSO;;6997,986164;-1884,588811
16-02-2021;17;664,6127911;37,449;199,0617794;1383,7565;2630,296069;16-02-2021;17;9875;2962,356482;6912,165126;4915,17614;FALSO;;6912,165126;-1952,819657
16-02-2021;18;845,5970566;39,2545;186,421114;1319,8415;2490,606133;16-02-2021;18;9647;2894,133555;6752,978295;4881,720304;FALSO;;6752,978295;-1987,586749
16-02-2021;19;930,8544873;40,636;186,887489;1345,298;2052,093601;16-02-2021;19;9464;2839,262998;6624,946995;4555,769577;FALSO;;6624,946995;-1716,506579
16-02-2021;20;869,5351673;41,528;189,4064192;1911,5645;824,2794718;16-02-2021;20;9474;2842,217333;6631,840445;3836,313558;FALSO;;6631,840445;-994,0962249
16-02-2021;21;744,1021598;42,1685;188,6322504;2275,732;18,73307298;16-02-2021;21;9601;2880,249889;6720,583075;3269,367983;FALSO;;6720,583075;-389,118094
16-02-2021;22;637,0923498;42,19;193,0388718;2540,275;0;16-02-2021;22;9960;2988,148948;6972,347546;3412,596222;FALSO;;6972,347546;-424,4472731
16-02-2021;23;631,4855144;43,125;186,1866288;2328,179;0;16-02-2021;23;9733;2919,832392;6812,942247;3188,976143;FALSO;;6812,942247;-269,1437516
16-02-2021;24;573,0305639;42,404;189,3091068;2088,796;0;16-02-2021;24;9291;2787,354041;6503,826095;2893,539671;FALSO;;6503,826095;-106,18563
17-02-2021;1;465,0748201;41,8755;202,2028694;1937,328;0;17-02-2021;1;8882;2664,552313;6217,288731;2646,48119;VERDADERO;18,07112365;6235,359854;
17-02-2021;2;449,9232277;41,6465;205,8243645;1548,5075;0;17-02-2021;2;8523;2556,810774;5965,891805;2245,901592;VERDADERO;310,9091815;6276,800987;
17-02-2021;3;436,2468708;41,413;200,6755221;1365,935;0;17-02-2021;3;8316;2494,814523;5821,233887;2044,270393;VERDADERO;450,54413;6271,778017;
17-02-2021;4;405,7322069;41,728;192,5873363;1361,845;0;17-02-2021;4;8192;2457,457934;5734,068513;2001,892543;VERDADERO;455,565391;6189,633904;
17-02-2021;5;361,2780546;42,0415;195,3801075;1355,0935;0;17-02-2021;5;8135;2440,526683;5694,56226;1953,793162;VERDADERO;486,7335209;6181,295781;
17-02-2021;6;324,7479196;42,178;195,5273694;1373,669;0;17-02-2021;6;8191;2457,447353;5734,043825;1936,122289;VERDADERO;521,3250644;6255,368889;
17-02-2021;7;322,709211;43,094;188,590395;1352,074;0;17-02-2021;7;8347;2503,970858;5842,598668;1906,467606;VERDADERO;597,5032517;6440,10192;
17-02-2021;8;336,485658;43,2025;188,3331074;1467,5635;32,54779117;17-02-2021;8;8605;2581,58983;6023,709603;2068,132557;VERDADERO;513,4572734;6537,166877;
17-02-2021;9;267,5473807;41,9725;183,8755923;1435,7855;951,2535958;17-02-2021;9;9047;2714,121783;6332,950826;2880,434569;FALSO;;6332,950826;-166,3127863
17-02-2021;10;146,8042701;39,512;185,7524531;1457,331;2169,421497;17-02-2021;10;9518;2855,367197;6662,523461;3998,82122;FALSO;;6662,523461;-1143,454023
17-02-2021;11;162,1811679;38,675;186,6938182;1393,1125;2609,591159;17-02-2021;11;9715;2914,593436;6800,718016;4390,253645;FALSO;;6800,718016;-1475,66021
17-02-2021;12;241,4227552;38,099;189,2967243;1322,0535;2860,36999;17-02-2021;12;9868;2960,436947;6907,686211;4651,24197;FALSO;;6907,686211;-1690,805022
