Fecha;Hora;"Gx Eólica
[MW]";"Gx. Geotérmica
[MW]";"Gx Hidráulica Pasada
[MW]";"Gx Hidráulica Embalse
[MW]";"Gx Solar
[MW]";Fecha;Hora;"Demanda
[MW]";Demanda Renovable [MW];Demanda No Renovable [MW];Produccion total;Condicion;Energia faltante [MW];Demanda No Renovable real [MW];Energia vertida
01-09-2020;1;263,1994906;30,7763;255,9749896;2098,41656;0;01-09-2020;1;8745;2623,509125;6121,521291;2648,36734;FALSO;;6121,521291;-24,85821535
01-09-2020;2;223,5895121;31,295;249,4731021;1991,35802;0;01-09-2020;2;8263;2478,834548;5783,947279;2495,715634;FALSO;;5783,947279;-16,88108598
01-09-2020;3;210,8630204;31,4731;243,5921167;2037,5925;0;01-09-2020;3;8000;2399,996473;5599,991771;2523,520737;FALSO;;5599,991771;-123,5242636
01-09-2020;4;152,4406106;30,9035;242,4964653;1967,9392;0;01-09-2020;4;7880;2364,11168;5516,260587;2393,779776;FALSO;;5516,260587;-29,6680956
01-09-2020;5;127,1676571;30,9063;241,6478643;1851,47918;0;01-09-2020;5;7832;2349,490107;5482,143582;2251,201001;VERDADERO;98,28910523;5580,432687;
01-09-2020;6;141,6843518;31,3;240,7340427;1849,77122;0;01-09-2020;6;7872;2361,501531;5510,170238;2263,489615;VERDADERO;98,01191611;5608,182154;
01-09-2020;7;204,7113373;30,2356;239,3825776;1760,29102;0;01-09-2020;7;8103;2431,029607;5672,402416;2234,620535;VERDADERO;196,4090719;5868,811488;
01-09-2020;8;241,2576422;29,921;237,9794341;1828,31666;91,65838372;01-09-2020;8;8287;2485,950492;5800,551147;2429,13312;VERDADERO;56,81737166;5857,368519;
01-09-2020;9;229,325558;29,4214;232,5907556;2181,88804;422,4500291;01-09-2020;9;9022;2706,677746;6315,581407;3095,675783;FALSO;;6315,581407;-388,9980368
01-09-2020;10;248,7922447;29,3978;235,5159471;2300,40402;822,2484145;01-09-2020;10;9631;2889,337713;6741,787997;3636,358426;FALSO;;6741,787997;-747,0207132
01-09-2020;11;275,4999657;28,7168;234,5606708;2300,98236;1097,657688;01-09-2020;11;9881;2964,287633;6916,671143;3937,417485;FALSO;;6916,671143;-973,1298518
01-09-2020;12;309,2281681;28,4498;237,4052461;2240,4844;1404,389128;01-09-2020;12;9973;2992,04718;6981,44342;4219,956742;FALSO;;6981,44342;-1227,909562
01-09-2020;13;377,0017171;28,5431;240,4049608;2211,41808;1598,095547;01-09-2020;13;9933;2980,015;6953,368333;4455,463405;FALSO;;6953,368333;-1475,448405
01-09-2020;14;386,6479716;28,6238;236,5572593;2192,25272;1649,70948;01-09-2020;14;9912;2973,534137;6938,24632;4493,791231;FALSO;;6938,24632;-1520,257094
01-09-2020;15;404,4955594;27,1578;236,5815678;2114,83376;1662,633398;01-09-2020;15;9838;2951,545478;6886,939448;4445,702085;FALSO;;6886,939448;-1494,156608
01-09-2020;16;411,2624453;25,5512;237,4099946;2043,64006;1702,687679;01-09-2020;16;9695;2908,630504;6786,80451;4420,551379;FALSO;;6786,80451;-1511,920875
01-09-2020;17;410,8373985;26,4928;245,4881576;2090,71684;1568,363111;01-09-2020;17;9532;2859,697131;6672,626639;4341,898307;FALSO;;6672,626639;-1482,201176
01-09-2020;18;458,2546088;26,7024;253,0225461;2129,62734;833,3793104;01-09-2020;18;9358;2807,429938;6550,669856;3700,986205;FALSO;;6550,669856;-893,556267
01-09-2020;19;463,4128469;27,1451;269,1078202;2786,79558;78,9495373;01-09-2020;19;9801;2940,436745;6861,019073;3625,410884;FALSO;;6861,019073;-684,9741389
01-09-2020;20;372,9219726;28,5084;281,4073975;3307,39332;1,323927124;01-09-2020;20;10299;3089,569597;7208,995727;3991,555017;FALSO;;7208,995727;-901,9854201
01-09-2020;21;336,9563954;29,8983;289,2004216;3130,28538;0;01-09-2020;21;10150;3044,85848;7104,669787;3786,340497;FALSO;;7104,669787;-741,482017
01-09-2020;22;424,8000694;31,5241;290,5089778;2815,6764;0;01-09-2020;22;10038;3011,404997;7026,61166;3562,509547;FALSO;;7026,61166;-551,1045501
01-09-2020;23;429,8277998;33,0335;289,2253965;2414,07354;0;01-09-2020;23;9667;2899,966118;6766,587609;3166,160236;FALSO;;6766,587609;-266,194118
01-09-2020;24;387,1808126;33,5534;281,1089992;1915,05152;0;01-09-2020;24;9178;2753,483891;6424,795745;2616,894732;VERDADERO;136,5891588;6561,384903;
02-09-2020;1;365,4533656;31,975;260,2845683;1959,40028;0;02-09-2020;1;8675;2602,57031;6072,664057;2617,113214;FALSO;;6072,664057;-14,54290394
02-09-2020;2;361,5876329;31,8022;257,1453017;1781,90918;0;02-09-2020;2;8231;2469,193002;5761,450337;2432,444315;VERDADERO;36,74868717;5798,199025;
02-09-2020;3;339,1831722;31,9837;258,7554657;1856,1849;0;02-09-2020;3;7961;2388,317874;5572,741706;2486,107238;FALSO;;5572,741706;-97,78936393
02-09-2020;4;385,0836146;32,3891;257,8368094;1738,1548;0;02-09-2020;4;7810;2342,961821;5466,910917;2413,464324;FALSO;;5466,910917;-70,50250252
02-09-2020;5;526,4311671;33,6415;259,0325998;1638,00028;0;02-09-2020;5;7758;2327,43826;5430,689274;2457,105547;FALSO;;5430,689274;-129,6672868
02-09-2020;6;702,709464;33,615;259,4793144;1606,88942;0;02-09-2020;6;7808;2342,422211;5465,651825;2602,693198;FALSO;;5465,651825;-260,2709876
02-09-2020;7;639,2712107;33,6117;256,1328244;1746,4906;1,768146521;02-09-2020;7;8010;2403,083886;5607,195734;2677,274482;FALSO;;5607,195734;-274,1905956
02-09-2020;8;538,8505095;33,0622;249,6106217;1616,28562;416,0142365;02-09-2020;8;8167;2450,243815;5717,235567;2853,823188;FALSO;;5717,235567;-403,5793731
02-09-2020;9;610,2349256;31,6325;244,9806522;1696,9473;1358,571752;02-09-2020;9;8635;2590,395865;6044,257018;3942,36713;FALSO;;6044,257018;-1351,971265
02-09-2020;10;623,2619203;30,4962;241,1545078;1635,62322;2125,894036;02-09-2020;10;9108;2732,293082;6375,350524;4656,429884;FALSO;;6375,350524;-1924,136803
02-09-2020;11;751,5815529;29,7728;243,7757636;1864,413;2448,621392;02-09-2020;11;9265;2779,368262;6485,192612;5338,164509;FALSO;;6485,192612;-2558,796246
02-09-2020;12;858,635933;26,7066;244,9657023;1902,4946;2361,732417;02-09-2020;12;9264;2779,111858;6484,594335;5394,535252;FALSO;;6484,594335;-2615,423394
02-09-2020;13;1047,63144;13,763;245,9686193;1632,6615;2352,796924;02-09-2020;13;9173;2751,828512;6420,933194;5292,821483;FALSO;;6420,933194;-2540,992972
02-09-2020;14;1023,013845;8,4449;245,936342;1684,5035;2323,982797;02-09-2020;14;9181;2754,230004;6426,536677;5285,881384;FALSO;;6426,536677;-2531,65138
02-09-2020;15;996,8075503;6,8166;246,5436674;1692,6735;2273,928847;02-09-2020;15;9115;2734,630299;6380,804031;5216,770165;FALSO;;6380,804031;-2482,139866
02-09-2020;16;988,8770897;6,8931;252,8403323;1594,1745;2194,373173;02-09-2020;16;9003;2700,806754;6301,882425;5037,158195;FALSO;;6301,882425;-2336,351441
02-09-2020;17;1036,808588;7,1375;255,842705;1665,9565;1960,63145;02-09-2020;17;9001;2700,348448;6300,813044;4926,376743;FALSO;;6300,813044;-2226,028295
02-09-2020;18;1219,635968;14,9083;260,3343663;1880,229;1053,361643;02-09-2020;18;9029;2708,779008;6320,484352;4428,469277;FALSO;;6320,484352;-1719,690269
02-09-2020;19;1143,764371;13,5494;272,3385238;2319,3745;88,02456401;02-09-2020;19;9490;2846,914542;6642,800597;3837,051359;FALSO;;6642,800597;-990,1368171
02-09-2020;20;1138,772124;15,9364;286,0222782;2452,4185;1,191969006;02-09-2020;20;10041;3012,264887;7028,618069;3894,341271;FALSO;;7028,618069;-882,0763847
02-09-2020;21;1139,185271;16,4218;293,4723967;2405,7237;0;02-09-2020;21;9927;2978,236079;6949,217519;3854,803168;FALSO;;6949,217519;-876,5670883
02-09-2020;22;1032,788506;16,6008;294,4017056;2327,6632;0;02-09-2020;22;9829;2948,718881;6880,344055;3671,454212;FALSO;;6880,344055;-722,735331
02-09-2020;23;912,1817088;28,1461;294,0202956;2143,9942;0;02-09-2020;23;9546;2863,886287;6682,401337;3378,342304;FALSO;;6682,401337;-514,4560171
02-09-2020;24;810,5227005;32,6847;286,0233904;1956,0642;0;02-09-2020;24;9128;2738,32235;6389,418817;3085,294991;FALSO;;6389,418817;-346,9726406
03-09-2020;1;782,0976214;32,9203;265,4128462;1831,04538;0;03-09-2020;1;8635;2590,39058;6044,244686;2911,476148;FALSO;;6044,244686;-321,0855678
03-09-2020;2;834,9591664;32,7071;260,4021386;1720,06726;0;03-09-2020;2;8116;2434,721574;5681,017007;2848,135665;FALSO;;5681,017007;-413,4140906
03-09-2020;3;711,7308129;32,7906;254,7362066;1843,8498;0;03-09-2020;3;7860;2357,953288;5501,891006;2843,10742;FALSO;;5501,891006;-485,1541312
03-09-2020;4;662,6910941;32,5052;254,6253443;1824,65854;0;03-09-2020;4;7789;2336,665064;5452,218484;2774,480178;FALSO;;5452,218484;-437,815114
03-09-2020;5;876,9985917;32,5655;253,9516937;1439,87518;0;03-09-2020;5;7763;2328,75634;5433,764794;2603,390965;FALSO;;5433,764794;-274,6346251
03-09-2020;6;962,4181478;32,5016;255,0867084;1370,15862;0;03-09-2020;6;7782;2334,706129;5447,647634;2620,165076;FALSO;;5447,647634;-285,4589472
03-09-2020;7;745,7565707;23,4035;254,9640162;1762,1041;2,137181257;03-09-2020;7;7975;2392,570325;5582,664093;2788,365368;FALSO;;5582,664093;-395,7950428
03-09-2020;8;611,608105;21,2086;253,6484033;1820,67566;435,9954999;03-09-2020;8;8128;2438,392049;5689,581448;3143,136268;FALSO;;5689,581448;-704,7442191
03-09-2020;9;524,6802399;30,1685;251,1722412;1643,04598;1636,170758;03-09-2020;9;8583;2574,985713;6008,299996;4085,237719;FALSO;;6008,299996;-1510,252006
03-09-2020;10;265,028579;29,2913;250,4332543;1965,59282;2261,743309;03-09-2020;10;9074;2722,27869;6351,983609;4772,089262;FALSO;;6351,983609;-2049,810573
03-09-2020;11;255,8452805;26,5763;251,2622908;1936,08692;2465,876956;03-09-2020;11;9301;2790,267603;6510,624407;4935,647747;FALSO;;6510,624407;-2145,380144
03-09-2020;12;558,7460741;25,1191;250,2107551;1628,88764;2527,10819;03-09-2020;12;9314;2794,195484;6519,789463;4990,071759;FALSO;;6519,789463;-2195,876275
03-09-2020;13;911,4787119;16,794;249,7276926;1598,68494;2454,286404;03-09-2020;13;9300;2789,94205;6509,864782;5230,971749;FALSO;;6509,864782;-2441,029699
03-09-2020;14;915,3673748;8,5147;248,0917985;1686,14356;2374,452456;03-09-2020;14;9283;2784,970868;6498,265359;5232,569889;FALSO;;6498,265359;-2447,599021
03-09-2020;15;965,1518317;8,5959;249,04825;1653,57896;2385,490416;03-09-2020;15;9211;2763,446977;6448,042945;5261,865358;FALSO;;6448,042945;-2498,418381
03-09-2020;16;984,6061467;8,8014;252,8383453;1623,5855;2330,032782;03-09-2020;16;9053;2716,024288;6337,390004;5199,864174;FALSO;;6337,390004;-2483,839886
03-09-2020;17;1039,709723;14,3708;265,1232523;1750,73092;2063,718037;03-09-2020;17;9041;2712,251569;6328,586994;5133,652732;FALSO;;6328,586994;-2421,401163
03-09-2020;18;1012,577025;25,7808;263,5444218;1854,72494;1086,179842;03-09-2020;18;9007;2702,20852;6305,153213;4242,807029;FALSO;;6305,153213;-1540,598509
03-09-2020;19;1013,515323;26,01;269,5011961;2507,9193;89,95303048;03-09-2020;19;9434;2830,222926;6603,853494;3906,89885;FALSO;;6603,853494;-1076,675924
03-09-2020;20;1005,996221;26,0133;290,8491946;2678,99558;1,466031552;03-09-2020;20;9975;2992,569891;6982,663079;4003,320327;FALSO;;6982,663079;-1010,750436
03-09-2020;21;907,1108072;25,7836;298,0069588;2717,93376;0;03-09-2020;21;9894;2968,320623;6926,081454;3948,835126;FALSO;;6926,081454;-980,514503
03-09-2020;22;791,3432411;25,9581;299,9813676;2607,50266;0;03-09-2020;22;9788;2936,474434;6851,773679;3724,785369;FALSO;;6851,773679;-788,310935
03-09-2020;23;600,9484449;26,0056;298,2824096;2436,67482;0;03-09-2020;23;9408;2822,480765;6585,788451;3361,911275;FALSO;;6585,788451;-539,43051
03-09-2020;24;658,9706771;25,9135;287,9013996;2199,50636;0;03-09-2020;24;9042;2712,518029;6329,208735;3172,291937;FALSO;;6329,208735;-459,7739072
04-09-2020;1;746,2851284;25,7761;262,5707297;2225,63478;0;04-09-2020;1;8577;2573,17961;6004,085756;3260,266738;FALSO;;6004,085756;-687,0871282
04-09-2020;2;656,736748;25,7351;259,9864015;2140,82702;0;04-09-2020;2;8191;2457,163432;5733,381341;3083,28527;FALSO;;5733,381341;-626,1218376
04-09-2020;3;538,1124914;25,7566;260,34291;1916,29682;0;04-09-2020;3;7912;2373,710035;5538,656749;2740,508821;FALSO;;5538,656749;-366,7987863
04-09-2020;4;451,9288732;25,6526;259,3282098;1684,08626;0;04-09-2020;4;7753;2325,887086;5427,069867;2420,995943;FALSO;;5427,069867;-95,10885705
04-09-2020;5;577,8646072;25,5219;257,7516267;1627,7681;0;04-09-2020;5;7648;2294,428101;5353,665569;2488,906234;FALSO;;5353,665569;-194,4781329
04-09-2020;6;502,6120503;25,5185;253,3143066;1903,42798;0;04-09-2020;6;7721;2316,331626;5404,773794;2684,872837;FALSO;;5404,773794;-368,5412107
04-09-2020;7;380,4789964;25,5274;250,1762886;2179,24728;2,08097608;04-09-2020;7;7980;2394,143015;5586,333701;2837,510941;FALSO;;5586,333701;-443,3679264
04-09-2020;8;331,2441076;25,3732;249,8144559;2129,55696;332,128181;04-09-2020;8;8159;2447,748252;5711,412588;3068,116905;FALSO;;5711,412588;-620,3686526
04-09-2020;9;189,8245687;24,7554;248,4205119;2245,81784;1189,870695;04-09-2020;9;8628;2588,355676;6039,496578;3898,689016;FALSO;;6039,496578;-1310,333339
04-09-2020;10;87,15183099;24,2713;228,4951499;2359,24284;1794,493064;04-09-2020;10;9243;2772,833298;6469,944363;4493,654185;FALSO;;6469,944363;-1720,820887
04-09-2020;11;81,14794465;23,2062;240,0761983;1970,48912;2233,163804;04-09-2020;11;9294;2788,149152;6505,681355;4548,083267;FALSO;;6505,681355;-1759,934115
04-09-2020;12;164,6929548;22,6466;244,4133134;1855,13928;2381,658881;04-09-2020;12;9291;2787,163643;6503,381834;4668,551029;FALSO;;6503,381834;-1881,387386
04-09-2020;13;232,8751163;22,7443;246,2514839;1745,20074;2448,673882;04-09-2020;13;9365;2809,569238;6555,661555;4695,745522;FALSO;;6555,661555;-1886,176285
04-09-2020;14;287,6680167;24,1981;258,4244221;1624,002;2476,336033;04-09-2020;14;9316;2794,864126;6521,349628;4670,628572;FALSO;;6521,349628;-1875,764445
04-09-2020;15;337,3381159;24,9575;269,1466855;1492,30184;2435,385687;04-09-2020;15;9136;2740,738853;6395,057325;4559,129828;FALSO;;6395,057325;-1818,390975
04-09-2020;16;379,1014913;21,1458;268,0519041;1474,2782;2373,341814;04-09-2020;16;9068;2720,384944;6347,564869;4515,919209;FALSO;;6347,564869;-1795,534266
04-09-2020;17;397,063659;18,2232;270,5908976;1549,46308;2031,35777;04-09-2020;17;8932;2679,682165;6252,591717;4266,698607;FALSO;;6252,591717;-1587,016442
04-09-2020;18;363,2297476;26,3058;273,2832712;1893,53038;1065,45371;04-09-2020;18;8887;2666,202513;6221,139197;3621,802909;FALSO;;6221,139197;-955,6003959
04-09-2020;19;315,9003154;26,7249;271,6623813;2594,88858;99,11011704;04-09-2020;19;9346;2803,722725;6542,019691;3308,286294;FALSO;;6542,019691;-504,5635691
04-09-2020;20;304,2573679;26,602;279,6804526;2959,20514;1,870847307;04-09-2020;20;9914;2974,196163;6939,791048;3571,615808;FALSO;;6939,791048;-597,4196444
04-09-2020;21;275,5614491;27,1274;288,7200828;2797,41956;0;04-09-2020;21;9857;2957,208896;6900,15409;3388,828492;FALSO;;6900,15409;-431,6195962
04-09-2020;22;231,2331606;26,8914;287,4786567;2711,72908;0;04-09-2020;22;9761;2928,190814;6832,445234;3257,332297;FALSO;;6832,445234;-329,1414829
04-09-2020;23;252,9674767;26,762;284,6480346;2410,77008;0;04-09-2020;23;9497;2849,026404;6647,728277;2975,147591;FALSO;;6647,728277;-126,121187
04-09-2020;24;298,2202536;27,4358;287,4910497;2231,01682;0;04-09-2020;24;9165;2749,567529;6415,657568;2844,163923;FALSO;;6415,657568;-94,59639437
05-09-2020;1;302,9613483;27,8579;269,9868019;1937,997;0;05-09-2020;1;8716;2614,901213;6101,436163;2538,80305;VERDADERO;76,09816248;6177,534325;
05-09-2020;2;297,648493;28,1763;267,0988617;1868,55282;0;05-09-2020;2;8256;2476,775488;5779,142806;2461,476475;VERDADERO;15,29901368;5794,44182;
05-09-2020;3;251,9808411;27,8327;264,6191158;1916,06106;0;05-09-2020;3;7947;2384,08161;5562,857091;2460,493717;FALSO;;5562,857091;-76,41210642
05-09-2020;4;230,0555425;28,4646;261,3431061;1735,87944;0;05-09-2020;4;7761;2328,272197;5432,635125;2255,742689;VERDADERO;72,529508;5505,164633;
05-09-2020;5;255,6030552;28,2373;261,0656836;1657,82882;0;05-09-2020;5;7710;2313,009389;5397,021908;2202,734859;VERDADERO;110,2745304;5507,296439;
05-09-2020;6;276,8197738;28,174;262,9833628;1733,61554;0;05-09-2020;6;7676;2302,725488;5373,026139;2301,592677;VERDADERO;1,132811558;5374,158951;
05-09-2020;7;305,5244743;28,4394;258,7790771;1914,009;1,78474824;05-09-2020;7;7744;2323,141637;5420,66382;2508,5367;FALSO;;5420,66382;-185,3950627
05-09-2020;8;352,3950566;27,96;256,3875532;1798,84088;404,568207;05-09-2020;8;7537;2260,974232;5275,606542;2840,151697;FALSO;;5275,606542;-579,1774644
05-09-2020;9;258,4736383;27,1597;250,5057734;1529,69964;1459,055494;05-09-2020;9;7654;2296,121269;5357,616294;3524,894246;FALSO;;5357,616294;-1228,772977
05-09-2020;10;223,4911072;26,4579;249,2790918;1625,2038;2061,358194;05-09-2020;10;8183;2454,920597;5728,14806;4185,790093;FALSO;;5728,14806;-1730,869496
05-09-2020;11;230,2963351;23,1663;252,6603209;1517,09518;2302,459077;05-09-2020;11;8529;2558,690029;5970,276735;4325,677213;FALSO;;5970,276735;-1766,987184
05-09-2020;12;386,5814982;24,9636;258,0247199;1365,54904;2319,196617;05-09-2020;12;8632;2589,588851;6042,373987;4354,315475;FALSO;;6042,373987;-1764,726624
05-09-2020;13;512,5785089;24,7778;257,0722713;1468,03856;2391,347494;05-09-2020;13;8586;2575,678187;6009,915769;4653,814634;FALSO;;6009,915769;-2078,136447
05-09-2020;14;628,8887644;24,3237;255,5861001;1452,7569;2335,905627;05-09-2020;14;8627;2588,064054;6038,816126;4697,461092;FALSO;;6038,816126;-2109,397038
05-09-2020;15;745,3276865;24,309;256,625681;1412,08656;2316,659861;05-09-2020;15;8493;2547,780935;5944,822181;4755,008789;FALSO;;5944,822181;-2207,227854
05-09-2020;16;806,325859;24,5716;252,8447656;1352,50744;2244,425643;05-09-2020;16;8321;2496,218402;5824,509604;4680,675308;FALSO;;5824,509604;-2184,456906
05-09-2020;17;819,0762522;24,8497;255,7643109;1377,03086;2055,845053;05-09-2020;17;8255;2476,440288;5778,360671;4532,566176;FALSO;;5778,360671;-2056,125888
05-09-2020;18;834,1906057;25,4559;264,8834177;1454,83346;1165,965615;05-09-2020;18;8387;2516,149299;5871,01503;3745,328998;FALSO;;5871,01503;-1229,1797
05-09-2020;19;780,3054785;26,0693;269,5820969;2025,85796;156,4059559;05-09-2020;19;8873;2661,950962;6211,218911;3258,220791;FALSO;;6211,218911;-596,2698293
05-09-2020;20;651,0801157;27,2967;282,1649981;2342,8376;5,393765164;05-09-2020;20;9445;2833,529806;6611,569548;3308,773179;FALSO;;6611,569548;-475,2433728
05-09-2020;21;644,0306535;27,3484;295,1040657;2175,45332;0;05-09-2020;21;9347;2804,001408;6542,669951;3141,936439;FALSO;;6542,669951;-337,9350315
05-09-2020;22;696,6133311;27,3645;294,2828695;2130,77296;0;05-09-2020;22;9238;2771,350917;6466,485474;3149,033661;FALSO;;6466,485474;-377,6827431
05-09-2020;23;772,0174782;28,0283;286,4790375;2073,36612;0;05-09-2020;23;8967;2689,97004;6276,59676;3159,890936;FALSO;;6276,59676;-469,9208958
05-09-2020;24;783,796635;28,2293;281,4119221;2055,132278;0;05-09-2020;24;8567;2569,961076;5996,575843;3148,570135;FALSO;;5996,575843;-578,6090596
06-09-2020;1;834,9505799;28,18425;270,9243418;1982,086329;0;06-09-2020;1;8346;2503,686655;5841,935529;3116,145501;FALSO;;5841,935529;-612,4588453
06-09-2020;2;886,1045247;28,1392;260,4367615;1909,04038;0;06-09-2020;2;8125;2437,412235;5687,295216;3083,720866;FALSO;;5687,295216;-646,3086309
06-09-2020;3;927,6799703;28,1244;256,6493143;1800,03468;0;06-09-2020;3;7675;2302,413558;5372,298303;3012,488365;FALSO;;5372,298303;-710,0748063
06-09-2020;4;925,8380435;27,9599;253,3470466;1743,2934;0;06-09-2020;4;7391;2217,335166;5173,782055;2950,43839;FALSO;;5173,782055;-733,1032237
06-09-2020;5;933,1811582;28,0415;253,1010641;1644,59738;0;06-09-2020;5;7248;2174,317725;5073,408025;2858,921102;FALSO;;5073,408025;-684,6033773
06-09-2020;6;890,5947055;28,1308;254,6335862;1656,80242;0;06-09-2020;6;7154;2146,167717;5007,724672;2830,161512;FALSO;;5007,724672;-683,993795
06-09-2020;7;828,0958304;27,8571;253,6294949;1705,35718;0,181629087;06-09-2020;7;7166;2149,813786;5016,232167;2815,121234;FALSO;;5016,232167;-665,3074486
06-09-2020;8;852,5724092;27,8224;248,1666102;1809,99878;50,73651298;06-09-2020;8;7149;2144,63201;5004,141357;2989,296712;FALSO;;5004,141357;-844,6647022
06-09-2020;9;786,2731552;27,3555;239,8213673;1612,63684;696,7401646;06-09-2020;9;7220;2165,904915;5053,778136;3362,827027;FALSO;;5053,778136;-1196,922112
06-09-2020;10;528,5632947;20,3965;241,1149506;1220,96534;1886,336657;06-09-2020;10;7330;2198,941145;5130,862672;3897,376742;FALSO;;5130,862672;-1698,435597
06-09-2020;11;460,0813749;6,2826;242,0808622;1321,62842;2255,542795;06-09-2020;11;7600;2280,048643;5320,113501;4285,616052;FALSO;;5320,113501;-2005,567409
06-09-2020;12;412,8712919;17,8223;246,2987966;1314,30206;2428,766183;06-09-2020;12;7811;2343,436505;5468,018512;4420,060632;FALSO;;5468,018512;-2076,624126
06-09-2020;13;365,6722587;23,594;244,3347613;1353,72404;2464,75306;06-09-2020;13;7928;2378,298834;5549,363946;4452,07812;FALSO;;5549,363946;-2073,779286
06-09-2020;14;485,1277777;24,0842;244,1859499;1403,70678;2464,971881;06-09-2020;14;8098;2429,337007;5668,453016;4622,076589;FALSO;;5668,453016;-2192,739582
06-09-2020;15;636,7735261;23,354;241,5599641;1470,46504;2359,225981;06-09-2020;15;8000;2400,108338;5600,25279;4731,378511;FALSO;;5600,25279;-2331,270173
06-09-2020;16;778,3007759;22,8115;243,7431562;1393,35134;2297,154984;06-09-2020;16;7963;2389,015441;5574,369363;4735,361756;FALSO;;5574,369363;-2346,346315
06-09-2020;17;789,5569703;10,8812;245,7717455;1547,78378;1968,323517;06-09-2020;17;7823;2346,953018;5476,22371;4562,317213;FALSO;;5476,22371;-2215,364194
06-09-2020;18;915,2291185;10,8603;248,5788937;1392,38842;1781,73699;06-09-2020;18;7709;2312,79302;5396,517046;4348,793722;FALSO;;5396,517046;-2036,000703
06-09-2020;19;952,1038039;25,2937;261,0134377;1417,67428;885,2157962;06-09-2020;19;7907;2372,232179;5535,208418;3541,301018;FALSO;;5535,208418;-1169,068839
06-09-2020;20;798,4147586;25,9841;279,0710121;1894,15648;41,18878961;06-09-2020;20;8650;2595,149325;6055,348425;3038,81514;FALSO;;6055,348425;-443,6658152
06-09-2020;21;601,9222556;25,6432;288,698061;2255,77404;0;06-09-2020;21;9361;2808,158938;6552,370856;3172,037557;FALSO;;6552,370856;-363,8786184
06-09-2020;22;336,8732061;26,2843;290,7828137;2229,18908;0;06-09-2020;22;9278;2783,379727;6494,552696;2883,1294;FALSO;;6494,552696;-99,74967279
06-09-2020;23;219,9024245;26,2223;285,8203102;2091,02864;0;06-09-2020;23;9093;2727,93272;6365,176348;2622,973675;VERDADERO;104,9590457;6470,135393;
06-09-2020;24;194,3307027;26,9607;280,7205137;1841,98434;0;06-09-2020;24;8753;2625,913759;6127,132104;2343,996256;VERDADERO;281,9175024;6409,049606;
07-09-2020;1;242,4332376;27,184;247,2992244;1849,213;0;07-09-2020;1;8382;2514,699435;5867,632016;2366,129462;VERDADERO;148,5699735;6016,20199;
07-09-2020;2;292,2477761;26,8925;240,4662363;1813,97794;0;07-09-2020;2;8016;2404,893169;5611,417394;2373,584452;VERDADERO;31,30871627;5642,72611;
07-09-2020;3;282,9162757;26,9743;241,9801679;1977,02888;0;07-09-2020;3;7664;2299,0553;5364,462366;2528,899624;FALSO;;5364,462366;-229,8443241
07-09-2020;4;299,7646942;26,5725;239,4332318;1939,219;0;07-09-2020;4;7543;2263,040971;5280,428931;2504,989426;FALSO;;5280,428931;-241,9484554
07-09-2020;5;283,1020424;26,4751;240,6498893;1727,78462;0;07-09-2020;5;7498;2249,279093;5248,317884;2278,011652;FALSO;;5248,317884;-28,73255865
07-09-2020;6;352,1967949;26,6188;242,1201259;1602,754;0;07-09-2020;6;7631;2289,4332;5342,0108;2223,689721;VERDADERO;65,74347937;5407,75428;
07-09-2020;7;452,7759886;27,0662;238,9929201;1544,49442;0;07-09-2020;7;7848;2354,395629;5493,589802;2263,329529;VERDADERO;91,06610061;5584,655902;
07-09-2020;8;539,440821;27,2408;253,5342689;1671,07974;2,337281992;07-09-2020;8;8264;2479,114667;5784,600889;2493,632912;FALSO;;5784,600889;-14,51824509
07-09-2020;9;674,1295466;26,9775;248,0216398;1636,42938;519,6600111;07-09-2020;9;8719;2615,783464;6103,494748;3105,218078;FALSO;;6103,494748;-489,434614
07-09-2020;10;475,1441707;25,6994;246,3367918;1895,7638;1487,882164;07-09-2020;10;9237;2771,057047;6465,799776;4130,826327;FALSO;;6465,799776;-1359,76928
07-09-2020;11;471,6710684;25,1851;253,209544;1924,48948;2040,641198;07-09-2020;11;9425;2827,490509;6597,477854;4715,19639;FALSO;;6597,477854;-1887,705882
07-09-2020;12;383,4425476;24,791;254,2527833;2021,9662;2146,018803;07-09-2020;12;9533;2860,005143;6673,345334;4830,471334;FALSO;;6673,345334;-1970,466191
07-09-2020;13;529,1570495;24,3202;253,663696;1638,37542;2354,180541;07-09-2020;13;9567;2870,130676;6696,971578;4799,696907;FALSO;;6696,971578;-1929,56623
07-09-2020;14;717,9921102;24,5903;254,3182743;1514,29756;2479,630795;07-09-2020;14;9466;2839,897359;6626,427172;4990,82904;FALSO;;6626,427172;-2150,93168
07-09-2020;15;984,3667369;24,3561;251,6770735;1500,00442;2506,649578;07-09-2020;15;9359;2807,809404;6551,555275;5267,053908;FALSO;;6551,555275;-2459,244505
07-09-2020;16;998,559358;15,1973;251,9961638;1587,82666;2345,248136;07-09-2020;16;9271;2781,176759;6489,412437;5198,827618;FALSO;;6489,412437;-2417,650859
07-09-2020;17;934,1917453;8,0812;263,2343327;1540,95396;2155,455697;07-09-2020;17;9195;2758,399304;6436,265042;4901,916935;FALSO;;6436,265042;-2143,517631
07-09-2020;18;1023,296486;15,6499;263,201401;1366,73116;1915,82543;07-09-2020;18;8980;2694,018176;6286,04241;4584,704377;FALSO;;6286,04241;-1890,686202
